customer_tweet_id,conversation_root,historical_customer_text,brand_response
1142012,1142012,"Seems @115821 @AmazonHelp are up to their old tricks - this time buy through their global store and you have no rights,they say.",@182232 We'd like to help! Without adding personal/account information can you tell us more about what happened? ^ME
1289864,1289863,@115821 Tambien meto a @116928 que es donde lo he comprado.,"@421652 Hola, lamento las molestias. ¿Cuál es la fecha estimada de entrega de tu pedido? ^LG"
1388836,1388837,@116928 o si no al menos dejadme elegir qué compañía quiero que se encargue de mi envío,"@443089 Lamento lo sucedido Spooky, ¿podrías informarme si tienes algún pedido pendiente de entrega? ^AZ"
1149656,1149656,@116875 buena tarde me pueden ayudar con algún número telefónico para saber el status de una entrega saludos.,"@390536 Hola Pablo, buenas tardes. ¿Qué muestra la información de rastreo del pedido en el sitio web? ^KS"
147220,147220,"No, @116928. Con entregas de un día para el otro no, que me enamoro.","@149445 Hola Noe, ¿ves todo lo que hacemos para enamorarte? ❤️ ^FZ https://t.co/LOhO8eYXYl"
737961,737961,@116928 he de felicitarles por el genial servicio al cliente por teléfono.,"@296491 💕 Cuéntanos, ¿qué es lo que más te ha gustado de tu última experiencia con nosotros? ^VL"
2299746,2299746,here I go again with delivery issues from @AmazonHelp . Why do I pay for Prime when the stuff won't arrive next day or 2 day as promised??? WHY???,@667490 I'm sorry for the poor experience! Do you have a current order that is late or delayed that we can help you with? ^ZW
1000164,1000164,"This is after @AmazonHelp package was supposedly out for delivery this morning, then resent this afternoon. What am I paying for Prime for?!","@356790 I'm sorry to hear we've let you down, Sophia! Here's some tips that should help recover the parcel: https://t.co/PbHxXoLZzy ^CS"
2312753,2312753,"Amazon: ""Sorry but your package has been delayed"" First of all...I payed for prime",@670688 I'm sorry for the frustration! Were you provided a reason for delay or a new delivery date? ^AC
2677985,2677993,@AmazonHelp Finally received a delivery today. But not all of. Why do I pay for Prime ?!?,"@753632 I'm sorry for the trouble with your delivery, Adam. Was the order split into more than one parcel? You can find out here: https://t.co/aaDyEz1VgE. Please let us know! We're here to help. ^TG"
2306095,2306096,"@AmazonHelp ""Your package is still on the way but may arrive later than expected. We're sorry for the inconvenience and we'll deliver it as soon as possible."" That's why I chose a Prime item... Why am I paying for prime?!","@669036 Were you given any cause for the delay, Judah? Please let us know! ^FD"
1689436,1689436,When your @115821 prime order is three days late and they keep telling you it’ll be delivered by the end of the day. Bad business practices.,"@506083 I'm very sorry, Cristian.Can you tell us if the order has shipped? If so, what is the carrier for your order? Let us know! ^SK"
2019941,2019941,I literally can't recall the last time an @115821 Prime order of mine was actually delivered in 2 days.,@597334 So sorry for the troubles! Is it one carrier that this keeps happening with? You can check here: https://t.co/Y5jpI9gRhE ^TH
644771,644771,Two deliveries recently from @115821 Prime haven't been delivered until 2 days later 🤔,"@273033 Oh no! I'm really sorry for the frustration, Tom. We'd like to help if we can! Please reach out to us via phone or chat here: https://t.co/JzP7hlA23B ^AJ"
2706762,2706762,Stinks to pay for @115821 prime when the last 3 orders have had shipping delays with items eligible for prime. 😐,"@760160 Brandon, I'm sorry to hear your shipping experience has been less than awesome. Without providing personal account details, have you contacted phone support regarding your deliveries? Is there an order that is still delayed at this time? ^SY"
2429478,2429478,"So when did @115821 Prime shipping turn into 3 days? Everything I've been ordering lately has taken more than 2 days. Ordered today, Tuesday, and won't be delivered until Friday?","@697473 So sorry for the frustrations, Josh! Some items do have a longer processing time than others. Prime 2 day shipping is 2 business days from the day the package has been dispatched. You can find some helpful info here: https://t.co/WONkCsyMv3 ^AD"
1768923,1768924,@AmazonHelp I have logged in and it says I’m no longer a prime member (because you guys cancelled it for me). I was never a member though and it was just a random charge. I wasn’t on a free trial either which is why I’m confused by the payment being taken. Is the free trial a year?,@531830 Please reach out directly by phone/chat to us here: https://t.co/JzP7hlA23B so that we can take a closer look. ^TN
2369599,2369600,"@AmazonHelp I'm not a member, I had a free 30 day trial. Do I use the same option?",@509996 That is correct! Let us know if you need additional assistance. ^BE
813276,813276,@116618 Can I get a free trial?,"@313798 Hey, check out https://t.co/vvIMqF7Auw &amp; click the “Start your 30-Day free trial” button on the right. Hope this helps! ^PF"
1001082,1001082,Help @AmazonHelp ! I tried to sign up for a Prime trial but I think it's automatically charged for the year!!,"@356998 I'm sorry for the trouble. We can help, contact us by phone or chat: https://t.co/JzP7hlA23B ^MG"
802317,802318,@116618 Is it free with a prime membership?,@311188 Yes! Streaming is included with a membership to Amazon Prime! ^GR
2781898,2781898,CHEGARAM TODOS OS MEUS LIVROS DA @117086 !!! https://t.co/kvRFeXMzI0,"@776885 Olá Roberto! 😱Ficamos felizes demais de saber que você já recebeu o seu pedido!🎉🎉🎉 Conta para gente, qual deles vai ler primeiro? ^HC https://t.co/qeNeONkLti"
751294,751294,"Vei, cadê os meus livros que não chegaram até hoje? @117086",@299568 Olá! Qual é a data de entrega do seu pedido? ^JJ
2260753,2260753,"@117086 eu te amo ❤️ meus livros chegam rápido, são baratos e ainda manda descontinho pra compartilhar com os amigos",@658265 Olá! Saiba que o amor é mútuo. Só o melhor para nossos clientes brasileiros! &lt;3 ^CR
114352,114352,"A @117086 é coisa de louco, encomendei uns livros ontem e já chegaram!","@141419 Olá! Conte para nós, quais livros você comprou?. Ficamos curiosos. 🤔 ^NB"
270638,270638,Comprei uns livros essa semana...chegaram rápido e em ótimo estado. @117086 obrigado! 😀,@180544 É porque a gente tenta entregar o mais rápido possível só para te ver feliz! ❤️😍 Compartilha uma foto do pedidido com a gente!^VM https://t.co/PWNB2QFiuD
1245915,1245915,@115821 thank you for the terrible experience I had trying to resolve an issue with customer service. Horrible way to solve a problem. Smh,"@412283 I'm sorry for the poor experience! Without providing account details, can you tell us about the problem you're having? ^WT"
1105602,1105602,@115821 Thank you for being so easy to deal with and giving me my refund. Customer service is big for me. You awesome.,@380905 Yay! We strive to make sure all of our customer's feel supported. Have a great evening! ^AR
1046075,1046075,@115821 your customer support are amazing 😊 don't believe how quick my problem was sorted,@367293 That's nice to hear. Glad they were able to help you. ☺️^PK
1144992,1144992,@115821 thank you for being so helpful and kind on the phone! It's nice to run into good customer service.,"@389476 Thank you for sharing your experience with us! Please, be sure to leave feedback in the e-mail survey that was sent post-call. ^JE"
1254189,1254189,"@115830 newbie ish user, excellent customer service from your staff today, thank!! @126595 awesome customer service as ever!!","@414186 Oh no, what happened? ^AS"
13177,13177,Meu bebê chegou. Obrigado @117086 💙 https://t.co/I3fqrg94Fb,"@118707 Que notícia boa, Luiz! Fiquei curioso... O que contém esse pacote? 🤔 ^CR https://t.co/DtVI16kHN1"
2201810,2201810,chegou meus livros @115821 te amo,"@643912 Só amor para você, Sarai 💖 Quais livros você recebeu hoje? ^LG"
845632,845632,Chegou hoje @117086! Amei ❤❤ Obrigada :) https://t.co/c6M09HBqnb,"@321005 Adoramos a fotinho, Leila 😊 Tomara que curta muito da leitura 💕 ^LG"
2347771,2347771,"Gente, a @117086 não está pra brincadeira msm hein! Comprei no dia 11 e já chegou! 👏👏👏👏 https://t.co/ct9meGXTtF","@678736 Nossa!😱 Ficamos felizes de saber que você já recebeu o seu pedido! Me diga, que você comprou?🤔 ^HC https://t.co/Z1Bsog2ZH7"
2122312,2122312,Chegou em menos de 24h! Valeu @117086 https://t.co/b8QWWGblZM,@625256 Olá Dani! Nossa!😱 Que emoção!😁 Já você começou a leitura? ^HC https://t.co/PN8zbwVbQM
427324,427324,@116928 deberíais aseguraros de que @135806 no manche vuestros envíos porque no pagamos el prime para que llegue como ordinario..,"@216642 Hola, Dylan, lamento este inconveniente, ¿ Podrías informarme si tienes algún pedido pendiente de entrega? ^AZ"
1043605,1043605,"Primera decepción con @116928 desde que tengo Prime. Un pedido hecho el pasado miércoles y sigue en el limbo. De @80 ya mejor ni hablar, pa' qué","@322588 Hola Carlos,¿Cual es la fecha de entrega del pedido?¿Provenía directamente de Amazon o de un vendedor Marketplace? ^JD"
248141,248141,"@135806 hola, primer pedido que hago a @116928 PRIME y hay incidencia (casualidad) a las 20:56 de hoy. Servicio muy deficiente.","@174951 Hola, Benja. Sin compartir el número de pedido, ¿podrías darnos más detalles de lo ocurrido? ^CR"
1254196,1254196,"Hacerme @116928 prime y que los pedidos empiecen a llegarme tarde, a sido todo uno... 😣","@414187 Hola, lamentamos lo sucedido. ¿Actualmente tienes algún pedido pendiente de entrega? ^AV"
255744,255744,@116875 ¿Que procede si me hicieron un cobro automatico de Prime y mi cuenta lleva bloqueada hace tiempo?,"@176828 Hola Rodrigo, sentimos el inconveniente. Contacta a Soporte al Cliente por este enlace para reportarlo: https://t.co/xZbNbGdVxb. ^DA"
972599,972599,@119625 Hi. Several anime series have no english subtitles. Please check.,"@170158 Could you please provide us the names of the anime series, so we could escalate it to the concerned department to look into it.^SF"
1089202,1089202,@119625 Can we expect eng subtitles for #DowntownAbbey Season 1?,@376962 We've forwarded your concern to the internal team to get it reviewed. ^PS
2278641,2278641,"@129773 hello, why are there no subtitles for 'welcome to ballroom' episode 19? Cheers.","@662535 I'm sorry for the trouble, Maya! I can see that subtitles should be available for all episodes in Season 1 of Welcome to the Ballroom. Have you tried uninstalling and reinstalling the app or restarting your device? Please let us know! ^SD"
793925,793925,@119625 hi. No English subtitles in the anime Blood Lad.,@170158 Could you let us know whether you have enabled the sub titles option? ^OS
321110,321110,No subtitles for some movies -_- @119625,@190653 Could you let us know which movies are missing the subtitles? ^HA
1693693,1693701,@AmazonHelp Can you please supply me with an email address to make a formal complaint? Thanks.,@220654 The link ^AR provided above will allow you to contact us via e-mail as well as phone or chat. ^JO
2318884,2318880,@AmazonHelp I would like an email address to make an official complaint as no one I speak to will let me have one,"@672174 Sorry to hear this! What insight was given when you initially contacted us? Was your item shipped by Amazon or a third party seller? We're here to help! If you still would like to contact us by email, you can do so here: https://t.co/JzP7hlA23B ^JY"
2622462,2622465,@AmazonHelp Do you have a dedicated complaint email address outside of the site please,"@740901 The best place to leave any order feedback would be at the link provided by ^NM. By using the link, we can ensure the feedback is escalated to the appropriate team for you. ^TH"
1043021,1043021,@AmazonHelp Could I get a message please? I’ve got a complaint to make,@366643 Hi Ant. You can get in touch with us to lodge your complaint via this link: https://t.co/JzP7hlA23B ^DC
1525036,1525024,"@AmazonHelp Nope no email, can I have a email address for your customer services or complaints department?",@473704 Please contact us directly here: https://t.co/JzP7hlA23B and we can look into the cancellation. ^PK
1825983,1825984,"@AmazonHelp I gave my details in the link you provided, fed up of contacting @119356 for the same issue these many times, sure not order from you again",@495953 I do get your concern. Thanks for the update. Once we receive your details we'll work on it and get back to you. ^MM
386453,386447,@AmazonHelp You must be kidding... You guys are useless and of no help so don't take the trouble. @AmazonHelp @115850 guess will order from @118702,"@207488 I understand your concern, Ravi. Kindly revert on the email you've received from us for further assistance. ^AG"
844170,844168,@AmazonHelp Sorted! Your customer service is a solid 12/10,@320698 Glad we were able to assist! Let us know if you need any more help! ^FJ
756327,756329,@AmazonHelp Just looking into this. So I have to go out of my way and return these items all because they were not delivered correctly,@158344 You can also contact us via Phone or Chat here: https://t.co/JzP7hlA23B so we can look at options with you! ^TR
2386363,2386364,@AmazonHelp I already spoke to your customer care team and they are clueless and least bothered. I made a terrible mistake by ordering on @115850,@687723 I’m sorry about the hassle. Please drop in your details here: https://t.co/GIJyeYqKE0 We will sort this for you. ^SB
834493,834493,I'm waiting for amazon,@318711 リプライ失礼します、Amazonです。 当サイトのご利用に際し、何かお困りのことがあればお知らせください。MH
398805,398805,Still waiting on that call from Amazon..,"@210312 Without any personal or account details, can you let us know what's going on? ^TR"
1328606,1328606,Also I’m still waiting on a damn amazon order #Frustration,@429966 Is there any tracking information showing here: https://t.co/aaDyEz1VgE? ^BM
701341,133890,"@AmazonHelp Yes I'm still waiting, I'll never buy on amazon again.","@287422 We are sorry for the rotten experience! We'd like to assist in any way we can to make this right for you. What is the expected delivery date for the order previously mentioned? If we've missed it, by how many days are we off? Please let us know! ^JD"
807295,807295,Currently waiting on the amazon package 😤,@312365 I'm sorry for the wait! What does the tracking information say here: https://t.co/Y5jpI9gRhE? ^MH
1118635,1118640,@AmazonHelp Finally got my package today. Ordered on Prime on Thursday with overnight shipping. Too late to even use what I ordered. What will you do?,@383924 I understand your frustration. You can see your available return options here: https://t.co/nQJkUpOZxe ^DG
108261,108261,"@AmazonHelp I ordered a product on Sunday evening with one day delivery from amazon prime and it’s still not arrived, can you help?",@140028 We'd love to help! Have we missed the delivery date provided in your confirmation e-mail? ^ML
1238652,1238655,@AmazonHelp .Seriously woah @115830 4th parcel this month on prime not delivered on time... what do I have to do???,@410547 We'd like to take a look into this with you. Please reach out to us here: https://t.co/JzP7hlA23B ^DG
2983136,2983136,@AmazonHelp My Amazon prime order was supposed to be delivered today. It's still saying it will be but it's past 8pm now. Help?,@600747 I'm sorry for the wait! Which carrier was assigned to your order? You can for this here: https://t.co/Y5jpI9gRhE ^LA
872606,872606,@AmazonHelp my prime now order is showing as delivered but we never received it.,"@327169 I am sorry for the troubles, Jacob! Have you tried these steps: https://t.co/Y4hwXoNXVw to locate delivery? Keep us posted! ^FR"
1516082,1516082,@117634 what is this? I want my books listed in text by title. How can I do that?,@205621 Hi! What device are you using to access your Kindle content? ^DO
2151087,2151087,@116439 how am I supposed to read the description? https://t.co/hODbqJhIEW,@632180 I'm sorry for the trouble! Please restart your Fire TV as shown here: https://t.co/jF8OtSbr6o and keep us posted. ^CC
1980723,1980723,@115821 Why!?! I just wanna read @325211 's book 😫😭😭 https://t.co/5qyQ1qVraz,@586326 I'm sorry that was returned to us! Please reach out to us here: https://t.co/hApLpMlfHN for more assistance with this! ^TK
1003598,1003598,These @117634 books are NOT by me - I'm trying to sort it out. @44047 https://t.co/tOQyEJIAIl,@263195 Apologies Miranda. Have you been in touch with author central? You can reach out here- https://t.co/z9LCIKiizd Keep us posted ^TP
1760517,1760517,"Where's my book, @115821?","@529868 Hello, Camila! We'd love to help if we can. Just to clarify, have we missed the expected delivery date given for this order? ^AL"
160245,160245,@AmazonHelp @115830 How come literally everything I'm looking at recently is coming up as 3+ days for delivery on Prime? What is going on?,"@152922 I'm sorry for the wait, Damien! One Day Shipping refers to transit time in delivery days after an order's already shipped. We strive to ship orders out quickly, but some may take extra processing time. ^WT"
2398293,2398293,@AmazonHelp I thought amazon prime was next day delivery??? Not two days?,"@443505 Hey Evie, if you place your order with One-Day Delivery, depending on the time of day that you place your order, if in stock it'll be dispatched that same day and delivered the next day. More info can be found here: https://t.co/bPNA3FPUav ^PF"
712472,712472,@AmazonHelp why am I paying for prime 2 day shipping if it actually takes 4-5 days to come in? Whatever happened to getting it in 2 days??,"@290386 I'm sorry to hear we've let you down, Dima! Have you noticed this happening more often with a specific carrier? ^ML"
2541744,2541744,It is getting frustrating that with @AmazonHelp Amazon Prime’s 2 day shipping takes 4 Days. Service has gone downhill lately. Not sure why I’m paying for the service if not getting 2 day delivery...,"@722698 Hi Jason, what was the original delivery estimate on your order? Has it changed? ^BD"
174562,174562,"@AmazonHelp Why is it that when I order something with amazon prime, it's never next day delivery; it is infact 3 days later.",@156926 We're here to help! We strive to deliver by the date provided in your confirmation e-mail. Have we recently missed this date? ^ML
1553326,1553326,Quanto è quotato che il corriere di amazon passerá in quell’unica ora in cui il portiere non c’é e io sarò fuori casa? 🤔,@480572 Speriamo di no! 🍀 La maggior parte dei corrieri effettua più di un tentativo di consegna: https://t.co/DvPvIRQH8x. ^CS
129238,129238,"@AmazonHelp Salve, vorrei sapere se per effettuare il reso di un paio di cuffie , devo disporre della confezione originale, poichè una parte della confezione è stata buttata.","@145099 Puoi restituirlo ugualmente, ma ricordati di imballarlo bene! Buona giornata! ^CS"
2391307,2391307,"Il corriere che suona e ""Ciao sono Amazon!""",@233015 Era fatto così? ^LF https://t.co/xJ5oppbEab
1560193,1560193,"Quando è arrivato il corriere non ero a casa, cosa vuol dire azione richiesta? @AmazonHelp https://t.co/UKev6b2obL",@207094 Ti viene consigliato di contattare il Servizio Clienti per maggiori info. Per farlo clicca qui: https://t.co/mAa8CP4wiy. ^VE
2276007,2276007,Io quando suona il campanello di casa e sto aspettando il corriere di #Amazon. #GFvip #CristianoMalgioglio https://t.co/ySNrnuJ9mj,@661975 ^GD https://t.co/yXT3K8Xax1
141994,141997,"@AmazonHelp I only have one last question, why is there no next day delivery on anything for me? All the one day delivery options say Tuesday.","@148044 Hi there, I'm sorry you don't seem to have the next day delivery option. Not all addresses are eligible for next day. Please take a look here for more details, https://t.co/XTqs7lEJGe -RD"
1019521,1019525,@AmazonHelp No my point is I am paying extra price for next day delivery but it is 5pm and it has not turned up!,"@361233 Deliveries continue through to 21:00. For feedback, please reach us here: https://t.co/JzP7hlA23B"
1033091,1033084,@AmazonHelp All I need is a day and time as I've wasted so much waiting that it's ridiculous. What has been the problem with the delivery anyway?,@364425 I am truly sorry for the wait! Let's reach out to the courier together and discuss further options: https://t.co/JzP7hlA23B ^JZ
857042,857045,"@AmazonHelp The issue is that I can no longer get items delivered at the weekend, anything I try to order on a Friday won't deliver until Monday.","@141798 Mhm interesting! We would like to look into this issue in real time. If you could, contact us here: https://t.co/hApLpMlfHN. ^LS"
1772701,1772702,@AmazonHelp I opted for Monday delivery over Tuesday since I'm going out of town and need the item in time to set up. Now it's not being delivered until the 10th. When I am gone. That page does nothing for me.,"@532788 Have you had a moment to reach out with the link provided earlier? If not, we'd like to look into available options with you.^KB"
770061,770061,@115830 why is it when I select prime delivery everything recently states deliver within 1 week or takes 2-3 weeks for despatch??,@303882 I'm sorry for the wait! Some items require additional processing time and can't ship right away. ^WJ
150612,150612,@115830 Why do the prime items I'm ordering only offer Monday delivery? What happened to next day delivery?,"@150353 Hey, because we are in a busy period some items have extended delivery window: https://t.co/SrYjtiChmT ^MA"
999181,999181,@115821 is prime not a 2 day delivery anymore?,@356586 Two-day shipping refers to transit time since items may need additional processing. Have we missed the date provided to you? ^HC
1243369,1243369,"@115821 does anyone else find the 2 day delivery connected to Prime, turning into 3 to 4 days?",@411690 Oh no! We're here to help! Have we recently missed the delivery date shown in your confirmation e-mail? ^ML
1451524,1451524,@115821 Really? Box shipped soaking wet. UPS didn't do this. You guys packed it that way. Items lately look asif packed by chimps. https://t.co/1Tjd0cFZF0,"@456836 I'm sorry to see this! To confirm, was this sold/fulfilled by a third-party seller or Amazon: https://t.co/Y5jpI9gRhE? ^WM"
969572,969572,@115830 sticking the delivery label straight on an Xmas present from Santa not your best move and no box kinda spoiled the surprise! 😡,"@350127 Hi Jemma, sorry to hear that. There should be an option to ship in Amazon box on the product page: https://t.co/ldumNWsp2P. ^JJ"
2286547,2286547,"Someone at UPS repackaged ones of my mom's @115821 packages and stole 2 Xmas gifts. Thankfully, Amazon support was fantastic. Customer for life",@468405 I'm so glad we were able to resolve that for you! Thanks for the feedback!!! 🎁🎄🙌 ^CC
2752642,2752642,"My apologies to @115817. Apparently it was a delivery direct from @115821 that went to the wrong house. UPS reached out immediately and is back on the ""nice"" list. 😀","@665676 I'm very sorry about your delivery experience, Sarah. I'd like for a specialist review this for you. Whenever you have the time, please tell us more here: https://t.co/3gNeITSME4 We'll contact you shortly after. ^SK"
2382510,2382510,When @115821 now gives you picks of your delivered package on your orders but the picture is of your neighbors house. 🤔,"@686840 Oh no, I'm sorry your package was delivered to the wrong door! Were you able to successfully retrieve it? We'd like to report this error to Amazon Logistics for future correction. When you have a moment, please send us order details here: https://t.co/BvkoIjAuex ^AM"
2153996,2153996,@AmazonHelp Useless delivery drivers - waited all day for a parcel to be delivered only to receive an email saying that they attempted delivery but couldn't gain security access. All they had to do was ring the doorbell! But they obviously couldn't be bothered.,"@332370 I am very sorry to hear this. Can I ask, is there any obstruction for the driver to deliver your order? Is there security access to your address? Can I ask what carrier attempted this delivery please, you can find this info here: https://t.co/aaDyEz1VgE. ^GA"
2434967,2434967,"Why wouldn’t the amazon delivery guy ring my damn door bell 😡 I get a notification it was undeliverable and yet I’m sitting in my apartment, honestly I’m sick and tired of these delivery mishaps",@410800 I'm so sorry to hear you haven't received your order yet! Can you let us know who the carrier is? You can review that information here: https://t.co/q4LAMZ3tbE ^JS
297410,297411,"@AmazonHelp Yes, I got a delivery notification at 7:25pm telling me that they had attempted to deliver? No doorbell, didn’t leave at my secure location?",@186836 I'm sorry about this. Please reach out by phone so we can investigate this further with you: https://t.co/qy3J24VGxb ^GR
2666889,2666890,"@AmazonHelp Two sets of deliveries on two subsequent days ‘couldn’t find the security code or out of business hours’ err I’m not a business nor is there a secure gate. Basically, courier couldn’t be ar*ed to find my address. Knock off early time?","@751316 Sorry to hear that, did you report this to us here: https://t.co/JzP7hlA23B? ^JJ"
739085,739085,@AmazonHelp Msg says tried 2 deliver @33104 last night &amp; just now...BUT am home (have cctv) but no courier...they must hv wrong house! help,@296762 I'm sorry we haven't delivered your parcel! Please phone us: https://t.co/JzP7hlA23B to report &amp; discuss re-delivery. ^LB
874546,874547,@115821 @AmazonHelp pretty frustrating,@327629 I'm sorry for the wait. Our carriers deliver until 21:00. Please let us know when your order arrives. ^RA
1260222,1260222,@115821 @AmazonHelp not happy with the customer service,"@415263 Hello, without sharing personal account details can you share with us what has occurred. We would like to help if possible. ^CR"
2312652,2312652,@115821 @AmazonHelp done fucked up.,"@289624 That's not what we'd like to hear! Without posting personal/account details, can you please tell us what's happened? ^JM"
2418151,2418151,@115821 @AmazonHelp has always provided me great service even if they mess up ✊🏽,@694851 We always want to make things right for our amazing customers! ^DY
1566988,1566989,@AmazonHelp @115850 @115821 seriously? No reply yet!!,@183670 Sorry for the delay in responding to your issue. Please share your details here: https://t.co/GIJyeYqKE0 and I'll help. ^ZH
814891,814891,Why do I have amazon prime if all my packages get delayed? 🙄,@314065 I'm sorry for the wait for your orders. Have they missed the delivery estimate given at Checkout? ^DO
2306096,2306096,Why are all my prime deliveries delayed @115821 ?! @AmazonHelp,@669036 I'm so sorry for the frustration with your deliveries! What information is provided in the tracking in Your Orders: https://t.co/Y5jpI9gRhE? ^DG
218048,218048,.@115821 shipping their own packages is the worst thing to ever come from Prime. you can def expect a day or two delay. @AmazonHelp,@167984 We always aim to meet the delivery date given in your order confirmation e-mail! Has this date passed? Pls let us know! ^KJ
2805072,2805072,Wth is the point of paying for amazon prime if my package is getting delayed by three days. @AmazonHelp,@782384 I'm sorry for the trouble! Did we miss the delivery date shown here: https://t.co/Y5jpI9ys9c ^LJ
890520,890522,@AmazonHelp @115821 I pay for Amazon Prime so that I can have 2 day shipping but my packages often do not arrive on time. Something does not seem right.,@331436 Thanks for the update. I'm sorry your package didn't arrive! Have you received any e-mails in regard to delays? Let us know! ^KJ
1494748,1494748,"Wenn @116316 via app bestätigt, dass mein Paket angekommen ist, es aber nicht geklingelt hat. Mysteriös... https://t.co/58Y1DwzD5I",@467064 Hast du mal in den Briefkasten geschaut? ^AN
1438616,1438616,Wann kommt endlich mein @116316 #Echo2 an? @124285,"@194889 Was sagt denn die Sendungsverfolgung, wann Alexa ankommt? :) Gruß ^TA"
878848,878848,Meine @116316 bestellung würde noch nicht versendet soll aber morgen kommen na ich bin gespannt,@119972 Was hast du denn bestellt? Wir versenden auch sehr spät am Abend noch. Keine Sorge ;) ^AS
2755727,2755727,Dieses Gerät ist nicht aktiviert.... #echo #alexa #dot #hue @AmazonHelp,"@265312 Siehst du ihn denn in deinem Kundenkonto unter ""Meine Inhalte und Geräte""? Lieben Gruß ^NW"
754157,754157,"Also @116316 macht's mir mal wieder richtig schwer, mich zu entscheiden. 🤣 https://t.co/xGAfwUxnae",@300259 Wirklich schwierig .... 😀 ^VM
2606680,2606680,@AmazonHelp Can you stop using Intelcom for your Canadian Prime deliveries? They're late and I've received no tracking information.,@737428 I'm sorry for the poor delivery experiences! Have we missed a recent delivery for an order you placed? ^ME
2105880,2105880,"@AmazonHelp @116090 3 of my orders STILL haven't arrived after 3 days &amp; go figure, shipping via #Intelcom. I may as well cancel my Prime service!",@178206 I'm sorry for the delay! We'd like to help! What does the latest tracking show for your orders here? https://t.co/PyACxvY8Qo ^TK
2611579,2611579,"@AmazonHelp Placed an order for 2 day shipping (prime member) and the items have been ""out for delivery"" in the wrong city for 3 days. Please stop using Intelcom for deliveries.",@738467 I am very sorry to hear this David. Can I ask for you to reach out to us through the link below so we can see what options we have for you: https://t.co/hApLpMlfHN. ^GA
2428244,2428244,"Anyone ordering from @116090 Prime and getting information that your package is being shipped by Intelcom Courrier Canada: Be Warned. Still waiting on two deliveries, no slips from missed visits, and the company phones don't work.","@697193 I am very sorry to hear this, can I ask have you received an email update regarding this please? Can I ask for you to check your spam/junk folder please. Thanks ^GA"
1640913,1640913,"@AmazonHelp Will be dumping our Prime membership until you stop using Intelcom - have had 1 successful delivery, many lost pacakges",@501652 I'm sorry to hear this! Are you currently waiting on the delivery of a late package? ^BH
795135,795135,Is @115821 working in Blore? Two orders of one day delivery not delivered. What happened to you,@309583 I'm sorry to know about the delay. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG
676907,676907,Awful services from @115850 . Shipment is out for delivery for the past 3 days and neither @115850 nor the shipping company @120169-India are least bothered whether it is delivered or not. All this happening in a Metro city like #Hyderabad and not in some remote area. https://t.co/6Kk4cetzO6,@281478 That's uncertain! Apologies for the delayed order. We'd like to help. May I know if you've reported to our support team here: https://t.co/vlvfJr4nN9? Please don’t provide order details as we consider them to be personal info. Our Twitter page is visible to public. ^BS
226167,226168,@115850 Very bad delivery service,@169997 That's quite a remark. I would like to help! May I know what went wrong? ^HR
1662606,1662606,@115830 waited in all day yesterday for a promised delivery. Complained and told will be here tomorrow. What kind of shit service is this?,@153851 Sorry to hear about the delay Pierre- Was a reason provided? Has the order been dispatched? ^NV
2217276,2217276,.@115850 Not happy with delivery services. Despite of being my order arriving in Ahbd yesterday. Still not delivered to me.,@365410 Sorry to know about the delay. Could you confirm your estimated date of delivery? ^MS
318601,318601,"@AmazonHelp am trying to get assistance on a package 1 month overdue, site won’t load resolution options - help?",@192011 Sorry you're still waiting Nadia- Which site did you place the order on? Was it sold by Amazon or by a Seller? ^NV
1381159,1381161,@AmazonHelp @115850 @118702 Still no resolution to my problem neither received the phone nor refund @115850 @AmazonHelp,@441475 We're working on your issue and we'll reach out to you once we receive an update from our team. Appreciate your patience. ^SQ
785132,785128,@AmazonHelp I have called multiple time yet I haven't got any resolution,@307356 We cannot promise an early delivery. Request you to wait till delivery estimates. ^RW
787627,787629,@AmazonHelp Still no resolution provided...,@192713 I'm sorry for the experience. Could you kindly contact us here: https://t.co/vlvfJr4nN9? We'll sort it out right away. ^OS
1479692,1479682,@AmazonHelp it got no resolution to my issue,@441141 Please write back to the email sent by our team and we'll check and get back to you soon. ^VM
2226717,2226717,"@115833 really enjoying the 'Group' support for music, but it would seem odd to me that speakers can only be in one group at a time. Surely most users would want to have an 'upstairs' AND and 'everywhere', for example.",@172574 Have you just got the one echo David? https://t.co/QhQ4X8kmNs ^KM
1558047,1558047,"@AmazonHelp hi I am trying to set up multi-room music across my echo and dot but when I select one, the other becomes unavailable. Help?",@481569 Play the same song from multiple Echo devices by synchronizing them in the Alexa app! Learn how here:https://t.co/qe7RMjAO9N ^ZW
259413,259413,"Hey @115833 @AmazonHelp Your new Echo's can stream music in multi rooms, does this work on your older model as well?","@135448 Hey, great question! This should work if your model has the latest firmware update. More info: https://t.co/Bwzj1LIHYG ^FD"
1480160,1480160,@115821 why does selecting one #echo on the same wifi network disable the other when creating a multi room music group ? https://t.co/di1Eo3I4gi,@119906 Sorry to see this. Please reach out to us directly here: https://t.co/hApLpMlfHN and we can look into this. ^PK
1398504,1398505,@AmazonHelp It magically got enabled today. I can get multi room music now on all my Echo,@445085 That's amazing! ^HA
