golden_example_id,golden_intent,customer_message,rank,retrieval_score,retrieved_customer_text,retrieved_brand_response,retrieved_conversation_root,retrieved_customer_created_at
76,,Das war nix @124285. Der Fahrer ist gerade ohne Paket für mich da gewesen ☹️ @116316 https://t.co/Bn9PvtNT8j,1,28.93084878570397,"@AmazonHelp Okay, da kann ich es wieder umstellen, danke schon mal für den Tipp.

Englisch an sich ist für mich kein Problem, was mich halt nervt ist wirklich der scheinbar zufällige Wechsel der Sprache.",@148058 Versuch es sonst mal mit Cache und Cookies. Sollte nämlich nicht so sein. ^TG,142061,2017-11-24 13:13:20+00:00
77,,"@115850  a new fraud in making,,, Prime deliveries ,,, they charge for Prime subscription and see what they do when unable to fulfill delivery

Happening again n again https://t.co/GNuTS6FLdH",1,25.679505052257404,@AmazonHelp Same thing is happening with me again n again ur services r useless,@191266 I understand your concern. We'd like to help you. Please share your details and we'll get back to you. ^HD,315273,2017-10-09 17:01:31+00:00
78,,@119625 why you are not uploading Mr. Robot Season 3 on prime video ?,1,41.41254747818288,@119625 when are you releasing Mr. Robot season 3 ?,@348388 We do not have an announcement for season 3 yet. Kindly stay tuned to https://t.co/994EpRLnSJ for an update. ^KC,962508,2017-10-14 02:00:00+00:00
79,,@115821 @116935 #Alexia Can I shuffle music from a playlist I made on my echo? I know how to do it from the app.,1,30.635692259048586,@115833 how do I play my playlist on Saavn from my echo @122090,"@180621 We'll be happy to assist you, kindly connect with us here: https://t.co/vlvfJr4nN9 ^SG",1558022,2017-11-04 02:26:28+00:00
80,,"Hello @115821 Any problems with #intelcom? Delivery expected 26Nov, we are now the 28Nov, I tried to contact them no answer on the phone or by mail... My prime membership does not worth it's price now...",1,23.854381052641912,"@AmazonHelp Hello @AmazonHelp i got my order bt did not get any coupon or prime membership details, hw can i get this? prime membership nt yet activtd?","@359076 Have you reported it to our support team yet? If not, please do so using this link: https://t.co/vlvfJrlYEH for more help. ^RS",1010362,2017-11-06 05:27:26+00:00
81,,"¿Por qué mandan tanta basura de correo, tío @116875 ? Es increíble la cantidad de spam que he recibido de ustedes los últimos días. Ya Párenle, es demasiado molesto. #Amazon #Spam @AmazonHelp https://t.co/vKtrQkENfp",1,39.31307379537994,"@AmazonHelp @130687 Ya lo he recibido, despues de perder 2 días. Y encima un chasco porque lo que pedí no es exactamente como ponen las fotos... asi que ahora a devolver despues de tanta espera","@271094 Lamentamos mucho la situación, Koke. Recuerda que puedes enviar todos tus comentarios sobre lo sucedido en este enlace: https://t.co/R2bbtV09QK. También, puedes ver las opciones disponibles en tu caso aquí: https://t.co/q4bM5Hat4C. ^LG",703876,2017-11-23 18:55:58+00:00
82,,Not only have @115830 seemingly cancelled half my orders they've messed about what money they want to take so much I'm over my limit... thanks!,1,24.555137027270003,I'm done ordering from @116090. Over half my recent orders have had shipping problems and delays.,@420333 Release-Date Delivery was not available for this game. You can learn more here: https://t.co/ED8KMRILfZ AF,1283919,2017-10-26 17:52:17+00:00
83,,@111300 @116875 Sip tengo la suscripción de Amazon prime compre un vinyl y otro CD :3 ofertones por cierto,1,28.983213597918965,@AmazonHelp uno de ellos por un vendedor y otro por vosotros.,@177675 ¿Qué se te ha indicado en nuestro Soporte al Cliente? ^JQ,259357,2017-10-05 20:45:23+00:00
84,,"届いた荷物の箱を放置してると ほぼほぼ100%こうなる…
amazonでネコ買った！みたいにぴったりフィット😓 https://t.co/sAT6EYjIVX",1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
85,,"@120169 : yesterday your delivery person updated ""customer not available"" for courier 43437699594.  It is a cheating as no calls were made to the number given. Today, even after multiple calls to customer service since morning courier not delivered. I ordered thru @115821 .",1,32.55514208065568,@AmazonHelp Guaranteed delivery for 11 am on 9th Nov still not here. And your customer service team is clueless even after 5 calls,"@646509 Apologies, please fill this form: https://t.co/beaaDm0muc and we'll get back to you soon. ^SI",2211995,2017-11-10 05:04:21+00:00
86,,"@115850 My friend received an expired deo. Look at the rusted bottle neck! Thanks to your customer support, he has now been hassled to the maximum as he struggles to return it! @115851 Is this what @115821 stands for? #FakeAmazon https://t.co/pVJ8z4Zp6n",1,28.398879305714342,"@AmazonHelp Talked to the customer care person, he says return initiation has started but the experience has been horrible",@170968 Please share your details in the link given earlier by 'SH' and we'll be sure to help you further. ^ZH,318062,2017-10-07 17:57:46+00:00
87,,@AmazonHelp Please can you tell me where I can find a VAT invoice for an Amazon prime membership?,1,24.35263180123318,"@AmazonHelp I have tried these steps but I couldn't find invoice option there.
Can you please send me invoice through mail if I send you my Amazon account details.","@734907 Unfortunately, we wouldn't be able to access your account/order info here. Kindly reach us via https://t.co/CNHA4voaWH and we'll help you. ^VM",2595455,2017-11-17 03:36:25+00:00
88,,@115821 now includes a photo along with the delivery notification. Look! There’s my package. But wait. That is NOT my front door. #FAIL https://t.co/1ebdAi4kFE,1,23.975757599924847,"So @115821 - this is how your delivery person just brought a package. Some strange oil all over the box, my hands, my front door. Not sure what it is but it smells. BAD. https://t.co/ZuL9OhcP1R",@529827 Oh no! We'd like to look into this with you. Please reach us here: https://t.co/hApLpMlfHN ^AG,1760362,2017-11-07 23:36:50+00:00
89,,@132703 Llevo desde el lunes esperando un pedido Premium de @116928  y por vuestra incompetencia hoy Jueves aun no lo tengo. Soy de Elche y no me cogen el telefono,1,55.31603115180724,"@132703 mi pedido de @116928  tenia que haberme llegado el lunes antes de las 9 pm, llevo esperando dos dias y aun no ha llegado","@530951 Hola. Lamento el atraso. Dime, ¿el pedido fue gestionado por Amazon o por un vendedor desde nuestro sitio? ^CR",1765207,2017-11-07 20:55:25+00:00
90,,@115821 whats the point of paying for prime if it takes 5 days to deliver,1,32.25524091677191,Hey @115821 what’s the point of paying for prime if it still takes 4-5 days to get my stuff?,@734120 I'm sorry for any trouble! Have we missed a delivery date provided in your order confirmation email? We'd like to help! ^BL,2592148,2017-11-17 01:49:37+00:00
91,,"クリスマスプレゼントにAmazonファイヤーTVスティック買ってもらた＼(^o^)／←早
YouTube見れるし(*´д`*)ﾊｧﾊｧ
GYAO!もインストールしたよねえ♡もちろんKinKi見るよねえ♡めっちゃれべるあがった＼(^o^)／うれしい(*´д`*)ﾊｧﾊｧ https://t.co/MVZ3dHKE1h",1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
92,,23h13 : peut-être que le livreur c'est fait une petite bouffe avant de reprendre le boulot @120533 https://t.co/kFMPhYQzEE,1,32.28883669504661,@AmazonHelp C'est bien parce que le livreur se fait petit (Salut @120534) que je vous contacte.,"@170310 Comme suggéré, je vous invite à signaler le retard à notre SAV. ^SM",1478865,2017-11-03 09:25:17+00:00
93,,Second TV attempted to be delivered and Second TV to do a vanishing act. Come on @115830 - we would like our TV now please. Something very fishy about all this...,1,33.94265127061512,@115830. Second TV in a row that was delivered with a smashed screen!! Not impressed and very pissed off. JG Castaigne,@519863 I'm so sorry you've received two damaged TVs! Please contact us here so we can look into options: https://t.co/k3wEJgMYYP ^MB,1716765,2017-10-28 23:18:21+00:00
94,,"@120533 bjr, je souhaiterais faire jouer la garantie du doudou chant ourson n° de commande 404-7236011-2098702. Comment faire? VTech explique que c'est à Amazon de faire jouer la garantie",1,46.406150548101984,@AmazonHelp je vois pas comment faire à partir de la page de l'article en fait,"@475467 Vous pouvez contacter notre SAV via le lien suivant : https://t.co/qzuu0dgDXz
^MD",1532981,2017-11-03 20:53:05+00:00
95,,@115850 why is there this line on the new book I just received? I like my books neat and clean. https://t.co/UQkIpzWOTe,1,23.139802384306282,Books mention other books all the time. Why can’t I highlight a book title in a book on my Kindle and buy it on Amazon? This seems obvious. @117634,"@783241 Oh, we completely agree! You can highlight in your Kindle following these steps: https://t.co/QicVT5QJp1 or do you specifically mean hyperlinking straight to the Amazon store? ^BE",2808434,2017-11-22 04:39:48+00:00
96,,"@115850 Account locked for doing US seller transaction using amazon pay. Multiple mail/call, still no response from your side. Please check it",1,25.54772874659069,"@AmazonHelp Can't login it says Account locked

Your account has been locked for security purposes. Please check your email for instructions on how to unlock your account.",@698685 We'd like to look into this with you. Please choose to skip log in at the bottom of the page and leave us your details here: https://t.co/5dINh2SzfF ^MH,2435007,2017-11-19 20:07:14+00:00
97,,"Recibo una media de quince paquetes mensuales de @116928 y LOS ÚNICOS que siempre entregan con retraso, son @135806 @137605",1,34.855777953903065,"@AmazonHelp No, hace tiempo compre a bellamy de the1pp mismo y son los únicos que tengo de momento hasta que pueda comprar el resto de the100❤😍","@216864 ¡Aaah, que emoción, tienes a Bellamy, es uno de mis favoritos de la serie! 😍 ¿Cuál es tu personaje favorito? ❤ ^DA",428277,2017-10-10 13:57:31+00:00
98,,@115850 i cannot call the coustomer care as they are saying that we couldn't find your order and call gets disconnected. Actually this is my 3rd tweet and no one is responding!! Very disappointed from amazon coustomer care @AmazonHelp,1,43.934607260150564,@115850 your coustomer care executive instead of giving proper sol they are saying that they will disconnect my call.is this how you treat,@191577 I'm sorry for the trouble you've faced. Kindly drop in your details here: https://t.co/beaaDm0muc &amp; I'll reach out to you. ^EM,318414,2017-10-07 08:00:04+00:00
99,,"@AmazonHelp hi, order says delivered but order has not been delivered - so where is it??",1,27.739212047516013,@AmazonHelp Your Amazon.in order #6954724 has been delivered. Wondering where is the order has been delivered to. Check where is it?,"@184344 I'm sorry about the situation. We'd like to check this, kindly connect with us here: https://t.co/vlvfJr4nN9? ^RB",286845,2017-10-06 14:24:16+00:00
100,,"I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife.
@115833 #echo #alexa",1,45.250106691037956,@AmazonHelp It magically got enabled today. I can get multi room music now on all my Echo,@445085 That's amazing! ^HA,1398505,2017-10-29 13:46:35+00:00
101,,"@120534 Et @120533 arrêtez vite d’utiliser ces cancrignolles de Colis Privé comme livreurs, ça ne s’est jamais bien passé",1,35.51002575856462,"Colis Privé c’est vraiment un fléau @120533 arrêtez de traiter avec eux, et dites moi où est passé mon colis au passage @amazonhelp","@477581 Bonsoir, avez-vous une commande en retard actuellement ? Que dit le suivi de votre colis ? ^MH",1541002,2017-11-03 22:35:08+00:00
102,,What is the purpose of specifying a commercial address if @115830 will respond by telling you they deliver until 9pm ARE YOU GUYS REALLY THAT STUPID?,1,26.037318881226096,@115850 what is the purpose of getting prime when you can't deliver next day despite an office address was given?,"@665309 That's certainly not what we thrive to deliver. Kindly elaborate your concern, we would like to help you. ^CB",2290330,2017-11-10 11:45:36+00:00
103,,@115850 Hello Guys I need to buy Moto g5s plus before one  hour I was able exchange my old phone but now that option is not available. Pls check and revert me asap.,1,36.39223176642984,@AmazonHelp I want moto g5s plus exchange with moto g5 plus but i m in kolkata,"@774352 I get your concern. As mentioned earlier availability of Exchange Offer for a product depends on several factors including delivery location and availability of Buyback partners for that location. However, you may try placing the order using different pin codes. ^MN",2769755,2017-11-21 12:58:27+00:00
104,,#AmazonRechargesQuiz  @Amazonhelp where is a winner list today Dec 1st,1,24.771259854076433,@AmazonHelp Today 31 October Where The Winner List For #MaggiNutriQuiz And Other Contest,"@750619 You can find it here: https://t.co/HT3nO9sqU2
and please let us know the other contest name to help you with. ^RW",2663714,2017-10-31 07:29:52+00:00
105,,@115830 @AmazonHelp Your Customer Service is shocking! Not what i expect from a big company like you!,1,24.112516769896857,Best customer service from any company I've ever experienced! Thank you! @AmazonHelp @115821,@445392 You are very welcome! Thanks so much for your feedback! Your comments are greatly appreciated! ^NN,2497116,2017-10-30 00:10:56+00:00
106,,"Aujourd'hui, j'ai eu une camionnette de livraison rien que pour moi. Et le pire ? J'ai la même chose demain. @120533 😍😘 https://t.co/iUnLTNKUsP",1,47.30347349366345,@AmazonHelp tnt uk. j'ai mis livraison le soir même j'ai rien reçu est ce que je peux etre rembourser de la livraison ?,"@177958 Contactez s'il vous plaît notre service client pour qu'ils vous aident via https://t.co/hgIrz98cdI
^YL",260373,2017-10-06 05:39:24+00:00
107,,@115821 @115817 keeps sending me in circles!! Not a good look! I just want my items or a refund!,1,19.612528554846865,@AmazonHelp Been in touch with all 3 companies who keep sending me round in circles. Just want what I ordered or my money back!,"@526199 I'm sorry for the run around. When you did reach out to the seller, what was advised? We'd love to help! ^MH",1745022,2017-11-07 15:15:38+00:00
108,,@115821 Gotta love that I pay for Prime and choose 2 day shipping for you to use a shipping method that's gonna take 5 days.,1,39.36080820096458,"Gotta say, @115821 I’m a bit disappointed that a two day shipping preorder is gonna take six days.",@736897 Can I ask what was the original estimated delivery date given to you on the confirmation email when you placed this order? ^GA,2604224,2017-11-17 09:28:04+00:00
109,,@AmazonHelp Mais c’est une blague la? Je vous fournis un RIB sa suffit pas ? https://t.co/fAddvA0vwN,1,36.463634914317026,C’est une blague @120533 ? https://t.co/Wdw6d6hqrG,"@463073 Bonsoir, désolée pour cela, avez-vous reçu un émail vous expliquant la raison de ce retard je vous prie ? 
^KE",1477542,2017-11-02 23:04:59+00:00
110,,@115850 I see that you regularly post quizzes on your app but never reveal the winners anywhere. It would be good if you publish the winners list with their names and masked phone number so that we can believe it's indeed true. Hope u consider my suggestion,1,39.28387535706844,@115850 But you never declare the winners in App why??,@219377 Winners of the contest will be declared on Twitter and Facebook. ^SH,439660,2017-10-11 10:20:43+00:00
111,,"So, @115821 ""forgot"" my order so when I went to the pickup location I was told that it would be here tomorrow. #cmonman",1,22.185172422089217,@AmazonHelp Also called today and was told it should be here by 5pm today. But nothing. Now being told tomorrow.,@377477 Do you see an updated status with your tracking information? ^DD,1091278,2017-10-23 23:30:04+00:00
112,,"@120533 bjr, j ai commandé une paire de basket en 41 fr. reçu du 42 brésilien...impossible de faire l'échange en ligne. Impossible de vous contacter...
De pire en pire.... mécontentement qd tu nous tiens....",1,42.79333145366098,@115821 Impossible ou presque de vendre des livres anciens sur Amazon qui exige une demande de dérogation pour chaque livre d'avant 1980 (date de l'invention de l'ISBN). Obligation de passer chez un autre opérateur de vente en ligne.,"@621526 Bjr, navrée pour cela, je vous invite à contacter notre support vendeur pour plus de détails via: https://t.co/IYu7C5fEmj .^ASZ",2105800,2017-11-08 13:14:05+00:00
113,,@116928 ¿Simplemente un producto duplicado en Amazon? El primero se vendió en Cyber Monday por 139.99€ y no sé está enviando por falta de stock... Pero... ahí lo tienen a continuación con stock y envío en 1 día. ¿Tomadura de pelo? https://t.co/cc0FWw93Zk,1,57.212106687109795,"@AmazonHelp Y por otro lado he comprado un producto en preventa con prime que aún no se le conoce fecha de entrega, pero que puedo comprar en stock...",@391227 ¿A la hora de comprar el articulo verificaste si el producto estaba disponible en el momento? ^MB,1152618,2017-10-25 12:47:01+00:00
114,,"Great, Amazon order is showing as delivered ""handed to resident"" at 11.57. They weren't so where are my items @115830",1,26.74240545927556,"@115830 It appears you have delivered my parcel to someone else. Order status is marked as ""handed to resident"" when it was not handed to resident at all.","@678408 I'm sorry to hear of the missed delivery, Jason! Please try the tips listed here to recover it: https://t.co/uo586yg1Kj. Let us know if that helps! ^CS",2346280,2017-11-13 15:57:42+00:00
115,,"@AmazonHelp  your customer support team prove this all power in your hand and customer is helpless, is there any place or athuority where i can complain your bad customer service",1,36.02809541375938,@115821 where is your customer service number??? 😩😤😡,"@197063 We're here to help, if we can, or you can reach us best by phone or chat here: https://t.co/EKXRLsnxJu ^AM",339476,2017-10-07 23:29:44+00:00
116,,Euh... @120533 vous êtes bien gentil mais je ne pense pas que en 2100 vous serez encore présent pour sortir la Saison 1 de cette récente série 😂 https://t.co/rUN6xB9JLX,1,44.84753454349188,@AmazonHelp Comme je vous l’ai dit je ne vais pas me prendre la tête pour 5€ mais il serait bien de vérifier la conformité des produits que vous envoyez,@452964 L'info sera remontée. Merci pour votre compréhension. ^MH,1434064,2017-11-02 22:25:22+00:00
117,,"https://t.co/RcRrQvfeIa
@115850 when will these magazines be available again?",1,24.050565126009914,"@AmazonHelp Hi, when will the reputation magazines be available again to order from the UK site? https://t.co/CMx0q54dsG","@498074 Currently we don't have any further info on this product. Please keep checking back on the site for more info, Eleasha! ^CN",1626627,2017-11-05 18:45:01+00:00
118,,"@AmazonHelp I ordered 8 DVDs, your Kentucky fulfillment center threw them into a 13x18"" envelope instead of a box to let them get bounced around and crushed on the way. I got an envelope full of plastic chunks and loose discs. Online and telephone customer service was useless. 😡",1,43.18011584369438,"Disappointed in @115821 shipped my book with some picture hooks I ordered and just threw them into the envelope too, damaging the book. https://t.co/XFEAZB2hQB",@213789 I'm sorry to see the book arrived like this! Please check here for avail return/replacement options: https://t.co/WNGlIKdXS4 ^BH,413998,2017-10-10 01:10:32+00:00
119,,@115821 SUPER UPSET WITH THE SERVICE AS A PRIME MEMBER. LOSING FAITH IN THIS COMPANY. WAS OFFERED A LOW BALL GIFT CARD FOR APPEASEMENT WHEN I HAVEN'T STILL RECEIVED MY TV AFTER ORDERING FOR THE 2ND TIME,1,28.166154912878802,"For the first time i lost faith in you after seeing the false pricing. Regret of renewing Prime subscrptn for d 2nd consecutive yr
@115850 https://t.co/En3Lqh87MD","@290983 I'm sorry, could you please elaborate on your concern. We'd like to look into it. ^HD",714770,2017-10-10 23:24:29+00:00
120,,"@115850 not sure why Alexa skills for logitech harmony, bond, broadlink - all home control apps are blocked in India. It's very frustrating to buy am Alexa and then find out that I got 5% of the features that we have been dreaming of. #AlexaDiaappoints",1,33.950869181448965,@AmazonHelp thanks. we are not able to link Alexa to Broadlink RM Pro device so that we can control different appliances like TV or AC. for that internet proposes many complicated options. best is amazon release that skill to everyone.,"@145394 Thousands of Indian &amp; global developers are bringing more than 10,000 skills to customers in India. Further, I'll be sure to pass your feedback to the concerned team internally. ^SG",694396,2017-11-23 15:32:09+00:00
121,,@115830 your listing showed the item on the left and promised “no wires” what I got was on the right and they want to deduct postage from the refund. Very unimpressed. https://t.co/BS67hqN3yr,1,27.585068092377895,"@115850 
If you cannot deliver the item which was ordered take it off from the list.On left is what I received &amp; on right what I ordered https://t.co/mdnzRo6pka",@205900 I'm sorry for the incorrect item that is delivered to you. Call us here: https://t.co/vlvfJr4nN9 &amp; we'll get this sorted. ^MJ,378822,2017-10-09 04:57:13+00:00
122,,@115821 stop advertising items as same-day delivery if you cannot make good on that,1,20.35256696884085,@AmazonHelp Hi! Another set of Amazon same-day delivery boxes thrown on the ground. Please stop doing that :( https://t.co/jhnPOKqSW7,@186325 Thanks for reaching out. Can you confirm for me the carrier that delivered your order this way: https://t.co/q4LAMZ3tbE? ^GG,309203,2017-10-07 01:21:01+00:00
123,,Bought some new sheets on @115821. Yay for me that they came pre-used and repackaged with someone else's hair! #barf https://t.co/kHezB8LjiU,1,20.826929957708423,@AmazonHelp That they deal with me to schedule a pick up from someone else's home in a different continent with an 8 hour time difference,"@182358 If possible, can you link us to the seller's storefront? We'd like to take a closer look at their return information/policy.^EP",277839,2017-10-08 02:23:54+00:00
124,,"@117086 Quando a Amazon passará a vender produtos de tecnologia, cozinha, etc. Sem ser por terceiros?",1,32.69077121916565,@117086 Quando vcs vão vender produtos de decoração iguais dos EUA??? 🙏🙏🙏,@400543 Oi TiTi. No momento não temos informações. Fique de olho no nosso site para novidades. ^JJ,1193951,2017-10-18 02:13:16+00:00
125,,Y otro día más q @116928 m toma el pelo y no me entrega un paquete prioritario. Xo eh q me aseguran q mañana si. Menuda burla de servicio,1,51.98433852031539,"@130687 Este es el servicio q da @80 ? @116928 , me reitero no quiero un paquete más con Seur","@451070 Nessa, lamento lo sucedido. ¿Has podido reportar lo sucedido con nuestro Soporte al Cliente? ^LG",1442512,2017-10-17 16:20:32+00:00
126,,@115850 requested for a replacement of an order after I received the used item. Instead I was asked to send the item to given address even though I've asked for alternate pickup address. Item being a power bank cannot be sent through post.,1,31.97947509718702,"@AmazonHelp sent an item back nearly two months ago, still haven’t received a refund even though I had a notification saying you received the item back. What should I do?","@756889 I'm sorry you haven't received your refund. We don't have access to your account via Twitter, but we'd like to help! Please reach out to us here: https://t.co/hApLpMlfHN ^ZW",2692708,2017-11-19 16:45:54+00:00
127,,Bon je le sens mal cette livraison @120533 :( Appel du livreur limite insistant et autoritaire pour que je descende récupérer mon colis alors que je ne suis pas chez moi. Me propose de le laisser à un voisin : Non (je ne connais pas encore assez mes voisins pour cela),1,80.3264464105073,"@AmazonHelp Non pas encore car je ne suis pas chez moi, et le livreur m'a contacté dans l'après-midi pour m'informer de la situation.","@153394 N'ayant pas accès à votre compte client, je vous invite à joindre notre service client par téléphone (appel gratuit depuis un poste fixe), chat ou par mail depuis le lien suivant : https://t.co/qzuu0dgDXz. ^ASZ",161965,2017-11-24 19:13:47+00:00
128,,@115821 if my package doesn’t arrive today do i get refunded for my one day shipping?,1,23.879154452571314,@115821 What do I do if Amazon tracking says my package will arrive today but the UPS Tracking says day after tomorrow,@275655 Thanks for contacting us on Twitter. Please let us know if your order misses the delivery date and time stated here: https://t.co/q4LAMZ3tbE ^GG,654348,2017-11-22 22:07:17+00:00
129,,Truth always bitter @115850 @AmazonHelp #TrumenLabs #FinnCosmaceuticals #Beardoil #Amazon #Amazonindia https://t.co/yusD742rjY You don't have the freedom to speak what is right. https://t.co/PnWpgqtcW0,1,21.042691491575027,What is the truth 🤔 @AmazonHelp @133929 https://t.co/jnTDlLc0EY,@186978 Sorry to see this - please contact us so we can confirm that status:  https://t.co/hApLpMlfHN  ^TD,845320,2017-10-13 12:18:03+00:00
130,,Hice una compra muy precipitada en @116875 😅,1,24.44231742530436,Otra muy buena compra en @115821 https://t.co/RYFqnG14xF,"@326605 Woow excelente también necesito una 🙊, cuéntanos ¿para que la vas a utilizar? ^MB",870095,2017-10-13 15:35:46+00:00
131,,@AmazonHelp J’envoie des mails au service client qui me répond à chaque fois un message pré-défini qui n’a rien à voir avec ce que je leur ai dit. Ça fait 2 jours que ça dure je vais commencer à m’énerver je pense.,1,79.14899875030095,"@AmazonHelp Je vais faire un retour comme je fait à chaque fois que ça arrive, heureusement que le sav d'Amazon est un des meilleurs au monde 👍.","@744630 Je vous remercie pour votre compréhension, j'espère que vous serez toujours satisfait de notre service client. ^BR",2638417,2017-11-17 21:07:16+00:00
132,,@115821 is getting an email from   “ __email__ “ telling me my order hasn’t been shipped because i need to fax credit card information and the billing adress legit or a scam ?,1,30.94946957651511,@AmazonHelp I think it lands me to US page and give me error message “ enter correct password “,"@759893 I understand your concern, try logging in from this link here: https://t.co/BLcoNvAa6e ^GM",2705698,2017-11-19 23:23:02+00:00
133,,"@AmazonHelp Ha. Un mois avant la fin de 2017, je viens d'arriver à 100 commandes cette année.

ça fait quand même beaucoup... Mon banquier va finir par me convoquer un jour tss... https://t.co/u6aPGtNm99",1,39.83799022809114,"@AmazonHelp Non vous êtes rapides mais quand même 🤣
Je viens de commander à l'instant mais ça va arriver rapidement !",@669574 😂 Ah c'est bien alors. Moi j'ai craqué pour la figurine de Jack Sparrow. ^MD,2308328,2017-10-19 21:34:53+00:00
134,,"Hi @115830 - I waited in all day for 3 parcels which your emails said would be delivered today, but no sign. Not a happy 🐰 #WasteOfADay",1,30.56770232051948,"@115830 waited in all day for this to be delivered and it arrived damaged , not a happy @215630 fan https://t.co/pWyC8KH5zM","@646825 I'm so sorry it arrived like that! If you would like to start a return, visit us here: https://t.co/lNkqCLC8D2 ^TK",2213209,2017-10-19 15:00:14+00:00
135,,@242291 @AmazonHelp @115830 I have requested on 21 and so far no discount has been made and I have not been charged. I do not want to cancel the order. I want to ship to Saudi Arabia,1,33.92916785597999,@115850 hello do u deliver books to SAUDI Arabia if ordered?,"@523490 Wish we could do that.Unfortunately, we don't ship the products outside India. You may prefer https://t.co/nUUp5MLhYl for it^NK",1733168,2017-11-07 12:56:38+00:00
136,,"@AmazonHelp your service over the phone and through the internet does not work. Useless, completely useless. I would very much like to speak to some one at your head office. Please provide me with contact details to be able to do this",1,33.30210226272347,This the service your going to do with customers @115850  @115821 total head acche.....😈😈😈😈😈😈😈😈😈,@386606 We've responded to your concern here: https://t.co/cZWlfO6aHt. ^HA,1132100,2017-10-24 12:03:11+00:00
137,,"@AmazonHelp On amazon album page, I'm prompted to buy music I have already bought and is in my order history. No download button anywhere. Just want to access my music without having to use broken amazon music app. 2/2",1,45.22738652420228,"@115850 when will you launch a separate Amazon music app in India? I like Amazon music on Echo Dot, but not easy to use without app.","@161011 I get your excitement, Sudhir. Please stay tuned to our website. Further, I'll share your comments with internal teams. ^SV",1539889,2017-11-04 02:06:04+00:00
138,,Anyone care to have a wild stab in the dark as to who’s 2 days late with a pre order.....go on ....I dare you....😡😡,1,19.719890649691017,What the fuck is going on in the wild world of the internet? Is Amazon down for anyone else?,@197810 Are you trying to access https://t.co/nUUp5MLhYl or Amazon.in? Do let us know. We'll troubleshoot accordingly. ^OS,343799,2017-11-07 15:01:32+00:00
139,,"@AmazonHelp Ademas de que era el regalo de cumpleaños de mi padre, y ahora pues sirve de bien poco que lo envien, ya que el no esta.",1,63.23658807554989,@AmazonHelp El problema añadido es que era el regalo de cumpleaños de uno de mis hijos y no hay tiempo (ganas) de pedirlo de nuevo. Seria el 3er pedido,"@174537 Sergio, te recomendamos contactar a nuestros compañeros de Servicio al cliente para verificar la posibles soluciones. ^HC",246464,2017-10-05 15:41:27+00:00
140,,"@115821 probably stop offering 1-day delivery to Ottawa as long as you're using Intelcom.  They suck, set expectations and then fail miserably.",1,24.176331867327388,@115821 please stop using @3375 they are horrible and constantly fail to deliver packages on time!!,"@726331 I'm sorry to hear this. Without posting account information, are you currently having trouble with an order? Can you tell us more about it? ^LI",2558552,2017-11-16 16:46:06+00:00
141,,@115821 You learned of this potential delay... The day after it was scheduled to be delivered??? https://t.co/pWg6bjI3bq,1,17.8867019192922,@115821  never got my package even though it said it was delivered??? https://t.co/9LihnJ7pBs,@568670 Oh no! So sorry. Missing packages usually show up within 24 hours- we also have some tips here: https://t.co/KX1hFdOQbI ^BL,1908914,2017-10-29 01:29:19+00:00
142,,"@11068 Really pathetic customer service and overall experience. These guys gave a card that got expired and still some idiot @115850 was able to successfully do a auto transaction using this expired card, And now i'm chasing both to get things resolved Wow what a world",1,33.19688895617315,@AmazonHelp Bcz of you guys I lost 1K and card expired and product not delivered. Appreciate your customer service. @115821,@215880 I'm sorry for the inconvenience. Kindly share your details here: https://t.co/GhwtlSz6EI I'll look into 1/2 ^SH,1881167,2017-11-08 05:17:47+00:00
143,,"@AmazonHelp  Hi, I ordered from ur website but I couldn’t find it in my orders.. I only find it in canceled orders! 🤔 https://t.co/Ja4JBDN5mj",1,29.752100016291564,@AmazonHelp u can find detail on website so find it from it,"@412878 Sorry for the trouble, we're unable to access your account details on Twitter. Kindly share your details on the link above. ^PS",1248316,2017-10-26 07:25:32+00:00
144,,"Ho flirtatto 1 ora con un operatore #amazon Manuel Pincopallino per un cavo boh maschio femmina ♀, non c ho capito una mazza...

ci siamo cmq capiti!

richiamo?",1,47.108832087313644,@AmazonHelp buongiorno io ho avuto un problema con il mio account questa sera.. però non ci ho capito molto... quindi cerco qualcuno che possa aiutarmi,@686472 Buongiorno a te! Che tipo di problema hai riscontrato? ^CS,2380846,2017-11-14 04:24:01+00:00
145,,"@115821 this is ridiculous...i specified that this order was a gift too....and a ""replacement"" would cost me more since one of the items was a part of a lightning deal... https://t.co/1DMCnoPuON",1,29.28350772230342,@AmazonHelp This was a gift,@289927 I'm sorry for the incorrect link. Please contact us with this link to explore options: https://t.co/hApLpMlfHN ^JF,1402162,2017-10-28 20:30:18+00:00
