golden_example_id,rank,query,customer_tweet_id,conversation_root,historical_customer_text,brand_response,bm25_score
31,1,"ACORDEI E 2 MINUTOS DEPOIS CHEGARAM OS MEUS LIVROS! 
OBRIGADA @117086",2781898,2781898,CHEGARAM TODOS OS MEUS LIVROS DA @117086 !!! https://t.co/kvRFeXMzI0,"@776885 Olá Roberto! 😱Ficamos felizes demais de saber que você já recebeu o seu pedido!🎉🎉🎉 Conta para gente, qual deles vai ler primeiro? ^HC https://t.co/qeNeONkLti",34.72322436065432
31,2,"ACORDEI E 2 MINUTOS DEPOIS CHEGARAM OS MEUS LIVROS! 
OBRIGADA @117086",751294,751294,"Vei, cadê os meus livros que não chegaram até hoje? @117086",@299568 Olá! Qual é a data de entrega do seu pedido? ^JJ,32.64065221086632
31,3,"ACORDEI E 2 MINUTOS DEPOIS CHEGARAM OS MEUS LIVROS! 
OBRIGADA @117086",619919,619919,"já chegaram meus livros que eu comprei na semana da black friday, obrigada @117086 por ser a melhor loja online para comprar livros &lt;3","@267145 Eita! Que maravilhoso, quais livros você comprou? 🙊💕 ^VL",24.77335821084426
31,4,"ACORDEI E 2 MINUTOS DEPOIS CHEGARAM OS MEUS LIVROS! 
OBRIGADA @117086",1155109,1155109,Livros! Livros! Livros... 📚😍❤ @117086 https://t.co/U3taz8Cjtk,"@391733 Opa, Ed, você aproveitou muito 🙌 Qual desses livros vai ler primeiro? ^LG",23.810805658750912
31,5,"ACORDEI E 2 MINUTOS DEPOIS CHEGARAM OS MEUS LIVROS! 
OBRIGADA @117086",844116,844097,@117086 E os Alexa?,"@599873 Oi Zuko, continue de olho no site. Assim que tivermos mais detalhes serão anunciados lá 😉 ^LG",23.685601554424068
32,1,@115830 Thank you for the best experience with your online help team. Excellent service and they sorted the issues I had 👍🏼🎉,2269138,2269143,@AmazonHelp All sorted thank you for the help,"@660326 Anytime, Chris! Let us know if we can ever assist! ^AB",26.18261122114518
32,2,@115830 Thank you for the best experience with your online help team. Excellent service and they sorted the issues I had 👍🏼🎉,2436386,2436387,@AmazonHelp Thank you! All sorted out. Excellent customer service all round 👍🏻,@698988 Great to hear! Reach back out if you ever need us. We're here for you! ^AN,25.37830414317963
32,3,@115830 Thank you for the best experience with your online help team. Excellent service and they sorted the issues I had 👍🏼🎉,1127134,1127137,@AmazonHelp Thank you for your help - should be sorted now.,@385759 You're welcome! ^AX,24.526594844691097
32,4,@115830 Thank you for the best experience with your online help team. Excellent service and they sorted the issues I had 👍🏼🎉,246408,246409,@AmazonHelp I had conversation with the Amazon team. They were rude and not agreed to help me,"@171151 Apologies for the bad experience, we'd like to sort this out, could you confirm if you've shared the details? ^MS",23.819823967824053
32,5,@115830 Thank you for the best experience with your online help team. Excellent service and they sorted the issues I had 👍🏼🎉,720747,720747,Must admit @115850 customer care service is excellent with almost zero waiting time and dedicated team. Convey my compliment to the team.,"@292501 We always try our best to resolve the customer concerns, Bharat. We appreciate your feedback! Thank you! ^HD",23.749505029273074
33,1,"AE MEU @117634 finalmente chegou, apaixonado demais.

@115821 @117086 https://t.co/xz6foHGT02",109791,109786,@117086 Euuuuuu finalmente comprei meu Kindle!!!!! 💖,"@143929 Olá, Anna! Ótimo, você já sabe qual conteúdo digital vai ler assim que receber o dispositivo?. ❤️💚💛 ^NB",26.398717487777116
33,2,"AE MEU @117634 finalmente chegou, apaixonado demais.

@115821 @117086 https://t.co/xz6foHGT02",169610,169610,"Meu kindle que comprei ontem já chegou, to morta! Haha arrasou @117086","@155497 Ebaa 🙌 O seu melhor amigo chegou, Tais! Já você começou a leitura? ^LG",24.370486398389772
33,3,"AE MEU @117634 finalmente chegou, apaixonado demais.

@115821 @117086 https://t.co/xz6foHGT02",2783240,2783240,FINALMENTE @117086 !!!!! https://t.co/zm9N5z95Bh,@766783 Corre logo para o Site e aproveita! 🙊☺️ ^VL,20.186243750691467
33,4,"AE MEU @117634 finalmente chegou, apaixonado demais.

@115821 @117086 https://t.co/xz6foHGT02",1614109,1614109,Eba! Atendimento @181888 da @117086 foi incrível. Finalmente entenderam e vão resolver meu problema! Amo! #autor #escritor #meuslivros,"@495131 Conte conosco sempre que precisar, Fabricio. ^LG",19.20141307222601
33,5,"AE MEU @117634 finalmente chegou, apaixonado demais.

@115821 @117086 https://t.co/xz6foHGT02",1919841,1919838,@117086 Yeeeeeeeeei amei ♥♥♥♥♥♥♥ finalmente #AmazonBr,"@571559 Bom demais, né! ❤✨ ^DA",18.76199323541873
34,1,Cómo pude vivir tanto tiempo sin @116875 prime? No lo entiendo.,2490579,2490579,Yo tampoco puedo vivir sin @116875 😍😍 https://t.co/9jVBiRxUWt,"@711134 Hola Erik, nosotros somos felices contigo 😘. Cuéntanos, ¿qué hemos hecho para recibir tanto amor? ❤️ ^AZ https://t.co/skEphMRDIB",27.772754666593475
34,2,Cómo pude vivir tanto tiempo sin @116875 prime? No lo entiendo.,2269155,2269157,"@AmazonHelp Desde https://t.co/LaDU7Q452l Lo necesito, de verdad!!!! No puedo vivir sin el....","@660328 Entiendo Vanessa, por favor reporta lo sucedido con nuestro Servicio al Cliente mediante el siguiente enlace: https://t.co/OjvUxwnzPe. ^AZ",27.12093222144303
34,3,Cómo pude vivir tanto tiempo sin @116875 prime? No lo entiendo.,1438574,1438578,@AmazonHelp ... y tampoco. No lo entiendo.,"@453862 Lamento el inconveniente Juan, ¿podrías informarme si tienes algún pedido pendiente de entrega? ^AZ",24.22819180501778
34,4,Cómo pude vivir tanto tiempo sin @116875 prime? No lo entiendo.,246489,246489,Ya tenía la RAM y el SSD en mi wishlist de @116875 pero bajaron los precios tanto que no pude evitar comprarlos https://t.co/qTB5poylag,"@174544 Nos alegra saber que aprovechaste y compraste lo que necesitabas, Maw 🤗 Esperamos que lo recibas pronto. ^LG",20.779891900953384
34,5,Cómo pude vivir tanto tiempo sin @116875 prime? No lo entiendo.,2104337,2104329,"@AmazonHelp lo pedi anoche y hoy temprano ya estaba enviado, no me dio tiempo ni de pensar, esta bien, perp no pude revisar al final",@308433 Puedes contactar con nuestro Servicio al Cliente para verificar más opciones disponibles: https://t.co/OjvUxwnzPe . ^MB,20.24314222612588
35,1,"@117795 Hello we do not have dutch subtitles on downtown abbey season 6 episode 3, can you help please.",1089202,1089202,@119625 Can we expect eng subtitles for #DowntownAbbey Season 1?,@376962 We've forwarded your concern to the internal team to get it reviewed. ^PS,25.190923680144458
35,2,"@117795 Hello we do not have dutch subtitles on downtown abbey season 6 episode 3, can you help please.",916983,916983,@119625 @AmazonHelp No English subtitles on the Baker and the beauty from episode 8 season 1. Please check.,@337703 Thank you for flagging. We'll get it reviewed. ^NS,22.339185004096127
35,3,"@117795 Hello we do not have dutch subtitles on downtown abbey season 6 episode 3, can you help please.",1643388,1643388,@117795 you need to edit synopsis on season 1 episode 12 of six feet under. I mean really miss spellings? Confront not confont.,@502273 Thank you for bringing this to our attention! I've escalated this to our Amazon Video team for review. ^DW,21.72209457380585
35,4,"@117795 Hello we do not have dutch subtitles on downtown abbey season 6 episode 3, can you help please.",2320470,2320470,"@119625, @15654 season - 3, please?",@672511 We'll continue to add new content. Keep checking https://t.co/FYM9PIZOR8 where we highlight the latest movies and TV shows we have available. ^PJ,20.659783931872045
35,5,"@117795 Hello we do not have dutch subtitles on downtown abbey season 6 episode 3, can you help please.",311027,311027,@AmazonHelp tryin’ to watch episode 3 season 2 of the wire. No sound. PS4. Fix that please.,"@190280 I'm sorry for the trouble! Have you tried restarting your PS4, as silly as it sounds: https://t.co/KbD2gswf77? ^DW",20.5910775119888
36,1,@AmazonHelp I have a huge complaint to make... can I be provided with an email address to do so? Thanks,149181,149186,@AmazonHelp I have deleted it unfortunately. Can u send me a complaint email address pease,@149987 You can send an e-mail here: https://t.co/JzP7hlA23B. ^WJ,26.458695435295798
36,2,@AmazonHelp I have a huge complaint to make... can I be provided with an email address to do so? Thanks,815478,815479,"@AmazonHelp So basically, I just want an email address or a postal address that I can submit a formal complaint to, please.","@314199 Sorry to hear about this, you can reach us here https://t.co/JzP7hlA23B and we'll forward your complaint for you ^MI",26.244509179000282
36,3,@AmazonHelp I have a huge complaint to make... can I be provided with an email address to do so? Thanks,1457278,1457279,"@AmazonHelp Yes, but there's no link to send an email. Do you have an email address I can use?","@458238 Once you sign in through the link and select your issue, you should be given the options for chat, phone and email. 😊 ^JD",25.853055675744095
36,4,@AmazonHelp I have a huge complaint to make... can I be provided with an email address to do so? Thanks,2622462,2622465,@AmazonHelp Do you have a dedicated complaint email address outside of the site please,"@740901 The best place to leave any order feedback would be at the link provided by ^NM. By using the link, we can ensure the feedback is escalated to the appropriate team for you. ^TH",25.60326575478099
36,5,@AmazonHelp I have a huge complaint to make... can I be provided with an email address to do so? Thanks,2530488,2530488,@AmazonHelp do you have an email address to lodge formal complaints?,@404782 You can lodge a complaint through emailing here: https://t.co/JzP7hlA23B. ^MC,25.200285159443148
37,1,"Hey @115821 @AmazonHelp I ordered these https://t.co/ZvfV12VeeX  and I got 11 not 12, fix it",2474960,2474960,"@115821 @AmazonHelp Not yet received the refund. Ordered on Oct 12, 2017 (404-6551265-9923510)","@707559 Apologies for delay with refund. We'd like to help you. Please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^RI",22.95591040955269
37,2,"Hey @115821 @AmazonHelp I ordered these https://t.co/ZvfV12VeeX  and I got 11 not 12, fix it",1750495,1750495,@115821 @AmazonHelp hey i did not use prime and i got charged. please cancel my prime and refund me that i got charged yesterday.,"@216561 I'm sorry for the trouble, Nilesh! Is your account with .co.uk or .in? ^NC",18.207062474858855
37,3,"Hey @115821 @AmazonHelp I ordered these https://t.co/ZvfV12VeeX  and I got 11 not 12, fix it",2464820,2464820,"Sad news, I ordered a Kazoo and it never arrived so we ordered a new one and that one also got cancelled. Fix yer shit @115821",@705396 Uh oh! That certainly shouldn't be happening. Have we sent a corresponding email letting you know why they were canceled? ^JD,17.991419940310383
37,4,"Hey @115821 @AmazonHelp I ordered these https://t.co/ZvfV12VeeX  and I got 11 not 12, fix it",1570839,1570839,"okay @115821 I ordered a package and I never got it but it said ""delivered"" IM FED UP @115821 @amazonhelp",@484389 Sorry to hear that. Get in touch here: https://t.co/hApLpMlfHN and we'll be happy to help. ^RS,17.747662830950333
37,5,"Hey @115821 @AmazonHelp I ordered these https://t.co/ZvfV12VeeX  and I got 11 not 12, fix it",2184596,2184596,I got these @58528 shoes yesterday from @115821 and this has already happened. @AmazonHelp https://t.co/PcxCW2gUW8,@639861 I'm sorry for this issue with your shoes. Were they shipped and sold by Amazon or a Third-Party seller? Please use this link to check: https://t.co/Y5jpI9gRhE ^DO,17.636818209354132
38,1,im still waiting on that amazon basic cintiq.,2111180,2111180,im home waiting on at least 4 amazon packages #nesting,@622723 Keep us posted! We want to make sure you receive them all! 😁 ^KJ,16.976925808955695
38,2,im still waiting on that amazon basic cintiq.,398805,398805,Still waiting on that call from Amazon..,"@210312 Without any personal or account details, can you let us know what's going on? ^TR",15.918047941956157
38,3,im still waiting on that amazon basic cintiq.,2611655,2611655,Still waiting for that Amazon package to arrive... https://t.co/rI08TjGSwq,"@738482 Hey Daniel, did you check the tracking details? You can check them here: https://t.co/aaDyEz1VgE ^BZ",15.221378172756886
38,4,im still waiting on that amazon basic cintiq.,5196,5159,@115850 Im Waiting 😜,@284286 Thanks for understanding. Wiish you the very best for the next sale.😉 ^RB,14.58046487936469
38,5,im still waiting on that amazon basic cintiq.,1273479,1273480,@418083 Still waiting on my dispatch notice from Amazon 😩,@418082 Sorry for making you wait! Have we missed the estimated delivery date? ^DD,14.13991441469363
39,1,@AmazonHelp I haven't received my Prime one day order yet and it's way past the delivery timeline. What do I do now?,1101924,1101924,I missed my amazon return date what do i do now? @AmazonHelp,"@380009 Which Amazon site was the order from (.com, .co.uk, etc.)? Please let us know; we'd like to help if we can! ^SE",27.894458332834116
39,2,@AmazonHelp I haven't received my Prime one day order yet and it's way past the delivery timeline. What do I do now?,2380883,2380879,"@AmazonHelp What is the status of my order ,, I haven't received it yet",@686479 Sorry to know that you haven't received your order yet. We'd like to check this right away. Please share your details here: https://t.co/beaaDm0muc and we'll get back to you with an update. ^SY,27.89011468011263
39,3,@AmazonHelp I haven't received my Prime one day order yet and it's way past the delivery timeline. What do I do now?,396909,396929,@AmazonHelp I haven't received the product. I am feeling cheated now. It was my hard earned money!! Please tell me what should I do now?,"@210014 I'm so sorry for the trouble, please respond to the email you've received from us for any further assistance. ^SU",27.058629481479073
39,4,@AmazonHelp I haven't received my Prime one day order yet and it's way past the delivery timeline. What do I do now?,358768,358769,@AmazonHelp We had the same one and it hold much longer. What should I do now?,"@200971 Hello, I am sorry to hear this. May I ask is the item sold directly by us or a third party seller ? ^CR",26.701043286358367
39,5,@AmazonHelp I haven't received my Prime one day order yet and it's way past the delivery timeline. What do I do now?,366900,366900,"@AmazonHelp my order'S supposed to arrive today. it's almost 10pm, i haven't received anything. i need them in a hurry, wat can i do now?",@202906 Oh no! I'm sorry you haven't received your order on time! What's the most recent tracking info here: https://t.co/aaDyEz1VgE ^HC,26.478070489626212
40,1,@117634 hey folks how are we supposed to use the table of contents? Can't read this. What am I missing? Thanks! https://t.co/Ugq0Tjr1br,2151087,2151087,@116439 how am I supposed to read the description? https://t.co/hODbqJhIEW,@632180 I'm sorry for the trouble! Please restart your Fire TV as shown here: https://t.co/jF8OtSbr6o and keep us posted. ^CC,24.564132847557687
40,2,@117634 hey folks how are we supposed to use the table of contents? Can't read this. What am I missing? Thanks! https://t.co/Ugq0Tjr1br,1268321,1268321,@115821 @117634 so I can download a sample but I can't buy the book from my device = any device... what am I missing? #fail https://t.co/qqr49OHxWo,"@416966 Currently, Kindle books can't be purchased via our app. Please try purchasing this title using your mobile browser. ^KN",23.18786566451895
40,3,@117634 hey folks how are we supposed to use the table of contents? Can't read this. What am I missing? Thanks! https://t.co/Ugq0Tjr1br,317299,317299,@117634 I got the book for free yesterday but you've deleted it and won't let me read it. What am I supposed to do? https://t.co/8AgiNpmrn7,@191724 Hi Naomi- Is your Kindle Unlimited subscription still active? ^NV,21.722445465213063
40,4,@117634 hey folks how are we supposed to use the table of contents? Can't read this. What am I missing? Thanks! https://t.co/Ugq0Tjr1br,1007549,1007549,Hey @AmazonHelp.... what am I supposed to do about this?? https://t.co/QqdIfUvs9w,@358422 I'm sorry the package hasn't arrived! We'd like to help! Please contact us directly for options here: https://t.co/hApLpMlfHN ^JF,20.60568426260511
40,5,@117634 hey folks how are we supposed to use the table of contents? Can't read this. What am I missing? Thanks! https://t.co/Ugq0Tjr1br,1670241,1670241,"Hey @115821 thanks for screwing up the delivery of my Halloween costume, now what am I supposed to do?",@508467 Oh no! We'd like to help. Are you still waiting on the order to arrive? ^JP,19.61074856537058
41,1,I thought Amazon Prime was 2-day delivery....why is everything taking 3-6 days lately?,309194,309195,"@AmazonHelp It's Amazon Logistics that is the issue. I'm a prime member for 2-day shipping, not 3-6 days.","@189836 We'd like to help, is this regarding a current order shown in the link provided by ML? ^AG",23.52124026644028
41,2,I thought Amazon Prime was 2-day delivery....why is everything taking 3-6 days lately?,2105785,2105785,I ordered socks on @115850 Prime and it is taking 6 days for delivery. I thought this was 2017 and not 2016!,"@184666 That is unusual, Akshay. Could you please let us know the shipping speed that was selected while placing the order ? ^KS",20.82258072708325
41,3,I thought Amazon Prime was 2-day delivery....why is everything taking 3-6 days lately?,1777289,1777289,@115821 @AmazonHelp 2-day shopping with Amazon Prime is becoming a misnomer. Are u growing 2 big 2 fast? Prime items now taking a week 👎🏾,"@534049 I'm sorry for the frustration. Without providing any account or order details, do you have an issue with a current purchase? ^SJ",17.287955355302095
41,4,I thought Amazon Prime was 2-day delivery....why is everything taking 3-6 days lately?,2309755,2309755,@115821 Your Amazon Prime 2-day shipping is a myth.,@669905 I'm sorry for any trouble. Do you have a current order that's late? Please let us know w/out sharing any account info. ^LR,17.190214383864028
41,5,I thought Amazon Prime was 2-day delivery....why is everything taking 3-6 days lately?,2398293,2398293,@AmazonHelp I thought amazon prime was next day delivery??? Not two days?,"@443505 Hey Evie, if you place your order with One-Day Delivery, depending on the time of day that you place your order, if in stock it'll be dispatched that same day and delivered the next day. More info can be found here: https://t.co/bPNA3FPUav ^PF",16.320330274579018
42,1,"devono arrivarmi le cuffiette da amazon.
quanto ci scomettiamo che il corriere arriva nell’unica mezz’ora in cui non c’è nessuno a casa?",1553326,1553326,Quanto è quotato che il corriere di amazon passerá in quell’unica ora in cui il portiere non c’é e io sarò fuori casa? 🤔,@480572 Speriamo di no! 🍀 La maggior parte dei corrieri effettua più di un tentativo di consegna: https://t.co/DvPvIRQH8x. ^CS,47.437084296041775
42,2,"devono arrivarmi le cuffiette da amazon.
quanto ci scomettiamo che il corriere arriva nell’unica mezz’ora in cui non c’è nessuno a casa?",1261832,1261833,@415586 A me devono ancora spedire Assassin's.se non arriva domani disdico il prime...Mario acquistato ieri da neg.di fiducia @120540,@415585 Qual è la data di consegna che ti abbiamo indicato quando hai fatto l'ordine? ^MP,33.61370182384029
42,3,"devono arrivarmi le cuffiette da amazon.
quanto ci scomettiamo che il corriere arriva nell’unica mezz’ora in cui non c’è nessuno a casa?",738396,738398,"Se non arriva oggi vado a denunciare Amazon, il corriere e pure il WWF","@296606 😱 🐼 Ciao, possiamo aiutarti? La data di consegna prevista per il tuo album è oggi? Qual è il corriere? ^GD",30.91463773666861
42,4,"devono arrivarmi le cuffiette da amazon.
quanto ci scomettiamo che il corriere arriva nell’unica mezz’ora in cui non c’è nessuno a casa?",2236352,2236354,"@AmazonHelp Ho contattato il servizio clienti in quanto il tracking del pacco si è aggiornato dopo 3 giorni dicendo che il corriere è passato ieri sera a casa e non mi ha trovato, cosa assolutamente non vera in quanto c'ero! Da un azienda come la vostra questo è inaccettabile!","@652191 Grazie per il riscontro, Andrea. I miei colleghi hanno sicuramente già avviato tutte le verifiche necessarie in seguito alla tua segnalazione. Non esitare a ricontattarli per qualsiasi ulteriore necessità. ^EA",30.256547898244655
42,5,"devono arrivarmi le cuffiette da amazon.
quanto ci scomettiamo che il corriere arriva nell’unica mezz’ora in cui non c’è nessuno a casa?",2119268,2119268,Per alcuni la cosa più terribile da immaginare è non essere in casa quando arriva il corriere di Amazon .,@624540 C'è sempre una seconda possibilità per recuperare un'occasione mancata... 😉 ^GD,30.100527455010372
43,1,@AmazonHelp why are no items coming up as available for delivery 2mrw on ur website. Is it cos of Black Friday if so that ain’t really my problem. I pay for next day delivery so expect it tbh.,348972,348972,"@115830 why is it that I pay a lot of money for Prime so that I can receive items the next day, wait all day, no item? Instead 3 day wait?",@186820 Sorry to hear Hannah. What date was provided in the order confirmation email sent to you? Were you notified of a delay? ^TP,32.47299434159209
43,2,@AmazonHelp why are no items coming up as available for delivery 2mrw on ur website. Is it cos of Black Friday if so that ain’t really my problem. I pay for next day delivery so expect it tbh.,701308,701308,"@AmazonHelp Why are Prime deliveries, when a one-day delivery was selected, i.e tomorrow, coming up as Monday delivery? Is it down to Black Friday?","@287417 Hello, Laura Thank you for contacting us. Just to clarify, is this order being fulfilled by Amazon? You can find out more about Prime One Day Delivery here: https://t.co/BmCFL40hin Let me know if this helps! ^SC",32.07233876236652
43,3,@AmazonHelp why are no items coming up as available for delivery 2mrw on ur website. Is it cos of Black Friday if so that ain’t really my problem. I pay for next day delivery so expect it tbh.,168027,168027,@115830 am no being funny but if I pay for next day delivery I at least expect it in the same week https://t.co/Ulz7z1cwcm,"@155087 I'm sorry for the long wait, Ed! Some items require additional processing, &amp; aren't able to ship right away. The shipping method time refers to the transit time. We aim to deliver by the date given via checkout/e-mail, so please let us know if it's missed. ^WJ",31.931523968507136
43,4,@AmazonHelp why are no items coming up as available for delivery 2mrw on ur website. Is it cos of Black Friday if so that ain’t really my problem. I pay for next day delivery so expect it tbh.,686685,686685,@115830 why is my prime next day delivery coming up as Tuesday 28th Nov delivery date? I have tried it on a few items. Something to do with Thanksgiving?,"@283960 Thanks for reaching out! I'm sorry your order won't arrive when you expected! Some items take a bit longer to process than others. For more information on how our shipping times are calculated, visit us here: https://t.co/75lAH6frxC ^TK",31.215072273097693
43,5,@AmazonHelp why are no items coming up as available for delivery 2mrw on ur website. Is it cos of Black Friday if so that ain’t really my problem. I pay for next day delivery so expect it tbh.,2300543,2300543,"@AmazonHelp it says,,,,,, I pay 79 quid for next day delivery on prime??? So I buy two prime products And you don't deliver for 3 days Ordered on Friday,, buggered up my Monday That was ,79 quid down the drain wasent it???? If it's advertised as Prime,,,,, why isn't it??????","@426862 I'm sorry for any frustration we have caused you on a Monday! To confirm, was your parcel delivered today? Dispatch estimates can be a bit delayed when taking weekend shipments into account. You can read about delivery calculation here: https://t.co/XnLWejVYtg ^MJ",31.021253443210224
44,1,@115830 why are all the prime delivery options available to be recently are around 2-3 days? What’s happened to one day delivery I signed up for?,111898,111898,I pay for @115830 Prime Why is the one day delivery telling me it will be 5 days?,"@140848 Our Prime One-Day Delivery refers to the transit time after the item ships, and doesn't include the time it takes to pack and prepare an order for shipment. Have we missed a delivery date provided at checkout? ^GR",32.06129984818184
44,2,@115830 why are all the prime delivery options available to be recently are around 2-3 days? What’s happened to one day delivery I signed up for?,34471,34471,@115830 i've noticed recently all my game pre-orders are scheduled to be delivered a day late. Why is this? 🤔,@123471 We aim to meet the date given in your order confirmation e-mail: https://t.co/AV7avSDRdg. Has the delivery been missed? ^KJ,28.812210939156188
44,3,@115830 why are all the prime delivery options available to be recently are around 2-3 days? What’s happened to one day delivery I signed up for?,1613574,1613574,"don’t know why @115830 deliveries are so bad now, recently I’ve had one delivery turn up a week late, and now one hasn’t turned up at all.",@494999 I'm sorry for the poor experience! Have you received an updated delivery date or notice of delay for this order? ^ZW,28.12842575470423
44,4,@115830 why are all the prime delivery options available to be recently are around 2-3 days? What’s happened to one day delivery I signed up for?,2691728,2691728,@117795 what’s happened to the promise of a next day delivery,"@197663 Hi Sam, have we missed the promised delivery date provided in your order confirmation e-mail? Let us know. We'd like to help! ^AB",27.185756970913932
44,5,@115830 why are all the prime delivery options available to be recently are around 2-3 days? What’s happened to one day delivery I signed up for?,141994,141997,"@AmazonHelp I only have one last question, why is there no next day delivery on anything for me? All the one day delivery options say Tuesday.","@148044 Hi there, I'm sorry you don't seem to have the next day delivery option. Not all addresses are eligible for next day. Please take a look here for more details, https://t.co/XTqs7lEJGe -RD",27.066934929740277
45,1,"Big ups to @115821 for delivering my wife's Christmas present NOT in a box, but in packaged labeling for the whole house to observe. Guess we'll skip the surprises this year. Jerks.",1609086,1609086,@115830 Thanks for ruining my 3 year olds Christmas present by delivering her Barbie house like this https://t.co/L5XhaSXYFh,@494042 Apologies Yvonne. This sounds like frustration free packaging was used here - https://t.co/JT86Ukgvvi ^KM,31.38081865426126
45,2,"Big ups to @115821 for delivering my wife's Christmas present NOT in a box, but in packaged labeling for the whole house to observe. Guess we'll skip the surprises this year. Jerks.",2754629,2754629,Thanks @115830 for delivering my parcels to a post office 120 miles from my house and then trying to tell me I collected them. Think id remember that journey. Merry Christmas to the thief who picked up my wife's presents 👌👍,"@771022 I'm sorry to hear about the delivery trouble, Mike! We'd like to take a closer look into available options with you via phone/chat here: https://t.co/JzP7hlA23B ^CS",25.138969095749797
45,3,"Big ups to @115821 for delivering my wife's Christmas present NOT in a box, but in packaged labeling for the whole house to observe. Guess we'll skip the surprises this year. Jerks.",2252855,2252855,Lol thanks @115821 for shipping my Christmas present for my sister without a box https://t.co/8eub38p6hv,@656301 Sorry if we've ruined the surprise! We'll occasionally offer multiple packaging options which you can find more info about here: https://t.co/ztIsftOFXX ^BG,25.0402497645375
45,4,"Big ups to @115821 for delivering my wife's Christmas present NOT in a box, but in packaged labeling for the whole house to observe. Guess we'll skip the surprises this year. Jerks.",637139,637139,"Why is @115821 shipping in original packaging? We've had five Christmas surprises ruined because they're not shipped in a brown box anymore. Instead, the product is plastered across the box plain as day for everyone to see.","@271088 I'm so sorry to hear about this! During the checkout process, are you selecting frustration-free packaging? You can also ensure the item is a surprise by marking it as a gift during the checkout process. More info here: https://t.co/fZ5oMAuynA ^JS",24.789633159868366
45,5,"Big ups to @115821 for delivering my wife's Christmas present NOT in a box, but in packaged labeling for the whole house to observe. Guess we'll skip the surprises this year. Jerks.",2805101,2805101,Shoutout to @115821 for delivering A WHOLE DAY earlier! #itsthelittlethings https://t.co/0muwY1WyA9,@610101 Woot! So happy we could bring you such joy! Have a great rest of your holiday week! 😁 ^ST,24.405735342547327
46,1,"@AmazonHelp question, how come your courier failed to gain access to my property in spite of the fact I’m currently sitting in my home and just tested my doorbell. Deliberately waiting for this delivery, not ideal!!!",817604,817604,@AmazonHelp someone has hacked my account and I can’t gain access,"@314740 Oh no! We'd like to look into this with you! When you have time, please reach out to us here: https://t.co/WB7u7oXOSf ^GM",27.455317240003392
46,2,"@AmazonHelp question, how come your courier failed to gain access to my property in spite of the fact I’m currently sitting in my home and just tested my doorbell. Deliberately waiting for this delivery, not ideal!!!",1763236,1763236,"@AmazonHelp hi there! I was eating dinner waiting for my delivery, then get an email saying I’m not home and you’ll try again tmrw. Really?","@530482 Thanks for reaching out, Alex! Please give us a ring here: https://t.co/JzP7hlA23B so we can look into this with you. ^TR",26.86076438125784
46,3,"@AmazonHelp question, how come your courier failed to gain access to my property in spite of the fact I’m currently sitting in my home and just tested my doorbell. Deliberately waiting for this delivery, not ideal!!!",2217336,2217336,Sitting in all day waiting for @115830 delivery. Having lots of problems with this driver. He literally doesn’t buzz my flat @AmazonHelp,"@647799 Sorry for the poor experience. We'd like to help sort this out, pls contact us by phone/chat: https://t.co/OSCmtSL1ID ^BE",25.38997957980476
46,4,"@AmazonHelp question, how come your courier failed to gain access to my property in spite of the fact I’m currently sitting in my home and just tested my doorbell. Deliberately waiting for this delivery, not ideal!!!",150566,150566,@AmazonHelp Your driver couldn’t find the correct house number so just gave up and left. I’ve had an email saying they couldn’t gain access and will try again tomorrow. They didn’t even find the property to try and access it. I won’t be home tomorrow but am today. What do I do?,@150339 I'm sorry your parcel wasn't delivered! We'd like to help with this! Please reach out to us via phone/chat here: https://t.co/JzP7hlA23B and we can help. ^TK,25.073854766059622
46,5,"@AmazonHelp question, how come your courier failed to gain access to my property in spite of the fact I’m currently sitting in my home and just tested my doorbell. Deliberately waiting for this delivery, not ideal!!!",654245,654245,@115830 so in the last 3 days I have had a delivery driver damage my property and then help himself to something out of my garden. I am now having failed deliveries. How can you sort this out? Getting an email from the courier in 3-5 days doesn’t cut it!!!,"@275639 I'm truly sorry to hear of this occurring, it isn't at all what we'd expect! When you have a moment, please reach out to us via phone/chat to report this so that we may address it: https://t.co/JzP7hlA23B ^JE",25.027522824353326
47,1,@115821 @AmazonHelp On top of that they were just so negative and impatient.,299656,299657,"@AmazonHelp Uhhhhhhhhh.........today by 8pm, I’m just impatient. 😒",@187427 Please keep us posted on their arrival. They were made for walkin' and that's what we want you doin'! 👢😉 ^EZ,20.950811446149288
47,2,@115821 @AmazonHelp On top of that they were just so negative and impatient.,358831,358832,@AmazonHelp So it don't matter that I had given negative reviews?,@170990 Nothing like that. You review just needs to adhere to the guidelines mentioned on the link provided earlier. ^YP,19.165258077053572
47,3,@115821 @AmazonHelp On top of that they were just so negative and impatient.,2722721,2722722,@AmazonHelp No they were just cancelled 😢,"@763823 Hi, Collie! I am sorry that the lightning deals are no longer showing. In most cases, the deals will only go away if they have been 100% claimed, or if the time has expired. Here is some additional information about lightning deals: https://t.co/D5nNLgfqPn ^SP",18.419374275109238
