golden_example_id,golden_intent,customer_message,rank,retrieval_score,retrieved_customer_text,retrieved_brand_response,retrieved_conversation_root,retrieved_customer_created_at
59,,To whoever stole my Amazon package; I sincerely hope you enjoy my curly hair shampoo you stupid fuck. IDK WHO YOU GONNA GIFT THAT TO YOU XMAS THIEF,1,42.71485817296133,Shoutout to whoever stole my Amazon package I hope you enjoy your kitty litter and tapestry ☹️☹️☹️,@129969 I'm sorry for the missing order! Please reach out to us here and we'll be glad to investigate: https://t.co/hApLpMlfHN ^FJ,61045,2017-11-01 21:06:03+00:00
59,,To whoever stole my Amazon package; I sincerely hope you enjoy my curly hair shampoo you stupid fuck. IDK WHO YOU GONNA GIFT THAT TO YOU XMAS THIEF,2,35.236743907153674,Shoutout to the asshole who stole my amazon package off my porch. Hope you enjoy the random parts of my daughter's halloween costume,@445194 Oh no! We're very sorry to hear this happened! Reach us here: https://t.co/hApLpMlfHN so we can look into available options.^ZW,1398394,2017-10-16 16:31:56+00:00
59,,To whoever stole my Amazon package; I sincerely hope you enjoy my curly hair shampoo you stupid fuck. IDK WHO YOU GONNA GIFT THAT TO YOU XMAS THIEF,3,35.05393614350288,Shout out to whoever stole my amazon package. Hope you enjoy my $300 physiology book. Not like I’ll need it for class Monday or anything. 🙃,"@185368 Sorry about this, Amanda! We want to help. Here are some helpful tips: https://t.co/3rxfuTNJbJ. Keep us posted! ^VB",291324,2017-10-06 15:47:14+00:00
59,,To whoever stole my Amazon package; I sincerely hope you enjoy my curly hair shampoo you stupid fuck. IDK WHO YOU GONNA GIFT THAT TO YOU XMAS THIEF,4,34.586598060747626,"To whoever opened my amazon package, I really hope you enjoy that outdoor table cover you took! Thanks for leaving the bath tub stoppers, though. https://t.co/kSU8mm1Tm7",@717601 Oh no! We'd be happy to look into available options with you; please give a call or chat when you have a moment via our Contact Us page: https://t.co/hApLpMlfHN ^MV,2519245,2017-11-16 00:09:04+00:00
59,,To whoever stole my Amazon package; I sincerely hope you enjoy my curly hair shampoo you stupid fuck. IDK WHO YOU GONNA GIFT THAT TO YOU XMAS THIEF,5,28.121770465351617,"@AmazonHelp I am waiting,I sincerely hope you would honor My request,I have been loyal Amazon customer and I hope you guys will not drive me away","@294134 We're sending out invitations every week, so I request you to keep an eye on the inbox. ^PR",726961,2017-10-12 07:33:34+00:00
60,,@AmazonHelp Amazon is beginning to mess up orders in India.. I have had two very bad experiences. Delivered a terribly wrong product .. got a headset when I ordered a phone..and one before too..,1,29.77010745176362,2 out of my 4 recent @115821 orders have been rookie mistakes and/or bad experiences. I ordered a 700pc roll but got a 300pc 😩 #notaddingup https://t.co/mMV1snHaHU,@671443 Oh no! I'm so sorry you received the incorrect item. We some have options available here: https://t.co/V8wwJ6eCQC ^BL,2315678,2017-10-19 22:06:13+00:00
60,,@AmazonHelp Amazon is beginning to mess up orders in India.. I have had two very bad experiences. Delivered a terribly wrong product .. got a headset when I ordered a phone..and one before too..,2,25.432451069963154,"@AmazonHelp 
I have lost my total trust from Amazon. I am facing very bad experiences.",@377385 I'm sorry for the frustration! Which one of our websites/marketplaces do you typically use when you shop with us? ^JR,1090888,2017-10-15 03:10:18+00:00
60,,@AmazonHelp Amazon is beginning to mess up orders in India.. I have had two very bad experiences. Delivered a terribly wrong product .. got a headset when I ordered a phone..and one before too..,3,24.982631408866922,@115850 ... Two of my ordered products shows delivered.. but I haven't received it yet... And irony is .. I am a prime member too.. bravo.,@215947 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,424049,2017-10-10 10:56:47+00:00
60,,@AmazonHelp Amazon is beginning to mess up orders in India.. I have had two very bad experiences. Delivered a terribly wrong product .. got a headset when I ordered a phone..and one before too..,4,23.536320123609524,@AmazonHelp You need to take customer confirmation before cancelling any order....This is really bad attitude amazon india..,@431905 you to place a new order. 2/2 ^BV,1337225,2017-10-27 15:30:25+00:00
60,,@AmazonHelp Amazon is beginning to mess up orders in India.. I have had two very bad experiences. Delivered a terribly wrong product .. got a headset when I ordered a phone..and one before too..,5,23.536320123609524,@AmazonHelp You need to take customer confirmation before cancelling any order....This is really bad attitude amazon india..,"@431905 Apologies for the inconvenience. I'll be sure to forward your feedback to the concerned team internally. Further, ^BV(1/2)",1337225,2017-10-27 15:30:25+00:00
61,,@115850 hi why your delivery a gent don't bring pos machine most of the time n insist on cash payment,1,29.64810622905061,@115850 Why your delivery men don't carry a POS machine? Not every one has cash everytime.,"@783617 I'm sorry, did you report this to our customer service team? ^SI",2809828,2017-11-22 05:47:13+00:00
61,,@115850 hi why your delivery a gent don't bring pos machine most of the time n insist on cash payment,2,24.95130237230994,@115830 why do your couriers insist on lying they have made a delivery time and time and time again.,"@147579 Hi, without sharing personal account information can you share with us what has occurred ? We would like to help if possible. ^CR",139980,2017-11-24 11:29:15+00:00
61,,@115850 hi why your delivery a gent don't bring pos machine most of the time n insist on cash payment,3,24.18471241538768,@115850 : policy changed to insist on cash payment only for COD items?Rude attitude from delivery person @123288 @115821 @,"@649949 I'm sorry for the trouble you've had to go through. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 &amp; we'll have this checked. Further, I've flagged this to the relevant team internally, we'll ensure such instances aren't repeated in the future.^EM",2226544,2017-11-10 09:49:01+00:00
61,,@115850 hi why your delivery a gent don't bring pos machine most of the time n insist on cash payment,4,22.1843540779873,@115821 delivery boy cheated took 1009 rs of a packet who's cost was rs 109 only refuse for card payment insist for cash payment.,@377765 This shouldn't have happened. Please provide your details through the link provided earlier so that we can look into the issue.^SH,1097845,2017-10-15 05:45:20+00:00
61,,@115850 hi why your delivery a gent don't bring pos machine most of the time n insist on cash payment,5,21.683117029672665,"@AmazonHelp
why Cash on Delivery facility not available on 306401, on all products, i tried for many time but not available at payment time",@168215 Sorry for the trouble. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,218993,2017-10-04 16:55:52+00:00
62,,"Comprar na segunda, receber na sexta.

@117086, SUA LINDA!",1,25.24072094870942,"Mano, eu amo black friday na Amazon... @117086 sua linda ❤",@143379 Oi Jean. Obrigado pelo carinho amiga. Nós também te amamos muito! Você vai aproveitar as nossas promoções? 😍 ^JJ,122704,2017-11-24 00:30:55+00:00
62,,"Comprar na segunda, receber na sexta.

@117086, SUA LINDA!",2,25.177988868530466,@AmazonHelp Disseram que tentaram 3 vezes entregar o livro. Na segunda fiquei o dia na janela pra receber o livro em vão. Mentiram na cara dura,"@632680 Entendi Allisson, neste caso pode contatac a nosso SAC para ver mais opções : https://t.co/qGpkDwGRhX . ^MB",2153187,2017-10-19 11:29:30+00:00
62,,"Comprar na segunda, receber na sexta.

@117086, SUA LINDA!",3,23.468602649633592,"@117086 porque o ideal seria comprar tudo na sexta feira e pagar um só frete, né :p (com um pedido só pra receber também)",@272306 Olá! Na maioria dos casos quando um item tem algum desconto o mesmo é limitado e oferecido por um curto período de tempo.  Os preços dos produtos podem  mudar.  ^HC,2704973,2017-11-19 22:00:21+00:00
62,,"Comprar na segunda, receber na sexta.

@117086, SUA LINDA!",4,23.07789287135323,Apaixonada pela minha comprar na @117086  quero que cheguem logo,"@285784 Olá! Que emoção! 💜😱 Conta para gente, que você comprou?🤔 ^HC",2799320,2017-11-21 23:28:09+00:00
62,,"Comprar na segunda, receber na sexta.

@117086, SUA LINDA!",5,23.07789287135323,Só eu não estou conseguindo comprar ebook na @117086 @117804?,"@621227 Oi Bruno, sinto muito pelo inconveniente. Aparece alguma mensagem de erro na hora de finalizar a compra? ^VL",2104271,2017-11-08 12:38:46+00:00
63,,When you order your sister a hamster car for Christmas and @115830 send a blue one ... hope she’s having a boy hamster 😤😫😭 https://t.co/LdZjANTOpT,1,25.192801115615175,When you order a game from @115830 and they send you a car charger for a phone you don't even own. Great service as always.,@471576 Oh no! I'm sorry you received the wrong item! Have you check return/replacement options here: https://t.co/hfR57c8F3g ^KH,1610976,2017-10-17 11:10:34+00:00
63,,When you order your sister a hamster car for Christmas and @115830 send a blue one ... hope she’s having a boy hamster 😤😫😭 https://t.co/LdZjANTOpT,2,23.50260230999593,Lol thanks @115821 for shipping my Christmas present for my sister without a box https://t.co/8eub38p6hv,@656301 Sorry if we've ruined the surprise! We'll occasionally offer multiple packaging options which you can find more info about here: https://t.co/ztIsftOFXX ^BG,2252855,2017-11-10 21:16:45+00:00
63,,When you order your sister a hamster car for Christmas and @115830 send a blue one ... hope she’s having a boy hamster 😤😫😭 https://t.co/LdZjANTOpT,3,21.403180534347513,"Hallo Herr @116316, 
es sind  24 Kilometer! 24 verkackte Kilometer! 
Schickt ihr das mit  einem einbeinigen Hamster los oder was? https://t.co/xoFWa3Borf",@416520 Hi! Welches Lieferdatum wurde dir denn in der Bestellbestätigung genannt? Liebe Grüße ^TA,1266385,2017-10-26 12:56:04+00:00
63,,When you order your sister a hamster car for Christmas and @115830 send a blue one ... hope she’s having a boy hamster 😤😫😭 https://t.co/LdZjANTOpT,4,20.529356054422674,@AmazonHelp Thank you ... hope to get a positive response,@182606 We'll get back with an update soon. ^YP,279455,2017-10-09 15:51:15+00:00
63,,When you order your sister a hamster car for Christmas and @115830 send a blue one ... hope she’s having a boy hamster 😤😫😭 https://t.co/LdZjANTOpT,5,20.52303845143638,When you order a medium corset for your costume and @115821 sends you a 4XL🙃,@437248 Oh no! I'm sorry you got the wrong size. Was this shipped by Amazon or a third-party seller: https://t.co/Y5jpI9gRhE? ^KJ,1362524,2017-10-27 20:26:35+00:00
64,,"Uhh...I was supposed to get the Logitech BRIO today, but instead I got some Maltesers? WTF @AmazonHelp @115830 https://t.co/Dlv6ywAPzn",1,19.38340689211808,Got a prime account on @115821 because it was supposed to be better. Instead I've had a camera (that came late) thrown over the fence. wtf,@755218 I'm sorry for the poor experience! Can you please tell us who the carrier was? Found here: https://t.co/q4LAMZ3tbE ^AC,2685361,2017-10-31 16:57:14+00:00
64,,"Uhh...I was supposed to get the Logitech BRIO today, but instead I got some Maltesers? WTF @AmazonHelp @115830 https://t.co/Dlv6ywAPzn",2,18.246141741870673,@AmazonHelp Yeah I was supposed to get two things today but I only got one package,@667759 Hm... That's odd! Has the tracking status been updated here: https://t.co/Y5jpI9gRhE ^ZW,2300782,2017-11-12 17:25:37+00:00
64,,"Uhh...I was supposed to get the Logitech BRIO today, but instead I got some Maltesers? WTF @AmazonHelp @115830 https://t.co/Dlv6ywAPzn",3,18.242821959630675,my case for my switch WAS SUPPOSED TO GET HERE TODAY wtf amazon &lt;\3,@214627 I'm sorry your case hasn't arrived. Does the tracking show any delays or changes to the delivery date: https://t.co/fIiakhZFjo? ^CL,417541,2017-10-10 03:30:20+00:00
64,,"Uhh...I was supposed to get the Logitech BRIO today, but instead I got some Maltesers? WTF @AmazonHelp @115830 https://t.co/Dlv6ywAPzn",4,17.733388628703526,"@AmazonHelp Yeah was supposed to arrive today, but it's looking like tomorrow. Not a huge deal, was just excited to get it :/",@731999 We'd like to make sure you receive your order so please let us know when you receive it tomorrow! ^DD,2583020,2017-11-16 23:59:25+00:00
64,,"Uhh...I was supposed to get the Logitech BRIO today, but instead I got some Maltesers? WTF @AmazonHelp @115830 https://t.co/Dlv6ywAPzn",5,17.579349299288207,@115850 got some other oil instead of coconut. First time the item was great. Repeat order was fake. Got my refund but this is not ok.,@484119 Sorry about the bad experience with the order. I've shared your feedback with the concerned team or review. ^HA,1569548,2017-11-04 16:31:06+00:00
65,,@AmazonHelp order has been out for delivery with Intelcom since Sunday and its Tuesday and they are not answering the phone or replying to emails. I WANT MY ORDER #reallypissed #intel worst courtier,1,31.187184692132966,"@115830 @AmazonHelp my order has been out for delivery since Saturday (prime next day delivery) - has said ""arriving today"" since Sunday https://t.co/gEtO8x3qnw","@525452 I'm sorry to hear about this, Rob! Contact us via phone/chat so we can discuss options with you: https://t.co/JzP7hlA23B ^MW",1741817,2017-11-07 17:03:50+00:00
65,,@AmazonHelp order has been out for delivery with Intelcom since Sunday and its Tuesday and they are not answering the phone or replying to emails. I WANT MY ORDER #reallypissed #intel worst courtier,2,29.24676095326605,@115830 @AmazonHelp my order H60076283284 has been out for delivery since noon and still not arrived. Please advise,@421909 I'm sorry to hear about this! Please reach us here so we can look into it and review more options: https://t.co/qy3J24VGxb ^JS,1291025,2017-10-26 20:25:55+00:00
65,,@AmazonHelp order has been out for delivery with Intelcom since Sunday and its Tuesday and they are not answering the phone or replying to emails. I WANT MY ORDER #reallypissed #intel worst courtier,3,26.495067662875165,No actual CLARITY of my order delivery time its been out for delivery since two days.(1/2) @115850,@217523 Usually the products are delivered within 8 PM on the estimated date of delivery. Could you tell me if we've missed it? ^AU,431182,2017-10-10 14:55:17+00:00
65,,@AmazonHelp order has been out for delivery with Intelcom since Sunday and its Tuesday and they are not answering the phone or replying to emails. I WANT MY ORDER #reallypissed #intel worst courtier,4,25.525459030308014,@AmazonHelp apparently delivery was attempted yesterday and today but strange since I've not left my house since Sunday and my flat has not been buzzed.,"@296600 Thanks for clarifying. Have you been in touch? If not, please do - https://t.co/JzP7hlA23B we'd like investigate ^TP",738370,2017-10-11 12:53:42+00:00
65,,@AmazonHelp order has been out for delivery with Intelcom since Sunday and its Tuesday and they are not answering the phone or replying to emails. I WANT MY ORDER #reallypissed #intel worst courtier,5,25.12016952669338,"@AmazonHelp order has been marked out for delivery for 3 days, ther is no option to ask why its not with me yet","@722080 Hi! Apologies for the delay, what was the delivery date for your order? Is there any updates on the tracking? ^SA",2538932,2017-11-16 09:56:35+00:00
66,,@AmazonHelp can you please explain why my delivery has failed to come on the last 3 days as promised. Shocking customer service.,1,24.929124326743317,@115830 has lost my service for good. Shocking customer service.,@445083 I'm so sorry for this experience. Can you tell us more about what's gone on without posting account or order info? ^DO,1397877,2017-10-28 15:37:40+00:00
66,,@AmazonHelp can you please explain why my delivery has failed to come on the last 3 days as promised. Shocking customer service.,2,24.627766042152064,"@115850 can you explain why my friend has to go thru this? It's been 3 days and there's still no resolution

https://t.co/XznGXm0Q3H","@207362 We're following up on the mentioned concern, here: https://t.co/ShVwoBV63Y and addressed the issue accordingly. ^YP",385899,2017-10-09 12:23:20+00:00
66,,@AmazonHelp can you please explain why my delivery has failed to come on the last 3 days as promised. Shocking customer service.,3,23.69003849756368,@115821 please explain how your employee failed to deliver/lost/stole my packages 3 days straight &amp; I'm a  PRIME MEMBER!!!,@393953 Oh no! I'm sorry for the troubles with your order! This is not the experience we want for you! Which site you order from? ^FR,1164629,2017-10-24 20:17:30+00:00
66,,@AmazonHelp can you please explain why my delivery has failed to come on the last 3 days as promised. Shocking customer service.,4,22.430553542988214,"@115821 
Useless lying customer services. Pay for prime delivery twice and failed twice. Always seems to be a wewkend. Shocking service.","@720488 I'm sorry we've let you down! Have you had a chance to speak with us? If so, what insight was provided? Let us know! ^KN",2531403,2017-10-30 10:27:39+00:00
66,,@AmazonHelp can you please explain why my delivery has failed to come on the last 3 days as promised. Shocking customer service.,5,22.311349814412786,@AmazonHelp Hi its been 3 days please check with the issue and provide me the Gift Card as promised.,@337704 We've sent a correspondence to your registered email ID here: https://t.co/NTkrxpsbHJ. Kindly check. ^PS,917022,2017-11-03 07:13:01+00:00
67,,how does this work then? i ordered it and they said to be here for the 2nd which is the day i need it for. now it’s saying monday the 4th? @115821 @115830 why do i even pay for prime https://t.co/cPIIWDKMDc,1,34.09560349629284,Hey @115821 why do I pay for prime and two day shipping if NOTHING is here by then? #Annoyed #INeededThisForWednesday 😡 https://t.co/YHUzKn65uD,@355289 Sorry for the wait! Shipping timers only begin when an item ships. Have we missed our expected delivery date on the order? ^JE,993190,2017-10-22 15:38:09+00:00
67,,how does this work then? i ordered it and they said to be here for the 2nd which is the day i need it for. now it’s saying monday the 4th? @115821 @115830 why do i even pay for prime https://t.co/cPIIWDKMDc,2,33.730121215755695,@AmazonHelp No it said order in 9hrs and it will be here Monday i ordered it and it said it’s coming Thursday . How dare y’all and i have amazon prime .,@685864 I'm so sorry about that! Some items do require additional processing time. You can find more info on that here: https://t.co/eTccS54hKy Let us know if it doesn't arrive by Thursday! ^CN,2378217,2017-11-14 03:51:48+00:00
67,,how does this work then? i ordered it and they said to be here for the 2nd which is the day i need it for. now it’s saying monday the 4th? @115821 @115830 why do i even pay for prime https://t.co/cPIIWDKMDc,3,33.330933700380825,"@115821 why did I pay for one day shipping? Ordered Saturday, items said they would be delivered tomorrow, fine. Now saying MONDAY.",@400682 Very sorry to hear that! Who was the carrier assigned to the delivery as listed here:  https://t.co/Y5jpI9gRhE ^CH,1194532,2017-10-25 01:42:55+00:00
67,,how does this work then? i ordered it and they said to be here for the 2nd which is the day i need it for. now it’s saying monday the 4th? @115821 @115830 why do i even pay for prime https://t.co/cPIIWDKMDc,4,31.549310074802943,@115830 why is it I pay for prime membership to get next day delivery yet now the site is saying it can’t deliver until Monday.,"@398349 Our Next-Day Delivery option refers to the transit time after the item dispatches, and doesn't include the time it takes to pack and prepare an order for dispatch. Please let us know if we miss a delivery date provided in your order confirmation e-mail. ^GR",2236450,2017-11-10 18:23:38+00:00
67,,how does this work then? i ordered it and they said to be here for the 2nd which is the day i need it for. now it’s saying monday the 4th? @115821 @115830 why do i even pay for prime https://t.co/cPIIWDKMDc,5,31.120302878523123,@AmazonHelp my order was attempted to be delivered- I pay for prime and need it for the weekend. This is rubbish as my work is 24 hr@manned,@469071 Sorry to hear you've had an issue. Have you contacted us here: https://t.co/JzP7hlA23B? ^MC,1503955,2017-11-03 15:58:10+00:00
68,,Cuando ya confirme mi cuenta y aun así sigue bloqueada porque #BlackFriday @116875 https://t.co/Qdmcbf2xHU,1,44.30700106692219,@AmazonHelp No puedo por que tengo mi cuenta aun bloqueada y ya llame al servicio al cliente para arreglar eso pero aun sigue bloqueada,"@127729 Te recomendamos revisar la carpeta de correo no deseado para que verifiques si has recibido el correo. Si no lo has recibido, por favor contacta al correo electrónico que encontraras en el siguiente enlace: https://t.co/7LuYcqyN8d. ^AA",52171,2017-11-22 20:56:03+00:00
68,,Cuando ya confirme mi cuenta y aun así sigue bloqueada porque #BlackFriday @116875 https://t.co/Qdmcbf2xHU,2,43.040854101637954,@AmazonHelp Aún así mi cuenta sigue bloqueada sin razón alguna.,@199748 ¿Hace cuánto enviaste los datos? ^KS,981183,2017-10-22 13:54:10+00:00
68,,Cuando ya confirme mi cuenta y aun así sigue bloqueada porque #BlackFriday @116875 https://t.co/Qdmcbf2xHU,3,33.61839128487478,@AmazonHelp No puedo usarlo porque mi cuenta está bloqueada,"@149971 Por favor inténtalo a través del siguiente enlace, Josep: https://t.co/P2aY8JkRlJ. ^LG",149085,2017-11-24 21:51:19+00:00
68,,Cuando ya confirme mi cuenta y aun así sigue bloqueada porque #BlackFriday @116875 https://t.co/Qdmcbf2xHU,4,29.182860619888533,"@116875 me mandaron este correo el dia lunes y aun no me llega mi pedido y mi cuenta esta bloqueada, hable con sus compañeros de servicio al cliente para ver lo de mi pedido y cuenta y lo del pedido se soluciono ese es el correo que me mandaron pero la cuenta sigue bloqueada https://t.co/6yBK3JbFwF","@127729 Alejandro, por motivos de seguridad te recomiendo eliminar la imagen con la información personal de tu cuenta y pedido. En este caso por favor entra en contacto con nuestro Servicio al Cliente, accesando en el siguiente enlace: https://t.co/bPnxm0cKwb. ^NB",52171,2017-11-22 20:28:17+00:00
68,,Cuando ya confirme mi cuenta y aun así sigue bloqueada porque #BlackFriday @116875 https://t.co/Qdmcbf2xHU,5,28.766144168657238,@116875 me pueden ayudar? ya hice lo que me pidieron 3 veces y mi acc sigue bloqueada :c solo quiero mi pedido,"@130234 Hola, ¿has recibido algún otro correo de nuestros especialistas en cuentas? ^HC",62152,2017-11-01 21:33:30+00:00
69,,Pues con un par de rebajas que ha hecho mi querido @116928 he hecho la compra del mes y casi de navidad!,1,38.660645380599334,"Me he venido arriba y he hecho un pedido a @116928 que incluye #LaCiudadDeLasSombras de @97075 (por @97076) y #LosChicosDelCalendario5 de @97077 (por @97078)

Que ganas de tenerlos y leerlos. https://t.co/QARn9MV6iv",@713662 ¡Es tan emocionante cuando se hace un pedido! 😄😉 Esperamos que los disfrutes mucho. 📚 ^KS,2501973,2017-11-15 19:47:20+00:00
69,,Pues con un par de rebajas que ha hecho mi querido @116928 he hecho la compra del mes y casi de navidad!,2,38.04680089602758,"@AmazonHelp Ya lo he hecho y me ha dicho lo del primer tuit, que se lo mande por mi cuenta y que ya veremos si es de garantía y si no lo pago yo.","@302022 Si el mismo incumple con la garantía, puedes presentar nuestra Garantía de la A a la Z. (2/2) ^HC",761846,2017-10-11 21:21:54+00:00
69,,Pues con un par de rebajas que ha hecho mi querido @116928 he hecho la compra del mes y casi de navidad!,3,38.04680089602758,"@AmazonHelp Ya lo he hecho y me ha dicho lo del primer tuit, que se lo mande por mi cuenta y que ya veremos si es de garantía y si no lo pago yo.","@302022 Maximiliano, en este caso te recomendamos seguir las instrucciones del vendedor. (1/2)",761846,2017-10-11 21:21:54+00:00
69,,Pues con un par de rebajas que ha hecho mi querido @116928 he hecho la compra del mes y casi de navidad!,4,37.96818340769124,Que pésimo servicio @116875 casi un mes de que hice mi pedido y una semana de retraso y ni si quiera puedo rastrear mi producto,"@152923 ¡Hola! Lamentamos cualquier molestia ocasionada, ¿cuál es la fecha de entrega estimada que te dice el sistema? ^LC",160250,2017-11-24 18:39:02+00:00
69,,Pues con un par de rebajas que ha hecho mi querido @116928 he hecho la compra del mes y casi de navidad!,5,37.95333696053582,"@AmazonHelp No, lo único que he hecho ha sido mirar donde está mi pedido desde la aplicación y me ha dicho que mañana se enviará",@456236 ¿Cuál es la fecha de entrega que te hemos confirmado al finalizar el pedido? ^JQ,1449009,2017-10-16 19:46:15+00:00
70,,@AmazonHelp please help me!! My product is ‘waiting for collection’. Nowhere can I find which company it is and it’s not at my local post office and nowhere on email or tracking. I am completely lost!!!!,1,32.91659583110349,"@2150 @115821 @AmazonHelp please help me find my package somehow, it is nowhere to be found, I do not want to lose almost $200.",@333148 That's strange! Have you tried these tips to help locate a package that was marked as delivered: https://t.co/UT4FIYeuSy ^ZW,897492,2017-10-13 18:40:48+00:00
70,,@AmazonHelp please help me!! My product is ‘waiting for collection’. Nowhere can I find which company it is and it’s not at my local post office and nowhere on email or tracking. I am completely lost!!!!,2,27.623131256199834,"@AmazonHelp Amazon states at checkout, delivery to post office or my local locker called 'Bob' is not possible, nothing to do with Royal Mail.",@314063 We'd like to look into this with you! Please contact us here: https://t.co/JzP7hlA23B ^WT,814886,2017-10-12 20:20:27+00:00
70,,@AmazonHelp please help me!! My product is ‘waiting for collection’. Nowhere can I find which company it is and it’s not at my local post office and nowhere on email or tracking. I am completely lost!!!!,3,27.445757197283964,"@AmazonHelp I did, I went to my local post office and they said it was not their department and referred me to a phone #, which nobody answered...","@289231 That isn't ideal! Please, reach us directly so that we may leave carrier feedback on your behalf: https://t.co/hApLpMlfHN ^JE",707911,2017-10-10 20:00:34+00:00
70,,@AmazonHelp please help me!! My product is ‘waiting for collection’. Nowhere can I find which company it is and it’s not at my local post office and nowhere on email or tracking. I am completely lost!!!!,4,27.40646784403348,@AmazonHelp nowhere can I find any information on who the carrier is...where are you looking?,@777901 The carrier is shown under the Order Details section. This is only displayed when the item ships. ^SJ,2786286,2017-11-21 18:52:44+00:00
70,,@AmazonHelp please help me!! My product is ‘waiting for collection’. Nowhere can I find which company it is and it’s not at my local post office and nowhere on email or tracking. I am completely lost!!!!,5,27.24796074428783,@AmazonHelp I think one single? It’s News from Nowhere that is missing https://t.co/y3nXXdgI8c,"@567227 Thanks for checking- We would like to look into this further with you, can you contact us via: https://t.co/JzP7hlA23B ^NV",1903355,2017-10-18 14:03:49+00:00
71,,"@AmazonHelp Is it possible to give someone a gift from the Kindle store in the UK, and have it delivered to their device? Seems it's possible for US customers but not available here? You're losing money if this isn't possible!",1,37.46295063496471,"@115830 Am in the UK, have family in Canada. Is it possible to get a physical gift card delivered to them from your Canadian site for them to use?","@314573 Indeed, it is! Please use the following link to order a physical gift card from our Canada site: https://t.co/qR5Sfyjlyo ^MW",2278744,2017-11-11 17:56:22+00:00
71,,"@AmazonHelp Is it possible to give someone a gift from the Kindle store in the UK, and have it delivered to their device? Seems it's possible for US customers but not available here? You're losing money if this isn't possible!",2,35.06697472240318,@AmazonHelp is it possible to give Amazon Prime membership as a gift in the U.K.?,"@199766 Hi Julianne, there's not a way to gift Amazon Prime in the UK. Let us know if you have any other questions! ^AB",2790638,2017-11-21 20:00:54+00:00
71,,"@AmazonHelp Is it possible to give someone a gift from the Kindle store in the UK, and have it delivered to their device? Seems it's possible for US customers but not available here? You're losing money if this isn't possible!",3,32.02096387211473,"@AmazonHelp hi team! I live in the UK, is it possible to buy a gift voucher for my parents in India? Can they spend in there? Thanks",@450229 Hi! https://t.co/ykTUEmdsQA vouchers can only be used on https://t.co/ykTUEmdsQA. More here: https://t.co/MCJB74NQIk ^BL,1420480,2017-10-16 17:23:35+00:00
71,,"@AmazonHelp Is it possible to give someone a gift from the Kindle store in the UK, and have it delivered to their device? Seems it's possible for US customers but not available here? You're losing money if this isn't possible!",4,30.6023278796865,@AmazonHelp is it possible for me to go and pick up a package that you're trying to deliver in the UK?,"@184614 Hey, what's going on exactly? Please don't provided any account specific or personal info! ^LB",287917,2017-10-06 15:14:52+00:00
71,,"@AmazonHelp Is it possible to give someone a gift from the Kindle store in the UK, and have it delivered to their device? Seems it's possible for US customers but not available here? You're losing money if this isn't possible!",5,30.122884148999642,@121284 Hello! Is it possible for me to add multiple Amazon accounts to my Echo Plus device?,@677881 Please contact us here: https://t.co/9mwpIdOzZn and we'll help you with the information accordingly. ^MO,2343958,2017-11-13 15:14:53+00:00
72,,"@AmazonHelp Hello, I retained my Amazon Prime subscription by paying ₹999 few days back. When can I expect the ₹500 voucher credited to my account?",1,22.18641399429864,@115850 @AmazonHelp I am contacting again for echo invitation. Already requested 10 days back. When can I expect it ?,"@322584 I understand your concern. We send a limited number of invitations each week to customers, so keep an eye on your inbox. ^AH",2167774,2017-10-29 04:02:38+00:00
72,,"@AmazonHelp Hello, I retained my Amazon Prime subscription by paying ₹999 few days back. When can I expect the ₹500 voucher credited to my account?",2,22.16994938977131,"@AmazonHelp Amazon , when can I expect my cashback ??",@709642 Please find all the updates for your order here: https://t.co/q9PXgBfHHW ^RW,2484023,2017-11-18 06:07:03+00:00
72,,"@AmazonHelp Hello, I retained my Amazon Prime subscription by paying ₹999 few days back. When can I expect the ₹500 voucher credited to my account?",3,21.65075963174515,"@115850 Hi, prime was available for 599/- per year few days back. Can you remind me when it will be back?",@120847 The actual price of the Prime membership is Rs. 999 and it was offered for Rs. 499 as introductory offer. Since the 1/2 ^AR,22193,2017-11-01 08:07:14+00:00
72,,"@AmazonHelp Hello, I retained my Amazon Prime subscription by paying ₹999 few days back. When can I expect the ₹500 voucher credited to my account?",4,21.65075963174515,"@115850 Hi, prime was available for 599/- per year few days back. Can you remind me when it will be back?",@120847 promotion has now expired the membership will cost Rs.999. 2/2^AR,22193,2017-11-01 08:07:14+00:00
72,,"@AmazonHelp Hello, I retained my Amazon Prime subscription by paying ₹999 few days back. When can I expect the ₹500 voucher credited to my account?",5,20.892969247630262,Already blown by your @119625  &amp; @115850 Prime services when can we expect Amazon Prime music in India,@281010 Happy to know that you like our services. We don't have any announcement for Prime Music yet. Please stay tuned. ^RI,1413388,2017-10-28 19:41:12+00:00
73,,They did this shit to me I️ brought a poster and I️t was a fucking pillow case as the poster 🙄🙄🙄😒 @AmazonHelp @115821 https://t.co/bhJKEkbqc8,1,30.595337360657492,ordered a poster off @115821 and the tube the poster is SUPPOSED to come with came in the mail EMPTY. cool!!!!,@823074 I'm sorry to hear about this! We'd like to see what our options are. Please reach us here: https://t.co/hApLpMlfHN ^LR,2984895,2017-10-31 21:22:47+00:00
