golden_example_id,rank,usefulness,actionability,reason
178,5,0,0,The messages are expressions of love and do not provide relevant information about a product or service issue.
179,1,1,0,closely related circumstance of delivery delays and value of Prime membership
179,2,1,0,closely related circumstance of Prime membership value and 2-day shipping
179,3,1,0,closely related circumstance of considering Amazon Prime value based on delivery issues
179,4,1,0,similar circumstance of delivery delays and a suggestion to check carrier performance.
179,5,1,0,closely related circumstance of Prime membership and delivery issues
18,1,1,0,closely related circumstance regarding availability of the app on Apple TV
18,2,1,0,closely related circumstance regarding availability on Apple TV
18,3,1,0,"both customers are inquiring about availability on Apple TV, indicating a similar circumstance."
18,4,1,0,closely related circumstance of requesting an app on a smart TV
18,5,1,0,closely related circumstance of asking about an app for Apple TV
180,1,1,0,closely related circumstance of customer dissatisfaction with customer service
180,2,1,0,similar complaint about being charged twice on an order
180,3,1,0,similar circumstance of multiple charges for one purchase
180,4,1,0,similar frustration with delayed shipping and potential miscommunication.
180,5,1,0,closely related circumstance of customer dissatisfaction and need for more details
181,1,0,0,The historical message and response do not provide relevant information about the current customer's issue.
181,2,0,0,The messages do not contain any relevant content and appear to be promotional or unrelated.
181,3,0,0,The historical interaction does not address a similar issue or provide relevant guidance.
181,4,0,0,The historical interaction does not provide relevant information about contacting AmazonHelp.
181,5,0,0,The URLs do not provide any relevant information about the customers' issues.
182,1,0,0,The historical interaction does not address payment discrepancies or refunds.
182,2,0,0,The historical message does not address the issue of partial refunds or tips.
182,3,1,0,similar complaint about delayed refund and request for assistance
182,4,0,0,The historical message is about tracking a refund and does not address the issue of a partial refund or tip.
182,5,0,0,The historical interaction does not address the specific issue of a partial refund and missing amount.
183,1,1,1,"Both customers are requesting a way to communicate, and the response provides a concrete action (sending an MD) to resolve the issue."
183,2,1,0,both customers are asking for a way to communicate privately.
183,3,1,0,"both customers are seeking assistance, indicating a similar need for communication."
183,4,2,1,"both customers initiated communication via MP, which is a similar circumstance."
183,5,0,0,The historical interaction is unrelated to the current customer's request for a phone call.
184,1,1,0,closely related circumstance of unresolved issues and customer dissatisfaction
184,2,1,0,closely related circumstance of unresolved issues
184,3,1,0,similar circumstance of ongoing issues with device performance over time
184,4,1,0,similar circumstance of unresolved issues and need for further action.
184,5,1,0,similar sentiment and context of poor customer service experience
185,1,2,1,两者都涉及收到疑似欺诈的短信，且已确认为诈骗。
185,2,2,1,两者都涉及了收到疑似欺诈的短信，且有进一步的防范建议。
185,3,2,1,两者都涉及收到疑似欺诈的短信，且历史案例提供了防范建议。
185,4,2,1,相同的的遭遇和防范措施相关，可以提供有用的信息和指导。
185,5,2,1,两者都涉及收到疑似欺诈的短信，且都进行了调查确认是诈骗。
186,1,1,0,相似的的情况涉及退款问题，虽然具体细节不同，但可以提供一些背景信息。
186,2,0,0,两者涉及的问题不同，一个是关于误配送退款延迟，另一个是关于未支付注册费用的诈骗信息。
186,3,0,0,当前客户的问题是关于退货后未收到退款，而历史客户的问题是关于未收到支付确认邮件，两者情况不同。
186,4,1,0,相似的的情况，涉及退货后未收到退款的问题，可以提供一些背景信息。
186,5,1,0,相似的的情况，但没有提供具体的解决方案或行动步骤。
187,1,1,0,closely related circumstance and similar support workflow
187,2,1,0,similar frustration with delivery issues and request for more information.
187,3,1,0,closely related circumstance of delayed delivery
187,4,2,1,same underlying issue of missed delivery on a guaranteed date and a request for assistance.
187,5,1,1,Both customers are experiencing repeated missed delivery dates and the historical response provides a link to check for updated delivery information.
188,1,0,0,The messages are compliments and do not provide relevant information about the issue.
188,2,0,0,The historical message does not provide relevant information about the customer's issue.
188,3,0,0,The historical message is too brief and does not provide any relevant information.
188,4,0,0,insufficient context and no relevant issue discussed.
188,5,0,0,The historical interaction does not provide any relevant information about the customer's issue.
189,1,1,0,similar frustration with customer service and multiple calls.
189,2,1,0,similar circumstance of waiting for customer care response
189,3,2,1,"Both customers have had multiple interactions with customer care and are experiencing long wait times, which provides context for the current customer's frustration."
189,4,1,0,similar frustration with customer service and multiple calls.
189,5,1,0,both customers experienced delays in customer service response and were frustrated with the lack of updates.
19,1,0,0,different product and issue.
19,2,0,0,different circumstances and no relevant issue.
19,3,0,0,The historical interaction is about receiving a gift voucher and does not address the current customer's issue with receiving an Amazon Echo.
19,4,0,0,different circumstances and no relevant issue.
19,5,0,0,The historical message is about phishing and does not relate to receiving an Amazon Echo as a gift.
190,1,1,0,similar circumstance of receiving damaged cat food
190,2,1,0,similar circumstance of shipping damage and potential impact on pets
190,3,2,1,"Both customers reported damaged cat food and sought assistance, indicating a similar issue."
190,4,1,1,"Both customers reported damaged items in their orders, and the response provided a link for return or replacement options."
190,5,1,0,similar circumstance of damaged product and need for replacement
191,1,0,0,当前客户的消息是关于疑似欺诈，而历史客户的消息是关于产品破损的问题，两者不相关。
191,2,2,1,same underlying issue of phishing email and similar advice on staying cautious.
191,3,1,0,相似的的情境，客户都怀疑是诈骗，但实际并非如此。
191,4,0,0,当前客户的消息是关于诈骗的指控，而历史客户的问题是关于地址输入错误导致订单未送达，两者不相关。
191,5,1,0,虽然当前客户的问题与历史客户的问题不同，但都涉及到系统问题，可能有相似的解决路径。
192,1,1,0,similar sentiment and engagement with the Treasure Truck program
192,2,1,0,closely related circumstance of receiving an item
192,3,1,0,closely related circumstance regarding Amazon Treasure Truck
192,4,0,0,"The historical interaction is about a broken link in a Treasure Truck text, which is unrelated to the current customer's message."
192,5,1,0,"similar sentiment and product context, though no specific issues or actions."
193,1,1,0,两者都涉及对亚马逊Prime会员身份的意外发现，虽然具体内容不同，但可以提供相似的上下文。
193,2,0,0,无相关问题，历史客户讨论的是亚马逊Prime会员的好处，而当前客户表达了对成为亚马逊Prime会员的担忧。
193,3,2,1,两者都涉及意外成为亚马逊Prime会员并被扣费的问题，历史客户和当前客户的情况相似，可以提供解决方法。
193,4,1,0,两者都涉及突然无法使用Prime Video的问题，虽然具体情境不同，但可以提供类似的支持流程。
193,5,1,0,相似的的情境，涉及亚马逊Prime的相关服务和体验，但没有具体的行动建议。
194,1,1,0,similar circumstance of multiple deliveries and potential theft
194,2,0,0,different product and issue.
194,3,1,0,closely related circumstance of delayed delivery
194,4,0,0,different product and different issue.
194,5,0,0,different delivery issues and no concrete actions provided
195,1,1,0,closely related circumstance of delayed delivery
195,2,1,0,similar circumstance of receiving incorrect item and seeking resolution
195,3,0,0,The historical interaction does not address the issue of receiving the wrong product.
195,4,0,0,different product and no mention of receiving the wrong item.
195,5,1,0,closely related circumstance of receiving a different product and needing to follow up with Amazon for resolution.
196,1,0,0,历史顾客的问题和当前顾客的问题不相关，一个是关于Kindle的注释功能，另一个是关于Kindle的阅读体验。
196,2,0,0,历史顾客的问题和当前顾客无关，讨论的是Kindle设备而非阅读问题。
196,3,0,0,historical customer's issue and current customer's issue are unrelated.
196,4,0,0,historical customer's message was about receiving a Kindle and not about reading issues.
196,5,0,0,当前客户的问题是关于Kindle阅读问题，而历史客户的问题是关于未知包裹的处理，两者不相关。
197,1,2,2,both customers have questions about what benefits they can get from Amazon Prime after accidental enrollment.
197,2,1,0,两者都涉及误将账户升级为Prime并询问相关功能，但历史交互没有提供具体操作步骤。
197,3,1,0,两者都涉及了关于亚马逊Prime的疑问，虽然具体问题不同，但可以提供一些背景信息。
197,4,1,0,两者都涉及误操作加入Amazon Prime的问题，虽然具体问题不同，但可以提供一些背景信息。
197,5,1,0,虽然历史客户的问题与当前客户不同，但涉及到Amazon Prime的自动续订问题，可以提供一些背景信息。
198,1,0,0,历史消息与当前客户的问题无关，一个是关于账户安全，另一个是关于包裹包装。
198,2,0,0,历史记录与当前客户的问题无关，没有提供相关帮助。
198,3,0,0,历史记录与当前客户的问题无关，涉及的是已下单商品未收到的情况，而非账户被滥用。
198,4,1,0,相似的的情境，涉及未知来源的包裹，可以提供参考信息。
198,5,0,0,两者涉及的问题完全不同，没有相关性。
199,1,1,0,closely related circumstance and similar support workflow
199,2,1,1,Both customers are seeking assistance and the response provides a similar request for details.
199,3,1,1,Both customers are seeking assistance and the response provides a similar troubleshooting step.
199,4,1,0,"both customers are seeking assistance, providing a similar context."
199,5,1,0,both customers are seeking help and the response asks for more details.
2,1,0,0,the historical message is about package delivery and not about picking up orders from a store or post box.
2,2,0,0,the historical interaction does not address pickup options.
2,3,0,0,the historical message is unrelated to the pickup options.
2,4,1,0,closely related circumstance of无人值守收货
2,5,0,0,"the historical customer's question is about canceling a Kindle book preorder, which is unrelated to picking up orders."
20,1,0,0,The historical interaction does not address the same issue or provide relevant information.
20,2,0,0,different issue with playback functionality.
20,3,0,0,different issue and no relevant information about the song or album.
20,4,0,0,The historical customer had a different issue about playback stopping after the first song.
20,5,0,0,different issue with wake word confusion.
200,1,1,1,similar timing of delivery issues and a recommended follow-up method
200,2,1,1,similar circumstances of delayed delivery and potential resolution
200,3,1,0,similar circumstance of delayed delivery and seeking resolution
200,4,1,0,closely related circumstance of package not arriving late at night
200,5,1,0,similar circumstance of package not arriving by expected time
21,1,1,1,"Both customers are requesting assistance from customer service, and the historical response provides a concrete action (using a link) to contact support."
21,2,1,0,similar request for customer service contact
21,3,1,1,"Both customers are seeking assistance from customer service, and the historical response provides a concrete action (link to contact customer support)."
21,4,0,0,The historical customer did not request or receive contact from customer service.
21,5,1,0,closely related circumstance of seeking assistance from customer service
22,1,1,0,similar circumstance of a delivery change and seeking assistance
22,2,1,0,similar circumstance of delayed delivery and seeking assistance
22,3,1,0,similar circumstance of delivery delay and need for carrier information
22,4,0,0,"The historical customer's situation is different as their order arrived later than expected, not being rescheduled."
22,5,1,0,similar circumstance of delivery date changes and potential delays.
23,1,0,0,different circumstances and issues.
23,2,1,0,similar complaint about delayed deliveries under Amazon Prime
23,3,1,0,"both customers express dissatisfaction with delivery service, indicating a recurring issue."
23,4,1,0,both customers complain about delivery issues and express dissatisfaction with one-day delivery promises.
23,5,1,0,closely related circumstance of delayed delivery
24,1,1,0,closely related circumstance of delivery issues
24,2,1,0,similar circumstance of repeated delivery failures and a request for further information.
24,3,1,0,similar circumstance of failed deliveries and a suggestion to contact support
24,4,2,1,same underlying issue of delivery failure and a request for assistance.
24,5,1,0,similar frustration with delivery delays and expectation of timely delivery
25,1,1,0,closely related circumstance of delivery issues and follow-up with the delivery team
25,2,1,0,closely related circumstance of delivery issues and need for customer assistance
25,3,1,0,closely related circumstance of delivery issues and need for customer service assistance
25,4,1,0,closely related circumstance of repeated delivery issues
25,5,1,0,similar frustration with delivery issues and a request for support
26,1,0,0,"The historical interaction does not provide relevant information about shopping in Tehran, Iran."
26,2,0,0,"The historical interaction does not address the current customer's request for assistance with shopping in Tehran, Iran."
26,3,1,0,closely related circumstance of international shopping issues
26,4,0,0,"The historical customer did not address the issue of shopping in Tehran, Iran."
26,5,0,0,"The historical message does not provide relevant information about shopping in Tehran, Iran."
27,1,0,0,The historical interaction does not address the same issue as the current customer.
27,2,0,0,The historical interaction does not address the same issue as the current customer.
27,3,0,0,The historical interaction does not address the same issue as the current customer.
27,4,0,0,"different issue related to delivery timing, not product functionality"
27,5,0,0,The historical message does not address any technical issues with the Dash Button.
28,1,2,0,both customers express frustration with delivery delays despite paying for Amazon Prime.
28,2,2,1,both customers express frustration with late deliveries despite paying for Prime and provide links to their orders.
28,3,2,1,"both customers express frustration with delayed deliveries despite paying for Prime membership, indicating a potential issue with delivery timelines."
28,4,2,1,both customers express frustration with delayed deliveries despite ordering with Prime and provide similar context.
28,5,1,1,both customers express disappointment with delayed delivery and the historical response provides a link to track the order.
29,1,1,0,closely related circumstance of delivery delay and prime membership
29,2,1,0,closely related circumstance of delayed Prime delivery
29,3,1,0,similar circumstance of delayed delivery and potential carrier issue
29,4,2,1,both customers experienced delays in filament orders from Prime and the historical customer received a request for tracking information.
29,5,1,0,similar circumstance of delayed delivery and providing a link to check the delivery date
3,1,1,0,similar circumstance of delivery issues and request for more information
3,2,1,0,closely related circumstance and similar troubleshooting context
3,3,1,0,similar circumstance of an order being out for delivery but not received
3,4,1,0,similar circumstance of missed delivery notifications
3,5,1,0,similar circumstance of package delivery and timing
30,1,0,0,"the historical interaction is about a charge issue with Audible, not about purchasing an annual membership."
30,2,0,0,The historical interaction does not address the issue of purchasing an annual membership or free trial.
30,3,1,0,similar circumstance of a free trial being charged unexpectedly
30,4,1,0,closely related circumstance of being on a free trial without knowing it
30,5,0,0,The historical interaction is about a different service (Prime) and does not address the issue of purchasing an annual membership.
31,1,2,0,same underlying issue of quick delivery
31,2,1,0,closely related circumstance of timely delivery
31,3,1,0,closely related circumstance of early delivery
31,4,2,0,same underlying issue of unexpected quick delivery
31,5,0,0,no relevant information about delivery time or issues.
32,1,1,0,"both customers praise the customer service, indicating a positive experience."
32,2,1,0,similar positive feedback on customer service
32,3,2,0,both customers had positive experiences with quick resolution and excellent service.
32,4,1,0,similar positive feedback and appreciation context
32,5,0,0,no relevant issue or solution discussed.
33,1,1,0,similar sentiment and context of waiting for delivery
33,2,1,0,similar sentiment and circumstance of a happy delivery receipt
33,3,1,0,similar positive experience with the product
33,4,1,0,closely related circumstance of package arrival
33,5,1,0,similar circumstance of package arrival
34,1,0,0,The historical message is about needing a product and does not relate to the current customer's query about Amazon Prime.
34,2,0,0,The historical interaction does not address a problem and is unrelated to the current customer's query.
34,3,1,0,closely related circumstance of subscription and cancellation
34,4,0,0,"The current customer is inquiring about Amazon Prime benefits, while the historical customer had issues with delivery times."
34,5,0,0,The historical interaction is unrelated to the current customer's query about Amazon Prime.
35,1,1,0,closely related circumstance of subtitle issues
35,2,1,0,closely related circumstance of subtitle availability
35,3,1,0,similar troubleshooting steps for missing subtitles
35,4,1,0,similar troubleshooting for missing subtitles
35,5,0,0,The historical interaction is about subtitles for a different show and does not address the specific issue of missing subtitles.
36,1,2,1,"The historical interaction shows how to provide a complaint and offers multiple contact options, which is relevant to the current customer's request."
36,2,2,1,"Both customers are seeking an email address to make a complaint, and the historical response provides a concrete solution."
36,3,2,2,"Both customers are seeking an email address to submit a formal complaint, and the historical response provides a concrete solution."
36,4,2,1,"Both customers are seeking an email address to make a complaint, and the response provides a link to contact Amazon."
36,5,2,2,"Both customers are seeking a way to make a complaint, and the historical response provides a concrete action (contacting through a specific link or DM)."
37,1,0,0,"The historical issue is about non-delivery of packages, not about receiving incorrect quantities."
37,2,0,0,different product quantity and no mention of missing items.
37,3,0,0,The historical customer received the correct order and did not mention any issues with quantity.
37,4,0,0,The historical interaction does not address the issue of receiving the wrong quantity.
37,5,0,0,The historical message does not provide relevant information about the quantity issue.
38,1,1,0,closely related circumstance of waiting for a call
38,2,1,0,similar circumstance of waiting for a package
38,3,0,0,no relevant issue or resolution related to package delivery.
38,4,1,0,closely related circumstance of waiting for delivery
38,5,1,0,closely related circumstance of waiting for a package
39,1,2,1,"The historical interaction addresses a similar delivery delay issue and prompts the customer to check the delivery date, which could be applicable to the current customer."
39,2,1,0,closely related circumstance of delayed delivery
39,3,2,1,"Both customers are experiencing delayed delivery and seeking next steps, which suggests contacting customer service for options."
39,4,1,0,closely related circumstance of missing delivery
39,5,1,0,closely related circumstance of delayed Prime One Day Delivery
4,1,1,0,"both customers express frustration with delivery updates and lack of photos, indicating a similar issue."
4,2,0,0,The historical interaction is about a different issue of non-delivery attempts without an actual attempt.
4,3,1,0,closely related circumstance of delivery team marking orders as delivered without accuracy
4,4,1,0,both customers complain about lack of delivery confirmation photos when packages are missing.
4,5,0,0,The historical interaction does not address the issue of missing delivery photos.
40,1,0,0,different issue related to reading content vs using table of contents.
40,2,1,0,closely related circumstance of reading issues with e-books
40,3,0,0,"the historical message is about purchasing issues, not using the table of contents."
40,4,0,0,The historical interaction does not provide any information about using the table of contents or resolving reading issues.
40,5,0,0,The historical interaction does not address the use of a table of contents or reading issues.
41,1,2,1,Both customers are experiencing delays in delivery and seeking clarification on the expected delivery time.
41,2,1,0,both customers are experiencing delays in 2-day shipping and seeking clarification.
41,3,1,0,closely related circumstance and similar misunderstanding about Amazon Prime delivery times
41,4,1,0,closely related circumstance and similar support workflow
41,5,2,1,"It addresses the customer's confusion about the difference between Amazon Prime and Amazon Logistics, which is relevant to the current customer's issue."
42,1,1,0,both customers are asking about the likelihood of delivery during a specific time when they won't be home.
42,2,1,0,closely related circumstance of missing delivery due to absence
42,3,1,0,closely related circumstance of delivery
42,4,0,0,"the current customer is concerned about delivery time, while the historical customer complained about the wrong address."
42,5,0,0,the historical message is about a delivery person and does not address the customer's concern about delivery timing.
43,1,1,0,closely related circumstance of delivery issues
43,2,0,0,the historical message does not address the issue of unavailable items for delivery.
43,3,1,0,closely related circumstance of delivery issues
43,4,0,0,"The historical customer's issue is about weekend deliveries, not availability for next-day delivery."
43,5,1,0,closely related circumstance of delayed delivery
44,1,1,0,closely related circumstance of delayed delivery
44,2,1,0,closely related circumstance of delivery time changes
44,3,1,0,closely related circumstance of delayed delivery options
44,4,1,0,both customers are experiencing delayed deliveries and are concerned about the change in delivery times.
44,5,1,0,closely related circumstance of Prime shipping delays
45,1,1,0,similar circumstance of unexpected packaging
45,2,1,0,similar circumstance of surprise gifts not being in boxes
45,3,1,1,"Both customers received gifts without proper packaging, which is a similar issue."
45,4,2,1,"both customers complained about lack of packaging for a Christmas gift delivery, which is a similar underlying issue."
45,5,1,0,closely related circumstance of a package not being boxed
46,1,1,0,similar frustration with delivery issues and need for resolution
46,2,1,0,similar circumstance of delivery failure due to address issues
46,3,1,0,closely related circumstance of delivery issues and lack of access
46,4,0,0,The historical interaction does not address the issue of the courier failing to gain access to the property.
46,5,0,0,different underlying issue with no safe place specified.
47,1,1,0,both customers expressed dissatisfaction with the customer service experience.
47,2,1,0,closely related circumstance of customer dissatisfaction
47,3,1,0,closely related circumstance of impatience
47,4,1,0,similar sentiment about poor customer service experience
47,5,1,0,similar frustration and request for more details
48,1,1,0,similar frustration with delayed packages and potential for further investigation into the issue.
48,2,1,0,closely related circumstance of delivery issues and similar frustration with shipping delays
48,3,1,0,closely related circumstance of package delays and Amazon Prime subscription
48,4,1,0,similar circumstance of package delays and a request for carrier information
48,5,1,0,closely related circumstance of package delays
49,1,0,0,different issue related to delivery date
49,2,1,0,similar circumstance of ordering a device and waiting for delivery
49,3,0,0,different issue with no actionable steps.
49,4,0,0,different issue related to order tracking.
49,5,1,0,closely related circumstance of placing an order
5,1,1,0,similar circumstance of eagerly waiting for a product release
5,2,0,0,The historical message does not provide relevant information about the @119625 series.
5,3,0,0,"The historical interaction is about waiting for a second episode, not about receiving a product."
5,4,0,0,The historical interaction does not address the same issue or provide relevant information.
5,5,1,0,similar circumstance of eagerly waiting for new content
50,1,1,0,closely related circumstance of delivery issues with Intelecom
50,2,2,1,both customers are experiencing issues with Intelcom deliveries and seeking resolution.
50,3,2,1,"both customers express dissatisfaction with Intelcom deliveries and suggest stopping their use, which is relevant to the current customer's issue."
50,4,2,1,"Both customers are dissatisfied with Intelcom deliveries and have multiple undelivered orders, indicating a similar underlying issue."
50,5,0,0,The historical interaction does not address delivery issues or Intelecom.
51,1,1,0,similar complaint about delivery delay and need for investigation.
51,2,1,0,similar frustration with delivery issues and seeking resolution.
51,3,1,0,both customers are experiencing delayed delivery and seeking resolution.
51,4,1,0,similar complaint about delivery issues and lack of service quality.
51,5,1,0,similar circumstance of delayed delivery without updates
52,1,1,0,similar circumstance of missing package and need for resolution
52,2,0,0,The historical customer did not mention any specific issues or solutions regarding a missing package.
52,3,1,0,similar circumstance of missing package and difficulty contacting customer service
52,4,1,0,similar circumstance of unresolved missing package and multiple interactions with customer service.
52,5,1,0,similar frustration with customer service and lack of resolution
53,1,1,0,closely related circumstance and similar support workflow
53,2,0,0,different feature request and no relevant information about adding Echo to multiple groups.
53,3,1,0,closely related circumstance of managing multiple Echo devices in a multi-room setup
53,4,0,0,"the historical interaction is about registering an Echo to an account with multiple user profiles, not about adding an Echo to multiple multi-room music groups."
53,5,0,0,"the historical question is about scheduling playlists, not adding Echo to multiple groups."
54,1,1,0,similar circumstance of delivery issues and request for reporting the issue.
54,2,1,0,similar circumstance of delayed delivery and request for tracking details
54,3,1,0,closely related circumstance of missed delivery date
54,4,1,0,closely related circumstance of delayed delivery
54,5,1,0,similar circumstance of late delivery and seeking assistance
55,1,1,1,Both customers are facing issues placing an order and have tried multiple times without success.
55,2,1,0,similar troubleshooting for order issues
55,3,1,0,similar circumstance of order issues and lack of communication
55,4,0,0,The historical customer did not have an issue placing an order.
55,5,0,0,"The historical customer's issue is about delivery address, not placing an order."
56,1,1,0,closely related circumstance of delivery issues due to weather
56,2,0,0,different sentiment and unrelated context about delivery timing.
56,3,1,0,closely related circumstance of delivery attempts
56,4,2,1,both customers express positive sentiment about Amazon delivery and the courier service
56,5,1,0,closely related circumstance of delivery and sorting by Amazon
57,1,0,0,different issue with unrelated symptoms.
57,2,1,0,similar troubleshooting steps were taken by both customers.
57,3,1,0,similar troubleshooting for device unresponsiveness
57,4,0,0,The historical customer did not provide specific details about their issue or receive any concrete advice.
57,5,0,0,the historical interaction does not provide specific information about technical issues.
58,1,1,0,closely related circumstance of late delivery under Prime membership
58,2,1,0,"both customers express frustration with late deliveries and lack of delivery despite being home, indicating a similar underlying issue."
58,3,2,1,Both customers express frustration with late deliveries despite having a Prime membership and mention the need to check order status.
58,4,1,1,"Both customers are concerned about late deliveries despite being Prime members, and the historical response suggests checking the delivery date from the confirmation email."
58,5,1,0,similar frustration with late deliveries and explanation of Two-Day shipping conditions.
59,1,1,0,similar circumstance of stolen package and seeking resolution
59,2,1,0,similar circumstance of a stolen package and seeking help
59,3,1,0,similar circumstance of stolen package and seeking resolution
59,4,1,0,similar circumstance of stolen package and providing advice
59,5,1,0,"both customers experienced package theft and expressed frustration, though the historical case does not provide specific actions."
6,1,1,0,similar complaint about delivery service and seeking resolution
6,2,1,0,similar complaint about delivery service and unprofessional behavior.
6,3,0,0,the historical message does not address a similar issue or provide relevant context.
6,4,1,0,similar frustration with delivery service and request for improvement.
6,5,1,0,similar complaint about delivery agent behavior and unprofessionalism
60,1,2,1,"Both customers experienced multiple issues with incorrect products being delivered, indicating a recurring problem. The historical response provides a link for the customer to share details for further investigation."
60,2,1,0,similar negative experience with Amazon India and a request for assistance.
60,3,0,0,The historical customer did not mention any issues with order delivery and the response does not provide any actionable information.
60,4,1,0,similar complaint about delivery issues in India
60,5,1,0,closely related circumstance of multiple bad experiences
61,1,1,0,closely related circumstance and similar customer concern
61,2,1,0,similar complaint about the absence of a POS machine and forced cash payment.
61,3,1,0,closely related circumstance regarding cash payment options
61,4,1,0,closely related circumstance of delivery without a POS machine
61,5,1,0,similar circumstance of cash-only payment and need for reporting
62,1,0,0,the historical interaction does not address the delivery schedule concern.
62,2,1,0,closely related circumstance of ordering and delivery time
62,3,0,0,different issue regarding book availability and adding to cart.
62,4,1,0,similar context of purchasing and receiving items on different days.
62,5,0,0,no relevant information about delivery schedule
63,1,1,0,similar circumstance of ordering a gift for someone else
63,2,0,0,The historical interaction does not address an order issue.
63,3,1,0,similar complaint about receiving the wrong item
63,4,0,0,"the historical message is about gift wrapping, not packaging."
63,5,0,0,"the current issue is about receiving the wrong item, not about excess packaging."
64,1,1,0,closely related circumstance of receiving incorrect items
64,2,0,0,different product and no mention of incorrect delivery.
64,3,0,0,different product and issue.
64,4,1,0,similar circumstance of receiving incorrect items
64,5,1,0,similar circumstance of receiving incorrect item
65,1,1,0,similar circumstance of delayed delivery and lack of communication from courier
65,2,1,0,similar circumstance of delayed delivery and seeking assistance
65,3,1,0,closely related circumstance of delayed delivery with Intelcom
65,4,1,1,similar circumstance of delayed delivery and suggested contact method
65,5,1,0,similar troubleshooting of non-responsive delivery attempts
66,1,1,0,closely related circumstance of delivery issues over multiple days
66,2,1,0,closely related circumstance of delivery issues and lack of clear communication
66,3,1,0,similar circumstance of repeated delivery failures and request for further investigation.
66,4,1,0,closely related circumstance of delivery failure due to contact issues
66,5,2,1,both customers are experiencing delivery issues and the historical response provides a link for reporting the issue.
67,1,1,1,similar circumstances of delayed delivery and confusion about expected arrival date
67,2,1,1,similar confusion about Two-Day Shipping and Prime membership benefits
67,3,1,0,similar circumstance of shipping delays and processing time
67,4,1,0,similar confusion about two-day shipping and the timing of delivery
67,5,2,1,same underlying issue of conflicting delivery dates and request for confirmation details.
68,1,1,0,"both customers are experiencing account blockage issues, though the historical customer did not mention confirming their account."
68,2,1,0,closely related circumstance of account being blocked without reason
68,3,0,0,The historical message does not address account blocking issues.
68,4,0,0,different issue (account block vs. delivery delay)
68,5,1,0,closely related circumstance of account being blocked
69,1,0,0,The current customer is discussing a purchase with discounts and not about a missing order.
69,2,0,0,"The historical customer's issue is about an extra shipping charge and missing package, which is unrelated to the current customer's message about discounts and purchases."
69,3,0,0,The historical message is about finding a desired product and does not address a purchase or discount issue.
69,4,0,0,"The historical customer had issues with non-delivery of products, which is different from the current customer's context of making a purchase with discounts."
69,5,0,0,"The current customer is discussing discounts and a purchase, while the historical customer is talking about ordering books."
7,1,1,0,similar circumstance of account lockout due to payment information issues
7,2,1,0,closely related circumstance of account being locked
7,3,1,0,similar troubleshooting of account lockout issues
7,4,1,0,closely related circumstance of account being locked and needing to provide verification
7,5,1,1,"Both customers were locked out of their accounts, and the historical response suggests checking for emails from the accounts team."
70,1,1,0,closely related circumstance of missing tracking information
70,2,1,0,similar circumstance of a missing collection location
70,3,1,0,closely related circumstance of waiting for collection
70,4,1,0,similar circumstance of waiting for collection and seeking assistance.
70,5,0,0,different underlying issue with package location.
71,1,0,0,The historical interaction does not address the current customer's question about gifting in the UK.
71,2,1,0,closely related circumstance of sending gifts across countries
71,3,0,0,The historical interaction is about ordering from a different country and does not address gift delivery.
71,4,0,0,"the historical interaction is about gifting Amazon Prime, not Kindle gifts."
71,5,1,0,closely related circumstance of buying gifts/vouchers in the UK
72,1,1,0,similar circumstance of expecting a cash back after renewing Prime membership
72,2,0,0,"The historical customer's issue is about receiving a partial voucher amount, not about expecting a voucher after retaining a subscription."
72,3,1,0,similar circumstance of expecting a voucher after renewing subscription
72,4,1,0,closely related circumstance of a voucher and payment for Amazon Prime subscription
72,5,0,0,"The historical customer's issue is about losing Prime membership, not about receiving a voucher."
73,1,1,1,"Both customers experienced issues with their poster arriving incorrectly and sought a resolution, which may guide the current customer on next steps."
73,2,2,1,same underlying issue of receiving the wrong product (pillow case instead of poster)
73,3,1,0,similar complaint about receiving incorrect items
73,4,2,1,"The historical customer received a refund and kept a different item, which is a similar situation where the product received was incorrect."
73,5,1,1,"Both customers received damaged items and were seeking resolution, making the historical interaction somewhat useful."
74,1,1,0,similar frustration with next-day delivery and expectation of prompt resolution
74,2,2,1,"Both customers are experiencing delays with next-day delivery as a Prime member, and the historical response suggests checking for an updated delivery date."
74,3,2,1,"Both customers express dissatisfaction with next-day delivery delays and seek resolution, providing context for the current customer's expectations."
74,4,1,0,similar complaint about next-day delivery delays and frustration with delivery times
74,5,1,0,closely related circumstance of next day delivery expectations
75,1,0,0,The historical interaction is about a smaller credit amount and does not address the refusal of credit.
75,2,1,0,closely related circumstance of receiving a credit and being refused
75,3,0,0,The historical interaction does not address the issue of receiving a credit and the refusal of that credit.
75,4,1,0,closely related circumstance of credit issues and need for further assistance
75,5,0,0,"The historical customer did not receive a credit and the current customer is refusing a credit, which are different scenarios."
76,1,1,0,similar circumstance of delivery issues and lack of package
76,2,1,0,closely related circumstance of repeated delivery issues
76,3,0,0,the historical interaction does not address the same issue as the current customer.
76,4,0,0,different issue of package delivery delay vs. driver presence
76,5,0,0,The historical message does not address a similar issue or provide relevant context.
77,1,1,0,similar frustration with fraudulent deliveries and Prime service issues.
77,2,1,0,similar circumstance of fraud and unresolved delivery issues
77,3,1,0,similar frustration with Prime delivery issues and seeking assistance
77,4,1,0,similar complaint about fraud and unfulfilled delivery
77,5,1,0,similar frustration with fraudulent delivery attempts and a request for details to resolve the issue.
