golden_example_id,rank,query,customer_tweet_id,conversation_root,historical_customer_text,brand_response,dense_score
29,2,Ugh. Back to the time now where filament orders from @115821 prime now take 3days to deliver,2019941,2019941,I literally can't recall the last time an @115821 Prime order of mine was actually delivered in 2 days.,@597334 So sorry for the troubles! Is it one carrier that this keeps happening with? You can check here: https://t.co/Y5jpI9gRhE ^TH,0.6648556590080261
29,3,Ugh. Back to the time now where filament orders from @115821 prime now take 3days to deliver,644771,644771,Two deliveries recently from @115821 Prime haven't been delivered until 2 days later 🤔,"@273033 Oh no! I'm really sorry for the frustration, Tom. We'd like to help if we can! Please reach out to us via phone or chat here: https://t.co/JzP7hlA23B ^AJ",0.6591150760650635
29,4,Ugh. Back to the time now where filament orders from @115821 prime now take 3days to deliver,2706762,2706762,Stinks to pay for @115821 prime when the last 3 orders have had shipping delays with items eligible for prime. 😐,"@760160 Brandon, I'm sorry to hear your shipping experience has been less than awesome. Without providing personal account details, have you contacted phone support regarding your deliveries? Is there an order that is still delayed at this time? ^SY",0.6565803289413452
29,5,Ugh. Back to the time now where filament orders from @115821 prime now take 3days to deliver,2429478,2429478,"So when did @115821 Prime shipping turn into 3 days? Everything I've been ordering lately has taken more than 2 days. Ordered today, Tuesday, and won't be delivered until Friday?","@697473 So sorry for the frustrations, Josh! Some items do have a longer processing time than others. Prime 2 day shipping is 2 business days from the day the package has been dispatched. You can find some helpful info here: https://t.co/WONkCsyMv3 ^AD",0.6517935991287231
30,1,"@JetBlue @115821 I don't see a place to purchase an annual membership, only a free trial. Do I start the free trial and get credited the points once the trial is over and I'm charged for the annual membership?",1768923,1768924,@AmazonHelp I have logged in and it says I’m no longer a prime member (because you guys cancelled it for me). I was never a member though and it was just a random charge. I wasn’t on a free trial either which is why I’m confused by the payment being taken. Is the free trial a year?,@531830 Please reach out directly by phone/chat to us here: https://t.co/JzP7hlA23B so that we can take a closer look. ^TN,0.604324221611023
30,2,"@JetBlue @115821 I don't see a place to purchase an annual membership, only a free trial. Do I start the free trial and get credited the points once the trial is over and I'm charged for the annual membership?",2369599,2369600,"@AmazonHelp I'm not a member, I had a free 30 day trial. Do I use the same option?",@509996 That is correct! Let us know if you need additional assistance. ^BE,0.5804920792579651
30,3,"@JetBlue @115821 I don't see a place to purchase an annual membership, only a free trial. Do I start the free trial and get credited the points once the trial is over and I'm charged for the annual membership?",813276,813276,@116618 Can I get a free trial?,"@313798 Hey, check out https://t.co/vvIMqF7Auw &amp; click the “Start your 30-Day free trial” button on the right. Hope this helps! ^PF",0.5731745362281799
30,4,"@JetBlue @115821 I don't see a place to purchase an annual membership, only a free trial. Do I start the free trial and get credited the points once the trial is over and I'm charged for the annual membership?",1001082,1001082,Help @AmazonHelp ! I tried to sign up for a Prime trial but I think it's automatically charged for the year!!,"@356998 I'm sorry for the trouble. We can help, contact us by phone or chat: https://t.co/JzP7hlA23B ^MG",0.5641075968742371
30,5,"@JetBlue @115821 I don't see a place to purchase an annual membership, only a free trial. Do I start the free trial and get credited the points once the trial is over and I'm charged for the annual membership?",802317,802318,@116618 Is it free with a prime membership?,@311188 Yes! Streaming is included with a membership to Amazon Prime! ^GR,0.5606831312179565
31,1,"ACORDEI E 2 MINUTOS DEPOIS CHEGARAM OS MEUS LIVROS! 
OBRIGADA @117086",2781898,2781898,CHEGARAM TODOS OS MEUS LIVROS DA @117086 !!! https://t.co/kvRFeXMzI0,"@776885 Olá Roberto! 😱Ficamos felizes demais de saber que você já recebeu o seu pedido!🎉🎉🎉 Conta para gente, qual deles vai ler primeiro? ^HC https://t.co/qeNeONkLti",0.7630955576896667
31,2,"ACORDEI E 2 MINUTOS DEPOIS CHEGARAM OS MEUS LIVROS! 
OBRIGADA @117086",751294,751294,"Vei, cadê os meus livros que não chegaram até hoje? @117086",@299568 Olá! Qual é a data de entrega do seu pedido? ^JJ,0.7281312346458435
31,3,"ACORDEI E 2 MINUTOS DEPOIS CHEGARAM OS MEUS LIVROS! 
OBRIGADA @117086",2260753,2260753,"@117086 eu te amo ❤️ meus livros chegam rápido, são baratos e ainda manda descontinho pra compartilhar com os amigos",@658265 Olá! Saiba que o amor é mútuo. Só o melhor para nossos clientes brasileiros! &lt;3 ^CR,0.7231403589248657
31,4,"ACORDEI E 2 MINUTOS DEPOIS CHEGARAM OS MEUS LIVROS! 
OBRIGADA @117086",114352,114352,"A @117086 é coisa de louco, encomendei uns livros ontem e já chegaram!","@141419 Olá! Conte para nós, quais livros você comprou?. Ficamos curiosos. 🤔 ^NB",0.7080425024032593
31,5,"ACORDEI E 2 MINUTOS DEPOIS CHEGARAM OS MEUS LIVROS! 
OBRIGADA @117086",270638,270638,Comprei uns livros essa semana...chegaram rápido e em ótimo estado. @117086 obrigado! 😀,@180544 É porque a gente tenta entregar o mais rápido possível só para te ver feliz! ❤️😍 Compartilha uma foto do pedidido com a gente!^VM https://t.co/PWNB2QFiuD,0.706550121307373
32,1,@115830 Thank you for the best experience with your online help team. Excellent service and they sorted the issues I had 👍🏼🎉,1245915,1245915,@115821 thank you for the terrible experience I had trying to resolve an issue with customer service. Horrible way to solve a problem. Smh,"@412283 I'm sorry for the poor experience! Without providing account details, can you tell us about the problem you're having? ^WT",0.8404167294502258
32,2,@115830 Thank you for the best experience with your online help team. Excellent service and they sorted the issues I had 👍🏼🎉,1105602,1105602,@115821 Thank you for being so easy to deal with and giving me my refund. Customer service is big for me. You awesome.,@380905 Yay! We strive to make sure all of our customer's feel supported. Have a great evening! ^AR,0.8387665748596191
32,3,@115830 Thank you for the best experience with your online help team. Excellent service and they sorted the issues I had 👍🏼🎉,1046075,1046075,@115821 your customer support are amazing 😊 don't believe how quick my problem was sorted,@367293 That's nice to hear. Glad they were able to help you. ☺️^PK,0.8346890211105347
32,4,@115830 Thank you for the best experience with your online help team. Excellent service and they sorted the issues I had 👍🏼🎉,1144992,1144992,@115821 thank you for being so helpful and kind on the phone! It's nice to run into good customer service.,"@389476 Thank you for sharing your experience with us! Please, be sure to leave feedback in the e-mail survey that was sent post-call. ^JE",0.826535165309906
32,5,@115830 Thank you for the best experience with your online help team. Excellent service and they sorted the issues I had 👍🏼🎉,1254189,1254189,"@115830 newbie ish user, excellent customer service from your staff today, thank!! @126595 awesome customer service as ever!!","@414186 Oh no, what happened? ^AS",0.8110579252243042
33,1,"AE MEU @117634 finalmente chegou, apaixonado demais.

@115821 @117086 https://t.co/xz6foHGT02",13177,13177,Meu bebê chegou. Obrigado @117086 💙 https://t.co/I3fqrg94Fb,"@118707 Que notícia boa, Luiz! Fiquei curioso... O que contém esse pacote? 🤔 ^CR https://t.co/DtVI16kHN1",0.7610464096069336
33,2,"AE MEU @117634 finalmente chegou, apaixonado demais.

@115821 @117086 https://t.co/xz6foHGT02",2201810,2201810,chegou meus livros @115821 te amo,"@643912 Só amor para você, Sarai 💖 Quais livros você recebeu hoje? ^LG",0.7357430458068848
33,3,"AE MEU @117634 finalmente chegou, apaixonado demais.

@115821 @117086 https://t.co/xz6foHGT02",845632,845632,Chegou hoje @117086! Amei ❤❤ Obrigada :) https://t.co/c6M09HBqnb,"@321005 Adoramos a fotinho, Leila 😊 Tomara que curta muito da leitura 💕 ^LG",0.7355557680130005
33,4,"AE MEU @117634 finalmente chegou, apaixonado demais.

@115821 @117086 https://t.co/xz6foHGT02",2347771,2347771,"Gente, a @117086 não está pra brincadeira msm hein! Comprei no dia 11 e já chegou! 👏👏👏👏 https://t.co/ct9meGXTtF","@678736 Nossa!😱 Ficamos felizes de saber que você já recebeu o seu pedido! Me diga, que você comprou?🤔 ^HC https://t.co/Z1Bsog2ZH7",0.7208710312843323
33,5,"AE MEU @117634 finalmente chegou, apaixonado demais.

@115821 @117086 https://t.co/xz6foHGT02",2122312,2122312,Chegou em menos de 24h! Valeu @117086 https://t.co/b8QWWGblZM,@625256 Olá Dani! Nossa!😱 Que emoção!😁 Já você começou a leitura? ^HC https://t.co/PN8zbwVbQM,0.7187367081642151
34,1,Cómo pude vivir tanto tiempo sin @116875 prime? No lo entiendo.,427324,427324,@116928 deberíais aseguraros de que @135806 no manche vuestros envíos porque no pagamos el prime para que llegue como ordinario..,"@216642 Hola, Dylan, lamento este inconveniente, ¿ Podrías informarme si tienes algún pedido pendiente de entrega? ^AZ",0.7091212272644043
34,2,Cómo pude vivir tanto tiempo sin @116875 prime? No lo entiendo.,1043605,1043605,"Primera decepción con @116928 desde que tengo Prime. Un pedido hecho el pasado miércoles y sigue en el limbo. De @80 ya mejor ni hablar, pa' qué","@322588 Hola Carlos,¿Cual es la fecha de entrega del pedido?¿Provenía directamente de Amazon o de un vendedor Marketplace? ^JD",0.7021855115890503
34,3,Cómo pude vivir tanto tiempo sin @116875 prime? No lo entiendo.,248141,248141,"@135806 hola, primer pedido que hago a @116928 PRIME y hay incidencia (casualidad) a las 20:56 de hoy. Servicio muy deficiente.","@174951 Hola, Benja. Sin compartir el número de pedido, ¿podrías darnos más detalles de lo ocurrido? ^CR",0.6984813213348389
34,4,Cómo pude vivir tanto tiempo sin @116875 prime? No lo entiendo.,1254196,1254196,"Hacerme @116928 prime y que los pedidos empiecen a llegarme tarde, a sido todo uno... 😣","@414187 Hola, lamentamos lo sucedido. ¿Actualmente tienes algún pedido pendiente de entrega? ^AV",0.6919699311256409
34,5,Cómo pude vivir tanto tiempo sin @116875 prime? No lo entiendo.,255744,255744,@116875 ¿Que procede si me hicieron un cobro automatico de Prime y mi cuenta lleva bloqueada hace tiempo?,"@176828 Hola Rodrigo, sentimos el inconveniente. Contacta a Soporte al Cliente por este enlace para reportarlo: https://t.co/xZbNbGdVxb. ^DA",0.6903105974197388
35,1,"@117795 Hello we do not have dutch subtitles on downtown abbey season 6 episode 3, can you help please.",972599,972599,@119625 Hi. Several anime series have no english subtitles. Please check.,"@170158 Could you please provide us the names of the anime series, so we could escalate it to the concerned department to look into it.^SF",0.6526010036468506
35,2,"@117795 Hello we do not have dutch subtitles on downtown abbey season 6 episode 3, can you help please.",1089202,1089202,@119625 Can we expect eng subtitles for #DowntownAbbey Season 1?,@376962 We've forwarded your concern to the internal team to get it reviewed. ^PS,0.638648509979248
35,3,"@117795 Hello we do not have dutch subtitles on downtown abbey season 6 episode 3, can you help please.",2278641,2278641,"@129773 hello, why are there no subtitles for 'welcome to ballroom' episode 19? Cheers.","@662535 I'm sorry for the trouble, Maya! I can see that subtitles should be available for all episodes in Season 1 of Welcome to the Ballroom. Have you tried uninstalling and reinstalling the app or restarting your device? Please let us know! ^SD",0.6372251510620117
35,4,"@117795 Hello we do not have dutch subtitles on downtown abbey season 6 episode 3, can you help please.",793925,793925,@119625 hi. No English subtitles in the anime Blood Lad.,@170158 Could you let us know whether you have enabled the sub titles option? ^OS,0.6167587637901306
35,5,"@117795 Hello we do not have dutch subtitles on downtown abbey season 6 episode 3, can you help please.",321110,321110,No subtitles for some movies -_- @119625,@190653 Could you let us know which movies are missing the subtitles? ^HA,0.6132519245147705
36,1,@AmazonHelp I have a huge complaint to make... can I be provided with an email address to do so? Thanks,1693693,1693701,@AmazonHelp Can you please supply me with an email address to make a formal complaint? Thanks.,@220654 The link ^AR provided above will allow you to contact us via e-mail as well as phone or chat. ^JO,0.9024278521537781
36,2,@AmazonHelp I have a huge complaint to make... can I be provided with an email address to do so? Thanks,2318884,2318880,@AmazonHelp I would like an email address to make an official complaint as no one I speak to will let me have one,"@672174 Sorry to hear this! What insight was given when you initially contacted us? Was your item shipped by Amazon or a third party seller? We're here to help! If you still would like to contact us by email, you can do so here: https://t.co/JzP7hlA23B ^JY",0.8986495137214661
36,3,@AmazonHelp I have a huge complaint to make... can I be provided with an email address to do so? Thanks,2622462,2622465,@AmazonHelp Do you have a dedicated complaint email address outside of the site please,"@740901 The best place to leave any order feedback would be at the link provided by ^NM. By using the link, we can ensure the feedback is escalated to the appropriate team for you. ^TH",0.8965544700622559
36,4,@AmazonHelp I have a huge complaint to make... can I be provided with an email address to do so? Thanks,1043021,1043021,@AmazonHelp Could I get a message please? I’ve got a complaint to make,@366643 Hi Ant. You can get in touch with us to lodge your complaint via this link: https://t.co/JzP7hlA23B ^DC,0.8894278407096863
36,5,@AmazonHelp I have a huge complaint to make... can I be provided with an email address to do so? Thanks,1525036,1525024,"@AmazonHelp Nope no email, can I have a email address for your customer services or complaints department?",@473704 Please contact us directly here: https://t.co/JzP7hlA23B and we can look into the cancellation. ^PK,0.8864569067955017
37,1,"Hey @115821 @AmazonHelp I ordered these https://t.co/ZvfV12VeeX  and I got 11 not 12, fix it",1825983,1825984,"@AmazonHelp I gave my details in the link you provided, fed up of contacting @119356 for the same issue these many times, sure not order from you again",@495953 I do get your concern. Thanks for the update. Once we receive your details we'll work on it and get back to you. ^MM,0.6762611865997314
37,2,"Hey @115821 @AmazonHelp I ordered these https://t.co/ZvfV12VeeX  and I got 11 not 12, fix it",386453,386447,@AmazonHelp You must be kidding... You guys are useless and of no help so don't take the trouble. @AmazonHelp @115850 guess will order from @118702,"@207488 I understand your concern, Ravi. Kindly revert on the email you've received from us for further assistance. ^AG",0.6670113801956177
37,3,"Hey @115821 @AmazonHelp I ordered these https://t.co/ZvfV12VeeX  and I got 11 not 12, fix it",844170,844168,@AmazonHelp Sorted! Your customer service is a solid 12/10,@320698 Glad we were able to assist! Let us know if you need any more help! ^FJ,0.6613744497299194
37,4,"Hey @115821 @AmazonHelp I ordered these https://t.co/ZvfV12VeeX  and I got 11 not 12, fix it",756327,756329,@AmazonHelp Just looking into this. So I have to go out of my way and return these items all because they were not delivered correctly,@158344 You can also contact us via Phone or Chat here: https://t.co/JzP7hlA23B so we can look at options with you! ^TR,0.6426506042480469
37,5,"Hey @115821 @AmazonHelp I ordered these https://t.co/ZvfV12VeeX  and I got 11 not 12, fix it",2386363,2386364,@AmazonHelp I already spoke to your customer care team and they are clueless and least bothered. I made a terrible mistake by ordering on @115850,@687723 I’m sorry about the hassle. Please drop in your details here: https://t.co/GIJyeYqKE0 We will sort this for you. ^SB,0.6387144327163696
38,1,im still waiting on that amazon basic cintiq.,834493,834493,I'm waiting for amazon,@318711 リプライ失礼します、Amazonです。 当サイトのご利用に際し、何かお困りのことがあればお知らせください。MH,0.6783607602119446
38,2,im still waiting on that amazon basic cintiq.,398805,398805,Still waiting on that call from Amazon..,"@210312 Without any personal or account details, can you let us know what's going on? ^TR",0.6592146158218384
38,3,im still waiting on that amazon basic cintiq.,1328606,1328606,Also I’m still waiting on a damn amazon order #Frustration,@429966 Is there any tracking information showing here: https://t.co/aaDyEz1VgE? ^BM,0.6354982852935791
38,4,im still waiting on that amazon basic cintiq.,701341,133890,"@AmazonHelp Yes I'm still waiting, I'll never buy on amazon again.","@287422 We are sorry for the rotten experience! We'd like to assist in any way we can to make this right for you. What is the expected delivery date for the order previously mentioned? If we've missed it, by how many days are we off? Please let us know! ^JD",0.6300411820411682
38,5,im still waiting on that amazon basic cintiq.,807295,807295,Currently waiting on the amazon package 😤,@312365 I'm sorry for the wait! What does the tracking information say here: https://t.co/Y5jpI9gRhE? ^MH,0.6126812696456909
39,1,@AmazonHelp I haven't received my Prime one day order yet and it's way past the delivery timeline. What do I do now?,1118635,1118640,@AmazonHelp Finally got my package today. Ordered on Prime on Thursday with overnight shipping. Too late to even use what I ordered. What will you do?,@383924 I understand your frustration. You can see your available return options here: https://t.co/nQJkUpOZxe ^DG,0.8837598562240601
39,2,@AmazonHelp I haven't received my Prime one day order yet and it's way past the delivery timeline. What do I do now?,108261,108261,"@AmazonHelp I ordered a product on Sunday evening with one day delivery from amazon prime and it’s still not arrived, can you help?",@140028 We'd love to help! Have we missed the delivery date provided in your confirmation e-mail? ^ML,0.8758906126022339
39,3,@AmazonHelp I haven't received my Prime one day order yet and it's way past the delivery timeline. What do I do now?,1238652,1238655,@AmazonHelp .Seriously woah @115830 4th parcel this month on prime not delivered on time... what do I have to do???,@410547 We'd like to take a look into this with you. Please reach out to us here: https://t.co/JzP7hlA23B ^DG,0.8659186363220215
39,4,@AmazonHelp I haven't received my Prime one day order yet and it's way past the delivery timeline. What do I do now?,2983136,2983136,@AmazonHelp My Amazon prime order was supposed to be delivered today. It's still saying it will be but it's past 8pm now. Help?,@600747 I'm sorry for the wait! Which carrier was assigned to your order? You can for this here: https://t.co/Y5jpI9gRhE ^LA,0.8600754737854004
39,5,@AmazonHelp I haven't received my Prime one day order yet and it's way past the delivery timeline. What do I do now?,872606,872606,@AmazonHelp my prime now order is showing as delivered but we never received it.,"@327169 I am sorry for the troubles, Jacob! Have you tried these steps: https://t.co/Y4hwXoNXVw to locate delivery? Keep us posted! ^FR",0.8590147495269775
40,1,@117634 hey folks how are we supposed to use the table of contents? Can't read this. What am I missing? Thanks! https://t.co/Ugq0Tjr1br,1516082,1516082,@117634 what is this? I want my books listed in text by title. How can I do that?,@205621 Hi! What device are you using to access your Kindle content? ^DO,0.5432136058807373
40,2,@117634 hey folks how are we supposed to use the table of contents? Can't read this. What am I missing? Thanks! https://t.co/Ugq0Tjr1br,2151087,2151087,@116439 how am I supposed to read the description? https://t.co/hODbqJhIEW,@632180 I'm sorry for the trouble! Please restart your Fire TV as shown here: https://t.co/jF8OtSbr6o and keep us posted. ^CC,0.5395694375038147
40,3,@117634 hey folks how are we supposed to use the table of contents? Can't read this. What am I missing? Thanks! https://t.co/Ugq0Tjr1br,1980723,1980723,@115821 Why!?! I just wanna read @325211 's book 😫😭😭 https://t.co/5qyQ1qVraz,@586326 I'm sorry that was returned to us! Please reach out to us here: https://t.co/hApLpMlfHN for more assistance with this! ^TK,0.5168288946151733
40,4,@117634 hey folks how are we supposed to use the table of contents? Can't read this. What am I missing? Thanks! https://t.co/Ugq0Tjr1br,1003598,1003598,These @117634 books are NOT by me - I'm trying to sort it out. @44047 https://t.co/tOQyEJIAIl,@263195 Apologies Miranda. Have you been in touch with author central? You can reach out here- https://t.co/z9LCIKiizd Keep us posted ^TP,0.48622581362724304
40,5,@117634 hey folks how are we supposed to use the table of contents? Can't read this. What am I missing? Thanks! https://t.co/Ugq0Tjr1br,1760517,1760517,"Where's my book, @115821?","@529868 Hello, Camila! We'd love to help if we can. Just to clarify, have we missed the expected delivery date given for this order? ^AL",0.4756169021129608
41,1,I thought Amazon Prime was 2-day delivery....why is everything taking 3-6 days lately?,160245,160245,@AmazonHelp @115830 How come literally everything I'm looking at recently is coming up as 3+ days for delivery on Prime? What is going on?,"@152922 I'm sorry for the wait, Damien! One Day Shipping refers to transit time in delivery days after an order's already shipped. We strive to ship orders out quickly, but some may take extra processing time. ^WT",0.8842897415161133
41,2,I thought Amazon Prime was 2-day delivery....why is everything taking 3-6 days lately?,2398293,2398293,@AmazonHelp I thought amazon prime was next day delivery??? Not two days?,"@443505 Hey Evie, if you place your order with One-Day Delivery, depending on the time of day that you place your order, if in stock it'll be dispatched that same day and delivered the next day. More info can be found here: https://t.co/bPNA3FPUav ^PF",0.8766691088676453
41,3,I thought Amazon Prime was 2-day delivery....why is everything taking 3-6 days lately?,712472,712472,@AmazonHelp why am I paying for prime 2 day shipping if it actually takes 4-5 days to come in? Whatever happened to getting it in 2 days??,"@290386 I'm sorry to hear we've let you down, Dima! Have you noticed this happening more often with a specific carrier? ^ML",0.8660248517990112
41,4,I thought Amazon Prime was 2-day delivery....why is everything taking 3-6 days lately?,2541744,2541744,It is getting frustrating that with @AmazonHelp Amazon Prime’s 2 day shipping takes 4 Days. Service has gone downhill lately. Not sure why I’m paying for the service if not getting 2 day delivery...,"@722698 Hi Jason, what was the original delivery estimate on your order? Has it changed? ^BD",0.8642487525939941
41,5,I thought Amazon Prime was 2-day delivery....why is everything taking 3-6 days lately?,174562,174562,"@AmazonHelp Why is it that when I order something with amazon prime, it's never next day delivery; it is infact 3 days later.",@156926 We're here to help! We strive to deliver by the date provided in your confirmation e-mail. Have we recently missed this date? ^ML,0.858404278755188
42,1,"devono arrivarmi le cuffiette da amazon.
quanto ci scomettiamo che il corriere arriva nell’unica mezz’ora in cui non c’è nessuno a casa?",1553326,1553326,Quanto è quotato che il corriere di amazon passerá in quell’unica ora in cui il portiere non c’é e io sarò fuori casa? 🤔,@480572 Speriamo di no! 🍀 La maggior parte dei corrieri effettua più di un tentativo di consegna: https://t.co/DvPvIRQH8x. ^CS,0.7131947875022888
42,2,"devono arrivarmi le cuffiette da amazon.
quanto ci scomettiamo che il corriere arriva nell’unica mezz’ora in cui non c’è nessuno a casa?",129238,129238,"@AmazonHelp Salve, vorrei sapere se per effettuare il reso di un paio di cuffie , devo disporre della confezione originale, poichè una parte della confezione è stata buttata.","@145099 Puoi restituirlo ugualmente, ma ricordati di imballarlo bene! Buona giornata! ^CS",0.7009682655334473
42,3,"devono arrivarmi le cuffiette da amazon.
quanto ci scomettiamo che il corriere arriva nell’unica mezz’ora in cui non c’è nessuno a casa?",2391307,2391307,"Il corriere che suona e ""Ciao sono Amazon!""",@233015 Era fatto così? ^LF https://t.co/xJ5oppbEab,0.6615899801254272
42,4,"devono arrivarmi le cuffiette da amazon.
quanto ci scomettiamo che il corriere arriva nell’unica mezz’ora in cui non c’è nessuno a casa?",1560193,1560193,"Quando è arrivato il corriere non ero a casa, cosa vuol dire azione richiesta? @AmazonHelp https://t.co/UKev6b2obL",@207094 Ti viene consigliato di contattare il Servizio Clienti per maggiori info. Per farlo clicca qui: https://t.co/mAa8CP4wiy. ^VE,0.6613450050354004
42,5,"devono arrivarmi le cuffiette da amazon.
quanto ci scomettiamo che il corriere arriva nell’unica mezz’ora in cui non c’è nessuno a casa?",2276007,2276007,Io quando suona il campanello di casa e sto aspettando il corriere di #Amazon. #GFvip #CristianoMalgioglio https://t.co/ySNrnuJ9mj,@661975 ^GD https://t.co/yXT3K8Xax1,0.6577137112617493
43,1,@AmazonHelp why are no items coming up as available for delivery 2mrw on ur website. Is it cos of Black Friday if so that ain’t really my problem. I pay for next day delivery so expect it tbh.,141994,141997,"@AmazonHelp I only have one last question, why is there no next day delivery on anything for me? All the one day delivery options say Tuesday.","@148044 Hi there, I'm sorry you don't seem to have the next day delivery option. Not all addresses are eligible for next day. Please take a look here for more details, https://t.co/XTqs7lEJGe -RD",0.7443028688430786
43,2,@AmazonHelp why are no items coming up as available for delivery 2mrw on ur website. Is it cos of Black Friday if so that ain’t really my problem. I pay for next day delivery so expect it tbh.,1019521,1019525,@AmazonHelp No my point is I am paying extra price for next day delivery but it is 5pm and it has not turned up!,"@361233 Deliveries continue through to 21:00. For feedback, please reach us here: https://t.co/JzP7hlA23B",0.736586332321167
43,3,@AmazonHelp why are no items coming up as available for delivery 2mrw on ur website. Is it cos of Black Friday if so that ain’t really my problem. I pay for next day delivery so expect it tbh.,1033091,1033084,@AmazonHelp All I need is a day and time as I've wasted so much waiting that it's ridiculous. What has been the problem with the delivery anyway?,@364425 I am truly sorry for the wait! Let's reach out to the courier together and discuss further options: https://t.co/JzP7hlA23B ^JZ,0.7361247539520264
43,4,@AmazonHelp why are no items coming up as available for delivery 2mrw on ur website. Is it cos of Black Friday if so that ain’t really my problem. I pay for next day delivery so expect it tbh.,857042,857045,"@AmazonHelp The issue is that I can no longer get items delivered at the weekend, anything I try to order on a Friday won't deliver until Monday.","@141798 Mhm interesting! We would like to look into this issue in real time. If you could, contact us here: https://t.co/hApLpMlfHN. ^LS",0.7339435815811157
43,5,@AmazonHelp why are no items coming up as available for delivery 2mrw on ur website. Is it cos of Black Friday if so that ain’t really my problem. I pay for next day delivery so expect it tbh.,1772701,1772702,@AmazonHelp I opted for Monday delivery over Tuesday since I'm going out of town and need the item in time to set up. Now it's not being delivered until the 10th. When I am gone. That page does nothing for me.,"@532788 Have you had a moment to reach out with the link provided earlier? If not, we'd like to look into available options with you.^KB",0.7338870763778687
44,1,@115830 why are all the prime delivery options available to be recently are around 2-3 days? What’s happened to one day delivery I signed up for?,770061,770061,@115830 why is it when I select prime delivery everything recently states deliver within 1 week or takes 2-3 weeks for despatch??,@303882 I'm sorry for the wait! Some items require additional processing time and can't ship right away. ^WJ,0.8632197976112366
44,2,@115830 why are all the prime delivery options available to be recently are around 2-3 days? What’s happened to one day delivery I signed up for?,150612,150612,@115830 Why do the prime items I'm ordering only offer Monday delivery? What happened to next day delivery?,"@150353 Hey, because we are in a busy period some items have extended delivery window: https://t.co/SrYjtiChmT ^MA",0.8589372038841248
44,3,@115830 why are all the prime delivery options available to be recently are around 2-3 days? What’s happened to one day delivery I signed up for?,160245,160245,@AmazonHelp @115830 How come literally everything I'm looking at recently is coming up as 3+ days for delivery on Prime? What is going on?,"@152922 I'm sorry for the wait, Damien! One Day Shipping refers to transit time in delivery days after an order's already shipped. We strive to ship orders out quickly, but some may take extra processing time. ^WT",0.8499273061752319
44,4,@115830 why are all the prime delivery options available to be recently are around 2-3 days? What’s happened to one day delivery I signed up for?,999181,999181,@115821 is prime not a 2 day delivery anymore?,@356586 Two-day shipping refers to transit time since items may need additional processing. Have we missed the date provided to you? ^HC,0.8342193365097046
44,5,@115830 why are all the prime delivery options available to be recently are around 2-3 days? What’s happened to one day delivery I signed up for?,1243369,1243369,"@115821 does anyone else find the 2 day delivery connected to Prime, turning into 3 to 4 days?",@411690 Oh no! We're here to help! Have we recently missed the delivery date shown in your confirmation e-mail? ^ML,0.8308902382850647
45,1,"Big ups to @115821 for delivering my wife's Christmas present NOT in a box, but in packaged labeling for the whole house to observe. Guess we'll skip the surprises this year. Jerks.",1451524,1451524,@115821 Really? Box shipped soaking wet. UPS didn't do this. You guys packed it that way. Items lately look asif packed by chimps. https://t.co/1Tjd0cFZF0,"@456836 I'm sorry to see this! To confirm, was this sold/fulfilled by a third-party seller or Amazon: https://t.co/Y5jpI9gRhE? ^WM",0.6912844181060791
45,2,"Big ups to @115821 for delivering my wife's Christmas present NOT in a box, but in packaged labeling for the whole house to observe. Guess we'll skip the surprises this year. Jerks.",969572,969572,@115830 sticking the delivery label straight on an Xmas present from Santa not your best move and no box kinda spoiled the surprise! 😡,"@350127 Hi Jemma, sorry to hear that. There should be an option to ship in Amazon box on the product page: https://t.co/ldumNWsp2P. ^JJ",0.6803250312805176
45,3,"Big ups to @115821 for delivering my wife's Christmas present NOT in a box, but in packaged labeling for the whole house to observe. Guess we'll skip the surprises this year. Jerks.",2286547,2286547,"Someone at UPS repackaged ones of my mom's @115821 packages and stole 2 Xmas gifts. Thankfully, Amazon support was fantastic. Customer for life",@468405 I'm so glad we were able to resolve that for you! Thanks for the feedback!!! 🎁🎄🙌 ^CC,0.6722996234893799
45,4,"Big ups to @115821 for delivering my wife's Christmas present NOT in a box, but in packaged labeling for the whole house to observe. Guess we'll skip the surprises this year. Jerks.",2752642,2752642,"My apologies to @115817. Apparently it was a delivery direct from @115821 that went to the wrong house. UPS reached out immediately and is back on the ""nice"" list. 😀","@665676 I'm very sorry about your delivery experience, Sarah. I'd like for a specialist review this for you. Whenever you have the time, please tell us more here: https://t.co/3gNeITSME4 We'll contact you shortly after. ^SK",0.6592350006103516
45,5,"Big ups to @115821 for delivering my wife's Christmas present NOT in a box, but in packaged labeling for the whole house to observe. Guess we'll skip the surprises this year. Jerks.",2382510,2382510,When @115821 now gives you picks of your delivered package on your orders but the picture is of your neighbors house. 🤔,"@686840 Oh no, I'm sorry your package was delivered to the wrong door! Were you able to successfully retrieve it? We'd like to report this error to Amazon Logistics for future correction. When you have a moment, please send us order details here: https://t.co/BvkoIjAuex ^AM",0.657564640045166
