review_priority,golden_example_id,customer_message,conversation_context,suggested_intent,intent_confidence,second_best_intent,second_best_score,intent_margin,suggested_should_escalate,suggested_difficulty,human_intent,human_should_escalate,human_difficulty,human_notes
REVIEW,113,@116928 ¿Simplemente un producto duplicado en Amazon? El primero se vendió en Cyber Monday por 139.99€ y no sé está enviando por falta de stock... Pero... ahí lo tienen a continuación con stock y envío en 1 día. ¿Tomadura de pelo? https://t.co/cc0FWw93Zk,"AmazonHelp: @238506 Hola Nicolás, ¿Tu pedido provenía directamente de Amazon o de un vendedor Marketplace? ^JD
Customer: @AmazonHelp El pedido es directamente de Amazon y los dos casos de la foto se tratan de productos vendidos y enviados por Amazon directamente y con Prime disponible
AmazonHelp: @238506 Gracias por las informaciones Nicolás. En este caso por favor entra en contacto con nuestro Servicio al Cliente por este enlace: https://t.co/KyKcfqiS0j  ^JJ
Customer: @AmazonHelp Ya había contactado previamente por email, chat y teléfono sin recibir una solución. De momento esperando a una petición que supuestamente han enviado al centro de distribución... Gracias",digital_product_support,0.43335527,prime_membership,0.43051326,0.002842009,False,hard,digital_product_support,False,hard,
REVIEW,116,Euh... @120533 vous êtes bien gentil mais je ne pense pas que en 2100 vous serez encore présent pour sortir la Saison 1 de cette récente série 😂 https://t.co/rUN6xB9JLX,"Customer: @AmazonHelp Vous n'avez pas un compte twitter perso ça sera plus pratique ? Sinon oui d'accord, j'ai un lien vers un site qui permet de gérer le visionnage des films, j'ai un compte où il est possible de voir les quelques 700 films que j'ai pu voir (c'est peut-être plus simple aussi ?) 😉
AmazonHelp: @177329 Vous pouvez peut-être me l'envoyer via le lien que je vous ai donné précédemment 😉
Customer: @AmazonHelp D'accord je fais ça tout de suite 😉
AmazonHelp: @177329 Merci 😊
Customer: @AmazonHelp De rien ! Au plaisir de vous reparler (un jour) ! 😄
AmazonHelp: @177329 A très bientôt. 😜",digital_product_support,0.2669327,delivery_status,0.258466,0.008466691,False,hard,digital_product_support,False,hard,
REVIEW,117,"https://t.co/RcRrQvfeIa
@115850 when will these magazines be available again?",AmazonHelp: @152506 I'd suggest that you check our website from time to time to see if this item has become available. Thank you for your interest. (2/2) ^VM,prime_membership,0.2709288,preorder_issue,0.2683972,0.002531588,False,hard,prime_membership,False,hard,
REVIEW,118,"@AmazonHelp I ordered 8 DVDs, your Kentucky fulfillment center threw them into a 13x18"" envelope instead of a box to let them get bounced around and crushed on the way. I got an envelope full of plastic chunks and loose discs. Online and telephone customer service was useless. 😡","AmazonHelp: @792276 I definitely understand your frustrations with this situation! We'd like to have another chance to look at this with you and resolve your concerns.  When you have a moment, please reach out to us by phone here:  https://t.co/hApLpMlfHN. We're here to help! ^AZ
Customer: @AmazonHelp Swing and a miss, but thanks anyway.
AmazonHelp: @792276 I apologize, however we don't have access into your account through social media platforms. In order for us to take another look into this, we would need for you to contact us using the link provided by ^AZ. We'd be happy to try to help. ^NC
Customer: @AmazonHelp Sorry, I should have been more clear. I meant that I did try, and got same (lack of) result. I give up. I'll just throw the pieces and that ridiculous envelope in a box with a note, mail it all back at my expense (hooray) and hope for the best sometime before the end of the year.
AmazonHelp: @792276 I'm sorry for how frustrating this is and I can definitely understand where you're coming from. This isn't what we strive for, and we let you down. I hope you'll give us a chance in the future, let us know if you have any questions. ^DW
Customer: @AmazonHelp Well, thanks. I'll still order non-fragile items from Amazon, but DVDs will be bought only from outside vendors from now on. The way your KY center packages them is just awful, no protection and too much room to bounce around. Keep it on mind if you're DVD shopping yourself. 😕",order_issue,0.42187345,delivery_problem,0.40314662,0.018726826,False,hard,order_issue,False,hard,
REVIEW,119,@115821 SUPER UPSET WITH THE SERVICE AS A PRIME MEMBER. LOSING FAITH IN THIS COMPANY. WAS OFFERED A LOW BALL GIFT CARD FOR APPEASEMENT WHEN I HAVEN'T STILL RECEIVED MY TV AFTER ORDERING FOR THE 2ND TIME,"AmazonHelp: @229163 Hi Tonya. Sorry to hear. With regards your order, what is the status now? Has it been marked as dispatched and assigned a carrier or is it still pending fulfillment? ^NV
Customer: @AmazonHelp No I haven't. This is my 2nd attempt to buy a tv, the first time you guys have scammers and it never delivered and now i buy and stock by you and with my prime still no tv and i was offered a low $25 gift card. I want my tv and a better appeasement offer. This is frustrating
AmazonHelp: @229163 What was the delivery date given in your confirmation e-mail here: https://t.co/sa4shCDiwH? ^KP
Customer: @AmazonHelp I'm prime and it was Wednesday, now just finish talking with UPS and they do not know where the package is, they now wanting to investigate. So Is amazon is gonna send me another tv?
AmazonHelp: @229163 Hello Tonya, we can't access your account info directly here. Please follow this link:   https://t.co/hApLpMlfHN we will be able to investigate further. ^HS
Customer: @AmazonHelp I''m on the phone and now the tv is out of stock with your company and I'm being offered a refund not a replacement and lesser appeasement gift card from lastnight. I'm livid!!!",delivery_problem,0.49974447,prime_membership,0.49660683,0.003137648,False,hard,delivery_problem,False,hard,
REVIEW,121,@115830 your listing showed the item on the left and promised “no wires” what I got was on the right and they want to deduct postage from the refund. Very unimpressed. https://t.co/BS67hqN3yr,"AmazonHelp: @473952 Oh no! I'm sorry about this happening. Without providing any personal account information, could you tell us what you ordered, so that we can further assist? ^GP
Customer: @AmazonHelp Hello, thanks for getting back to me. The page is here:-
P https://t.co/sBkCeTJPlW
AmazonHelp: @473952 Could you please contact us so that we can look into this item further? You can reach us here: https://t.co/oGDklGgbCZ. ^PJ
Customer: @AmazonHelp Thank you for a very quick and effective resolution
AmazonHelp: @473952 Please let us know if we can be of any further assistance! We're always here to help! ^SM",refund_issue,0.38074148,delivery_problem,0.36701825,0.013723224,False,hard,refund_issue,False,hard,
REVIEW,124,"@117086 Quando a Amazon passará a vender produtos de tecnologia, cozinha, etc. Sem ser por terceiros?","AmazonHelp: @233308 Olá Antonio, assim que tivermos mais informação e novidades serão anunciadas no site. Continue de olho 😉! ^LG",delivery_status,0.3394281,prime_membership,0.31980035,0.01962775,False,hard,delivery_status,False,hard,
REVIEW,125,Y otro día más q @116928 m toma el pelo y no me entrega un paquete prioritario. Xo eh q me aseguran q mañana si. Menuda burla de servicio,"AmazonHelp: @221293 Mario, gracias por el dato, ¿ya has contactado a los vendedores y a Servicio al Cliente en el caso del pedido gestionado por Amazon? De ser así, ¿qué respuesta te brindaron? ^CB
Customer: @AmazonHelp Todo venía junto en el mismo paquete así que asumo que lo gestiona Amazon. En el primero, el cual se perdió, primero me dijeron que llegaría 3 días después y cuando no llegó y pregunte me dijeron que se había extraviado
Customer: @AmazonHelp En este segundo pues la""entrega garantizada"" era hoy pero nada aquí estamos de nuevo sin el paquete. He puesto tres quejas por si sirve de algo
AmazonHelp: @221293 Mario, ¿qué respuesta te brindaron nuestros compañeros de Servicio al Cliente? ^ES
Customer: @AmazonHelp Que lo sentían mucho. Metieron las quejas y en la segunda queja un descuento de 7 euros y jurarme y perjurarme que este nuevo pedido vendría ipsofacto
AmazonHelp: @221293 Comprendo Mario y gracias por el dato, en este caso, si no lo recibes hoy, lo mejor sería consultar nuevamente con Servicio al Cliente ya que nosotros no tenemos acceso a tu cuenta. Si gustas, puedes usar este enlace: https://t.co/OjvUxwnzPe
^CB",prime_membership,0.34891954,delivery_problem,0.34726834,0.0016511977,False,hard,prime_membership,False,hard,
REVIEW,127,Bon je le sens mal cette livraison @120533 :( Appel du livreur limite insistant et autoritaire pour que je descende récupérer mon colis alors que je ne suis pas chez moi. Me propose de le laisser à un voisin : Non (je ne connais pas encore assez mes voisins pour cela),"Customer: @AmazonHelp Enfin ce que j'ai beaucoup de mal à digérer, c'est le coup du livreur qui dit qu'il va ma rappeler mais qui ne rappelle pas...
AmazonHelp: @229458 Quel est le transporteur en charge de la livraison ?
^MD
Customer: @AmazonHelp Amazon Logistics d'après le suivi
AmazonHelp: @229458 Avez-vous rempli le formulaire précédemment communiqué par ma collègue, je vous prie? ^SA
Customer: @AmazonHelp Pas encore
Customer: @229458 @AmazonHelp Tu sais que tu peux donner des instructions de livraison au moment de la commande, fallait te rendre dispo ensuite",delivery_problem,0.3368281,delivery_status,0.31708422,0.01974389,False,hard,delivery_problem,False,hard,
REVIEW,130,Hice una compra muy precipitada en @116875 😅,"AmazonHelp: @239076 ¡Hola, Diego! ¿Hay algo en lo que te podamos ayudar? ^LC
Customer: @AmazonHelp Excelente servicio, gracias!! Sus ofertas son muy buenas !! 😃
AmazonHelp: @239076 ¡Nos alegra saberlo Diego! Gracias por tus comentarios, nos motivan a seguir esforzándonos cada día más, por acá seguimos entrenando 😁✨. ¿Cuéntanos que has comprado últimamente?  ^PC https://t.co/ecRGmFUxdQ",delivery_status,0.32091185,delivery_problem,0.301158,0.019753844,False,hard,delivery_status,False,hard,
REVIEW,131,@AmazonHelp J’envoie des mails au service client qui me répond à chaque fois un message pré-défini qui n’a rien à voir avec ce que je leur ai dit. Ça fait 2 jours que ça dure je vais commencer à m’énerver je pense.,"Customer: @AmazonHelp Bonsoir, alors je ne suis pas encore chez moi mais je dois m’inquiéter si le statut de ma commande c’est : « livré à un résident » alors qu’il n’y avait PERSONNE chez moi aujourd’hui ?
AmazonHelp: @801075 Si les recherches dans votre entourage ne donnent rien, merci de nous tenir au courant. ^KD
Customer: @AmazonHelp A priori rien chez moi, je n’y suis pas mais ma mère n’a rien réceptionné et rien dans la boîte. On a demandé aux voisins, rien. Si quelqu’un réceptionne un colis de valeur... qu’est-ce qui l’oblige à être honnête et à le rendre le ? 😭
AmazonHelp: @801075 Si le suivi indique que le colis est livré et que malgré les recherches vous ne le trouvez pas, il faut le signaler à notre service client pour ouvrir une enquête auprès du transporteur et avoir le nom de la personne ayant reçu votre colis.^ASZ
Customer: @AmazonHelp Je vais faire ça ! Merci 🤞🏻
AmazonHelp: @801075 A votre service !",delivery_status,0.2701343,returns_replacements,0.22995774,0.040176556,False,hard,delivery_status,False,hard,
REVIEW,133,"@AmazonHelp Ha. Un mois avant la fin de 2017, je viens d'arriver à 100 commandes cette année.

ça fait quand même beaucoup... Mon banquier va finir par me convoquer un jour tss... https://t.co/u6aPGtNm99","Customer: @AmazonHelp C'est vraiment génial, on son de qualité 👌
AmazonHelp: @229177 Je viens d'écouter un autre titre ""Don't Kill My Vibe"". C'est génial aussi. ^SB
Customer: @AmazonHelp C'est la folie ! Elle devrait sortir son premier album dans quelques mois
AmazonHelp: @229177 4 Singles en même pas 6 mois de cette qualité, est déjà pas mal. 😍 ^SB
Customer: @AmazonHelp Clairement d'accord !
AmazonHelp: @229177 😍",delivery_problem,0.2818076,delivery_status,0.27784142,0.0039661825,False,hard,delivery_problem,False,hard,
REVIEW,135,@242291 @AmazonHelp @115830 I have requested on 21 and so far no discount has been made and I have not been charged. I do not want to cancel the order. I want to ship to Saudi Arabia,"Customer: @AmazonHelp Customs did not impose restrictions on shipping from Britain
AmazonHelp: @242290 Can I ask if the item was sold by us or by one of our sellers?^TI
Customer: @AmazonHelp  https://t.co/usHCkx9OSl
Customer: @AmazonHelp From amazon
AmazonHelp: @242290 Hi, what reason was given for the order being canceled please? What is your order status now: https://t.co/BQmcNXDGU8 Has it been cancelled or is it still active? - Tara S
Customer: @AmazonHelp active",order_issue,0.4285455,prime_membership,0.41192204,0.016623467,False,hard,order_issue,False,hard,
REVIEW,138,Anyone care to have a wild stab in the dark as to who’s 2 days late with a pre order.....go on ....I dare you....😡😡,"AmazonHelp: @526095 Just to clarify, you said that it is showing handed over, So the tracking is showing delivered, but the screenshot you posted shows it has not been delivered. Can you confirm what the tracking is currently showing please? You can find that here  https://t.co/aaDyEz1VgE^DJ
Customer: @AmazonHelp No not handed over to me....handed to the first driver...and then nothing...check the picture at the start of this thread...it’s still saying that..
AmazonHelp: @526095 Apologies, please contact us here: https://t.co/JzP7hlA23B so an agent can look into this further for you. ^JJ
Customer: @AmazonHelp There gonna say the same rubbish they sad yesterday, because it’s a foreign call centre, all they do is look at tracking, just like me, and they’ll see exactly the same.as me and you ...it’s the whole CS service that’s broke, as well as your delivery service..
Customer: @AmazonHelp Can you just clarify something for me....""exactly"" what are you able to do as a Amazon help representative?, because to be honest, all I see is your an apology engine, can you actually do anything physical on your end??
AmazonHelp: @526095 The best solution is to contact us directly here: https://t.co/JzP7hlA23B so we can look into it ^BD",delivery_status,0.5092167,delivery_problem,0.5041288,0.005087912,False,hard,delivery_status,False,hard,
REVIEW,144,"Ho flirtatto 1 ora con un operatore #amazon Manuel Pincopallino per un cavo boh maschio femmina ♀, non c ho capito una mazza...

ci siamo cmq capiti!

richiamo?","Customer: @AmazonHelp Vi ho risposto, grazie ancora.... adesso telefono 😂😉. un caro saluto
AmazonHelp: @237241 Saluti anche da parte nostra! 👋 ^CS
AmazonHelp: @237241 Figurati! Facci sapere se hai visto poi la nostra mail 😊! ^ZC
Customer: @AmazonHelp se ne avete inviata una nuova, non ancora... stavo col servizio clienti.... ci guardo... aperitivo ci sta tutto a questo punto! 😋
AmazonHelp: @237241 Non ne abbiamo inviate altre per ora! 😜 Allora, aperitivo sia! 🍹🍸 ^CS
Customer: @AmazonHelp beh, allora Skål... Salute a tutti 😆",returns_replacements,0.32605228,delivery_status,0.29712802,0.028924257,False,hard,returns_replacements,False,hard,
REVIEW,145,"@115821 this is ridiculous...i specified that this order was a gift too....and a ""replacement"" would cost me more since one of the items was a part of a lightning deal... https://t.co/1DMCnoPuON","AmazonHelp: @133264 Hi, have you had a chance to request a refund or replacement for your order?^PJ
Customer: @AmazonHelp not yet, would a replacement still be of the same amount if one of the items was a part of a lightning deal?
AmazonHelp: @133264 Great question! Please reach out to us here: https://t.co/JzP7hlA23B so we can look into this together. ^SC
Customer: @AmazonHelp ok but this is a link to the UK site and i live in the US
AmazonHelp: @133264 Apologies for the incorrect link, Hannah. You can get in touch here: https://t.co/hApLpMlfHN ^TI",refund_issue,0.422837,returns_replacements,0.39945608,0.023380905,False,hard,refund_issue,False,hard,
REVIEW,149,@115850 service sucks. Never trust amazon.,"AmazonHelp: @810424 I'm sorry for the unpleasant experience you are facing. May I please know about what went wrong? ^SI
Customer: @AmazonHelp My return request is accepted 15 days back. Still pickup not done. Twice i called amazon n they said it will be done soon
AmazonHelp: @810424 I'm sorry for the inconvenience on the return of your order. Please provide the requisite details here: https://t.co/beaaDm0muc &amp; we'll help you. ^SF
Customer: @AmazonHelp Pickup Tracking ID: 
511384141796
AmazonHelp: @810424 I understand your concern regarding the pick up of your order. Please drop in your details in the link provided earlier and we will help you. 

Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. ^AH",order_issue,0.43989024,delivery_problem,0.43845117,0.0014390647,False,hard,order_issue,False,hard,
REVIEW,153,"これさー、マジでまぎらわしいんやけど迷惑メールなんよな
ぱっと見やと文章とかアドレスとかリンク先とかめっちゃAmazonっぽいんやけど、差出人のアドレスのとこタップするとこんな感じで、その他のところにクソ関係なさそうなアドレスが一緒に出てくるねん
みんなマジで気をつけてな https://t.co/qQCe847u5z",AmazonHelp: @823004 ご認識の通り、そちらのEメールはAmazonから送信されたものではございません。返信やURLへのアクセスなどせず破棄頂く事をおすすめいたします。正式なメールかどうかの識別方法については、こちらのヘルプページをご参照下さい。 https://t.co/eUqdzK884Q EK,prime_membership,0.21201771,returns_replacements,0.20995359,0.0020641237,False,hard,prime_membership,False,hard,
REVIEW,156,Amazonだいしゅきぴ💕💕 https://t.co/N1Xuiphr6m,"AmazonHelp: @239071 たくさんご利用いただきありがとうございました！😍
またお待ちしております😊　MH",returns_replacements,0.33154786,delivery_status,0.32217768,0.009370178,False,hard,returns_replacements,False,hard,
REVIEW,157,明らかに怪しいメッセージ届いたからAmazonに問い合わせたらやっぱりこれ詐欺っぽい。この番号にかけるとやばいってネットでも見たから皆こんなの来ても無視してね～🙌 https://t.co/3hXy9NYwco,AmazonHelp: @737743 最近、Amazonを騙るフィッシングが増えているようでございますので、ご注意くださいませ(*´︶`*) TY,returns_replacements,0.36548725,delivery_problem,0.36168078,0.0038064718,False,hard,returns_replacements,False,hard,
REVIEW,163,"入ってよかった、Amazonプライム。
ダンバインにエルガイムが全話観れるなんて。 https://t.co/6gSoaeETMN","AmazonHelp: @125694 Amazonプライムのご登録ありがとうございます(＾◇＾)
お喜びいただけて、何よりです(*^o^*)
色々なコンテンツをご準備しておりますので、是非存分にお楽しみください♪TY",returns_replacements,0.25707784,refund_issue,0.24252029,0.014557555,False,hard,returns_replacements,False,hard,
REVIEW,164,"@AmazonHelp item o ne returned, still item not picked up , kindly  do as early and refund the same in my bank account https://t.co/IRQtkGDo6Z","AmazonHelp: @149052 Let me work on this right away. Kindly fill in your details here https://t.co/oMartkd7PV and we'll reach out to you for assistance. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is visible to the public. ^VM",order_issue,0.43837813,refund_issue,0.42361578,0.014762342,False,hard,order_issue,False,hard,
REVIEW,165,"AmazonのfireTV stick、これいいよー、これで、随分、映画や海外ドラマを、観まくってる。
最高だよ、もう、無い生活できませ~ん。 https://t.co/nTnUrO8e1U","AmazonHelp: @257378 夜分に失礼いたします。Fire TV Stickをご購入いただきありがとうございました！ご満足いただけているようでよかったです(*ˊ˘ˋ*)　末永くご愛用いただけましたら幸いです🙇 HM
Customer: @AmazonHelp こちらこそです。
丁寧なコメントありがとうございます。😄😃😀
AmazonHelp: @257378 恐れ入ります☺️　夜分にリプライ失礼いたしました。おやすみなさいませ🌃☽✨ HM",digital_product_support,0.24880216,returns_replacements,0.23818728,0.010614872,False,hard,digital_product_support,False,hard,
REVIEW,166,@115821 @115850 @1840 @115851 @2517 @120320 @118341 @132458 @7291 @25348 This is the amazon services they will make a daily new excause and daily they raise a new complain...how can i trust on them tell me anyone........please close amazon in India https://t.co/U3hxViLIFS,"AmazonHelp: @231112 I understand your concern aslam, we've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww ^SP",delivery_problem,0.38033456,prime_membership,0.37254825,0.0077863038,False,hard,delivery_problem,False,hard,
REVIEW,168,"@AmazonHelp received an email saying my mattress would be delivered Thursday. A delivery company called Arrow XL called to say the earliest is next week. Absolutely raging, you knew there was a problem but never bothered to contacted me https://t.co/6hLBQzUxtg","AmazonHelp: @803287 I am so sorry to hear this! We'd like to look at available options with you. When you have the time, please reach us here: https://t.co/JzP7hlRCV9 ^KP
Customer: @AmazonHelp I thought you were here to help, all you have done is sent me to a link to either call or email. I haven’t got time to call otherwise I would have. I’d like you to PM me so I can give you my order number so you can resolve it please
AmazonHelp: @803287 We're unable to access your account information via Twitter. You can always reach out to us through chat, using the link provided by KP. I'm sorry for any inconvenience this may cause. ^AL",order_issue,0.39295858,delivery_problem,0.3874729,0.0054856837,False,hard,order_issue,False,hard,
REVIEW,169,Amazonさん仕事早すぎる…。次からも利用しますね(o^^o) https://t.co/sHYblH5sEE,"AmazonHelp: @125693 ( ´∀｀)bｸﾞｯ! 
Amazonをご利用いただき、ありがとうございます！
またのご利用お待ちしております(*´︶`*) TY",returns_replacements,0.3666637,delivery_status,0.3435969,0.023066789,False,hard,returns_replacements,False,hard,
REVIEW,171,既にAmazonでアカウント登録しちゃったアマギフって、Prime nowで同じアカウント使ってても流用出来なくない？出来る？？,"Customer: @AmazonHelp プライムナウの注文確認画面ですと、「クーポンまたはアマゾンギフト券」適用という項目しか無く、既にAmazonアカウントに登録済の金額を引っ張ってこれません。ほかに適用できるフォームやボタンの箇所があるのでしょうか。
AmazonHelp: @795365 残高がある場合には、支払い方法選択画面に残高が表示されます。
ギフト券をご登録いただいているアカウントと、同一のアドレス・パスワードの情報でPrime Nowにサインインいただいておりますか？
今一度、サインインの情報をご確認いただきお試しくださいませ。TY
Customer: @AmazonHelp もちろん同一アカウントです。Amazon側では残高表示が出ますが、プライムナウのアプリ上では表示が出ません。
AmazonHelp: @795365 何度もお手数おかけしておます。
一度アカウントのご登録状況確認し、ご案内をさせていただければと存じます。
よろしければ、下記URLよりカスタマーサービスにご連絡ください。
https://t.co/bwBU0NvYIn TY
Customer: @AmazonHelp サポートに問い合わせして同一アカウントなのは確認出来たのですが、やはり残高表示が出ないため調査になりました。
AmazonHelp: @795365 何度もお手数をおかけしております。
調査ということで、ご不便おかけしますが、わかり次第ご連絡させていただくかと思いますので、お待ちいただければと存じます。TY",prime_membership,0.22822143,refund_issue,0.12812139,0.10010004,False,hard,prime_membership,False,hard,
REVIEW,175,"Tell me how the @115821 psychic said it was not broken. That's as crooked as the situation. IT IS BROKEN! It came in a big @9450 box I hate to post w photos, but it is what it is. I loved Amazon wkly$$$. Don't tell me I have to pay to return this mkt seller schlock. https://t.co/Ss6ikr3A69","AmazonHelp: @184771 Hello and thank you for reaching out to us tonight! Are you having difficulty with a recent order that we could assist with?  We'e here to help in any way we can! ^AZ
Customer: @AmazonHelp Thanks AZ! It's been going on through probably 30 emails and DMs, so we'll see how it plays out this week.
AmazonHelp: @184771 Please let us know if we may be of any assistance. ^KL
Customer: @AmazonHelp It's all on the Direct Messages if you want me to copy and paste, but so many are involved, let's hope for the best this week before I have to start reporting.",delivery_problem,0.47750863,order_issue,0.46321145,0.014297187,False,hard,delivery_problem,False,hard,
REVIEW,177,amazonから色々届いた https://t.co/iNvbKRslUK,AmazonHelp: @761965 ご利用いただきありがとうございます😊✨SK,delivery_status,0.3531609,delivery_problem,0.33349535,0.01966554,False,hard,delivery_status,False,hard,
REVIEW,178,TE AMO POR SIEMPRE @116875 https://t.co/aEcopzKt6Z,"Customer: @AmazonHelp Muchas cosas de entrenamiento para running y accesorios de cama 😍 https://t.co/HzoSToeqwf
AmazonHelp: @116874 ¡Qué emoción, Quirino! ¿Qué consejos nos das para alguien que quiere empezar a correr? 🤔^LC
Customer: @AmazonHelp Sin duda es empezar poco a poco. Primero 10min caminando, 5 trotando; luego 15 y 10 y así hasta lograr correr 30min seguidos
AmazonHelp: @116874 Gracias por los consejos, Quirino. ¿Cuál ha sido tu mayor logro como corredor? 🤗🤗 ^LC
Customer: @AmazonHelp Un ultra maratón de 55K y varios maratones
AmazonHelp: @116874 Wow 😱 Ruperto es el que quiere empezar a correr, está buscando algunas cosas, ¿para ti qué es lo esencial en una carrera? ^LC https://t.co/yCqqEe9s5l",returns_replacements,0.2876218,delivery_status,0.22394711,0.06367469,False,hard,returns_replacements,False,hard,
REVIEW,179,Got Prime to see if its worth it....still deciding. Cutting it close @115821 @AmazonHelp https://t.co/uyQO3WBLAz,"Customer: @AmazonHelp My package isnt even out for delivery. I’m fine with waiting until tomorrow but I’m disappointed at the fact that I have 2 Day Shipping and it says it will be here by tonight and is being delivered by Amazon Delivery but it has not even left for delivery yet
Customer: @AmazonHelp It has been in my city since 8:30am this morning and has been sitting there all day
AmazonHelp: @797123 We greatly appreciate your patience. Our team is happy to make sure this late order is escalated for you, please send us your info directly using this link: https://t.co/y8Lz2vehww ^JR
Customer: @AmazonHelp I filled out the form. I'm just confused as to why its been in Sac since 8:30am this morning and is supposed to be delivered to me tonight but its still in the facility
AmazonHelp: @797123 I confirmed we've received the details you provided. A member of our transportation team is reviewing the shipment, and will reach out to you directly by e-mail when we're able to provide additional information. ^JN
Customer: @AmazonHelp Ok thank you",delivery_status,0.54103523,delivery_problem,0.5399236,0.0011116266,False,hard,delivery_status,False,hard,
REVIEW,183,"@116928 Podemos hablar por MP,",AmazonHelp: @248252 ¡ Claro Erik ! Contáctanos por aquí ⬇️ ^MB https://t.co/1XyLaGkcaN,delivery_status,0.35448644,returns_replacements,0.33257866,0.021907777,False,hard,delivery_status,False,hard,
REVIEW,184,"2/2 Myself &amp; others have discovered programming problems that since #JULY @115821's programmers have refused to fix  - Here is one - See video:
@AmazonHelp @123644 #badcustomerservice https://t.co/PjklkyGjev",AmazonHelp: @723389 I'm sorry this hasn't been resolved yet! When was the last time you spoke with us about this? Did we offer to follow up with you when new information is available? ^EP,digital_product_support,0.46084145,order_issue,0.45966992,0.0011715293,False,hard,digital_product_support,False,hard,
REVIEW,185,"架空請求のSMS来た
Amazonで有料動画とか見覚えなさすぎたから調べたら架空請求だった
身近なんですね",AmazonHelp: @239365 当サイトの名を騙るフィッシングや架空請求詐欺が増えております。そのようなSMSに記載されているURLや番号はクリックしないようお気を付けください。Eメールの見分け方については、こちらをご参照ください。https://t.co/r6R7EUrszJ YM,returns_replacements,0.29589346,delivery_problem,0.2882748,0.0076186657,False,hard,returns_replacements,False,hard,
REVIEW,186,Amazonの誤配送詐欺に引っかかったかも...商品返品して四日目、いまだに返金の連絡来ない( ･ิ..･ิ ) #Amazon https://t.co/ZvDsuieXfr,"AmazonHelp: @131426 ご心配をおかけしております。商品受領時と返金時にはＥメールにてご案内いたします。返金までの時間など詳しくはこちらをご参照ください。https://t.co/OGoqMcpLYV
なお、当サイトからのＥメールはアカウントサービスのメッセージセンターからもご確認いただけます。ET
Customer: @AmazonHelp 先週末に都内からヤマト運輸さんで返品してますが...受領してないのですかね？商品を間違えたのはAmazonさんですよね、なぜ私から連絡しなきゃいけないなでしょうか？正直お金なんてどうでもいいです。ただただ不快です。私はクレーマーなんですかね...
AmazonHelp: @131426 (2/2)返送状況の確認は、カスタマーサービスで承ります。文末のURLよりお問合せ下さい。お客様よりご連絡いただく手間をおかけし恐れ入りますが、ご理解いただければ幸いです。 https://t.co/8c8fLQsxZc EK",returns_replacements,0.23070504,prime_membership,0.20283104,0.027873993,False,hard,returns_replacements,False,hard,
REVIEW,188,Merci @AmazonHelp @120533 https://t.co/SWMCYXUGkZ,"AmazonHelp: @152485 Oh 😍 J'espère qu'il vous convient. ^MA
Customer: @AmazonHelp Parfait ! Et le système Amazon locker mais il faudra rajouter un poil de sécurité car n’importe qui peut avoir le colis si il a le code
Customer: @152485 @AmazonHelp Oui mais le code est confidentiel donc ^^
Customer: @736207 @AmazonHelp Certe mais si le mec se fait hack sont mail mdr
Customer: @152485 @AmazonHelp ouais fin bon faut que la personne habite proche de chez toi ect...",returns_replacements,0.3412735,delivery_problem,0.32309243,0.018181056,False,hard,returns_replacements,False,hard,
REVIEW,189,"@AmazonHelp still waiting. What happened to this company ? Unbelievably customer care is careless, as I have called 6 times. https://t.co/E5fd302AkE","AmazonHelp: @270216 Apologies for the delay in the delivery of your order, please share your details here: https://t.co/GIJyeYqKE0 and we'll assist you accordingly.",order_issue,0.4154442,delivery_problem,0.4146743,0.0007698834,False,hard,order_issue,False,hard,
REVIEW,190,@AmazonHelp What happened to this in shipping? I'm afraid to feed my cats half of these cans because they're that damaged. https://t.co/338hgby0rx,"AmazonHelp: @408978 Oh no! I'm sorry hear about the issue with your package! You can look into return options here: https://t.co/Gqpy7I5XIk ^MW
Customer: @AmazonHelp Some of the cans are opened because they are that damaged. Considering I once got a box of maggots from Amazon, I'm not going to send an open can of cat food in the mail",delivery_problem,0.34241903,returns_replacements,0.32372844,0.018690586,False,hard,delivery_problem,False,hard,
REVIEW,191,"わしゃAmazon使っとらんよ‼️
下らん詐欺かね？ https://t.co/uSvgTcdbdv",AmazonHelp: @822192 当サイトの名を騙るフィッシングや架空請求詐欺が増えております。そのようなSMSに記載されているURLや番号はクリックしないようお気を付けください。Eメールの見分け方については、こちらをご参照ください。https://t.co/r6R7EU9RIb YM,refund_issue,0.33341336,delivery_problem,0.3155769,0.017836452,False,hard,refund_issue,False,hard,
REVIEW,193,知らんまにamazonプライム会員にさせられててビビる,AmazonHelp: @798152 プライム・ビデオやプライムミュージック等数多く特典がございますが、継続利用不要で、Amazonプライム特典のご利用がない場合は、会員登録キャンセル時に会費が全額返金されます。詳しくはこちらをどうぞ→https://t.co/9tQT1Jh8Tw SK,delivery_problem,0.36216992,refund_issue,0.36153257,0.00063735247,False,hard,delivery_problem,False,hard,
