conversation_root,brand_tweet_id,author_id,inbound,brand_created_at,brand_response,response_tweet_id,in_response_to_tweet_id,customer_tweet_id,customer_author_id,customer_inbound,customer_text,customer_created_at,split,char_length,word_count,has_context,turn_count,has_url,difficulty_score,candidate_id,selection_reason,golden_example_id,intent,should_escalate,difficulty,annotation_notes,conversation_context
567533,567532,AmazonHelp,False,Sun Dec 03 02:11:52 +0000 2017,@253113 I'm sorry! Please contact us directly so we can look into this with you: https://t.co/JzP7hlA23B ^SB,,567533.0,567533,253113,True,@AmazonHelp please help me!! My product is ‘waiting for collection’. Nowhere can I find which company it is and it’s not at my local post office and nowhere on email or tracking. I am completely lost!!!!,2017-12-03 01:58:52+00:00,evaluation,203,36,True,1,False,,36,regular_coverage,70,,,,,AmazonHelp: @253113 I'm sorry! Please contact us directly so we can look into this with you: https://t.co/JzP7hlA23B ^SB
78820,78818,AmazonHelp,False,Thu Nov 30 12:45:00 +0000 2017,"@133576 I am sorry, Rob. This feature is not available on our UK site. Hope this info helps!^SM",78819,78820.0,78820,133576,True,"@AmazonHelp Is it possible to give someone a gift from the Kindle store in the UK, and have it delivered to their device? Seems it's possible for US customers but not available here? You're losing money if this isn't possible!",2017-11-30 12:36:09+00:00,evaluation,226,40,True,1,False,,61,regular_coverage,71,,,,,"AmazonHelp: @133576 I am sorry, Rob. This feature is not available on our UK site. Hope this info helps!^SM
Customer: @AmazonHelp Not really but thanks. Will have to shop elsewhere. ☹️"
2927724,2927723,AmazonHelp,False,Wed Nov 29 04:55:29 +0000 2017,@809988 You will get the Rs.500 cashback in the form of Amazon Pay balance within 15 days of the renewal of your Prime membership. Request you to please wait for the time frame. ^SF,,2927724.0,2927724,809988,True,"@AmazonHelp Hello, I retained my Amazon Prime subscription by paying ₹999 few days back. When can I expect the ₹500 voucher credited to my account?",2017-11-29 04:42:16+00:00,evaluation,147,25,True,1,False,,397,regular_coverage,72,,,,,AmazonHelp: @809988 You will get the Rs.500 cashback in the form of Amazon Pay balance within 15 days of the renewal of your Prime membership. Request you to please wait for the time frame. ^SF
2929562,2929561,AmazonHelp,False,Wed Nov 29 06:26:24 +0000 2017,@810426 Thanks for reaching out. Are you having trouble with a recent order? We want to assist! ^SH,,2929562.0,2929562,810426,True,They did this shit to me I️ brought a poster and I️t was a fucking pillow case as the poster 🙄🙄🙄😒 @AmazonHelp @115821 https://t.co/bhJKEkbqc8,2017-11-29 06:20:16+00:00,evaluation,141,24,True,1,True,,532,regular_coverage,73,,,,,AmazonHelp: @810426 Thanks for reaching out. Are you having trouble with a recent order? We want to assist! ^SH
177383,177382,AmazonHelp,False,Sat Nov 25 00:53:00 +0000 2017,"@135044 I'm sorry it hasn't arrived! We aim to deliver your order as soon as we can, however, unforeseen circumstances may cause a delay. Please let us know if it misses the updated delivery date. ^SJ",,177383.0,177383,135044,True,Oh @115830 - I’m a Prime member. I expect next day delivery when specified. Not having to wait 3 days due to incompetent delivery company ⬇️⬇️ https://t.co/QldjNDQA6H,2017-11-25 00:45:16+00:00,evaluation,166,27,True,1,True,,50,regular_coverage,74,,,,,"AmazonHelp: @135044 I'm sorry it hasn't arrived! We aim to deliver your order as soon as we can, however, unforeseen circumstances may cause a delay. Please let us know if it misses the updated delivery date. ^SJ"
2685182,2685181,AmazonHelp,False,Sun Nov 26 22:35:00 +0000 2017,@161027 My team would like to look into this. Please provide your account details and any other information here: https://t.co/PiDSexYZAy ^KB,,2685182.0,2685182,161027,True,I have an email from @AmazonHelp stating I will receive a 100 dollar credit but now I am refused the credit!!!,2017-11-26 22:02:45+00:00,evaluation,110,21,True,1,False,,256,regular_coverage,75,,,,,AmazonHelp: @161027 My team would like to look into this. Please provide your account details and any other information here: https://t.co/PiDSexYZAy ^KB
483804,483802,AmazonHelp,False,Fri Dec 01 14:48:00 +0000 2017,"@230088 Hi, bitte gedulde dich noch etwas. DHL liefert noch bis 18 Uhr und wir gehen davon aus, dass du deine Bestellung in Kürze erhältst. Liebe Grüße ^TA",483803,483804.0,483804,230088,True,Das war nix @124285. Der Fahrer ist gerade ohne Paket für mich da gewesen ☹️ @116316 https://t.co/Bn9PvtNT8j,2017-12-01 14:42:03+00:00,evaluation,108,17,True,1,True,,582,regular_coverage,76,,,,,"AmazonHelp: @230088 Hi, bitte gedulde dich noch etwas. DHL liefert noch bis 18 Uhr und wir gehen davon aus, dass du deine Bestellung in Kürze erhältst. Liebe Grüße ^TA
Customer: @AmazonHelp das wäre ungewöhnlich, dass DHL hier mehrmals am Tag kommt. Und machen kann ich ja eh nichts."
2897517,2897516,AmazonHelp,False,Tue Nov 28 17:12:25 +0000 2017,@184636 My apologies for the delay; we'd like to help. Could you please confirm sharing your details in the link mentioned here: https://t.co/EYdmzDI1nP? ^VN,,2897517.0,2897517,184636,True,"@115850  a new fraud in making,,, Prime deliveries ,,, they charge for Prime subscription and see what they do when unable to fulfill delivery

Happening again n again https://t.co/GNuTS6FLdH",2017-11-28 16:51:02+00:00,evaluation,191,29,True,1,True,,549,regular_coverage,77,,,,,AmazonHelp: @184636 My apologies for the delay; we'd like to help. Could you please confirm sharing your details in the link mentioned here: https://t.co/EYdmzDI1nP? ^VN
1100545,1100544,AmazonHelp,False,Sat Nov 25 18:14:00 +0000 2017,"@379652 We will continue to add new content. Keep checking https://t.co/FYM9PIZOR8 where we highlight the latest movies and TV shows we have available. Also, I'll be sure to pass your comment as feedback to our team internally. ^MO",,1100545.0,1100545,379652,True,@119625 why you are not uploading Mr. Robot Season 3 on prime video ?,2017-11-25 17:52:20+00:00,evaluation,69,14,True,1,False,,563,regular_coverage,78,,,,,"AmazonHelp: @379652 We will continue to add new content. Keep checking https://t.co/FYM9PIZOR8 where we highlight the latest movies and TV shows we have available. Also, I'll be sure to pass your comment as feedback to our team internally. ^MO"
2850740,2850739,AmazonHelp,False,Mon Nov 27 19:30:01 +0000 2017,@792668 Hi Mike! Answers to most Echo related questions can be found here: https://t.co/SAyUI75VmC If you need further assistance we would love to work with you in real time by phone or chat. You can select either option from here:  https://t.co/hApLpMlfHN.  I hope this helps! ^CH,,2850740.0,2850740,792668,True,@115821 @116935 #Alexia Can I shuffle music from a playlist I made on my echo? I know how to do it from the app.,2017-11-27 19:19:39+00:00,evaluation,112,24,True,1,False,,597,regular_coverage,79,,,,,AmazonHelp: @792668 Hi Mike! Answers to most Echo related questions can be found here: https://t.co/SAyUI75VmC If you need further assistance we would love to work with you in real time by phone or chat. You can select either option from here:  https://t.co/hApLpMlfHN.  I hope this helps! ^CH
2897614,2897613,AmazonHelp,False,Tue Nov 28 16:57:44 +0000 2017,"@802835 I apologize for the delivery trouble, Eric! We'd like to take a closer look into the delay with you via phone or chat. Please reach us directly here: https://t.co/Q7Ftz6nj80 ^CS",,2897614.0,2897614,802835,True,"Hello @115821 Any problems with #intelcom? Delivery expected 26Nov, we are now the 28Nov, I tried to contact them no answer on the phone or by mail... My prime membership does not worth it's price now...",2017-11-28 16:54:51+00:00,evaluation,203,36,True,1,False,,388,regular_coverage,80,,,,,"AmazonHelp: @802835 I apologize for the delivery trouble, Eric! We'd like to take a closer look into the delay with you via phone or chat. Please reach us directly here: https://t.co/Q7Ftz6nj80 ^CS"
2984600,2984598,AmazonHelp,False,Thu Nov 30 06:19:29 +0000 2017,"@434862 Hola, lamentamos el inconveniente. Puedes modificar las preferencias de tu correo electrónico, siguiendo las instrucciones que se encuentran en el siguiente enlace: https://t.co/iDDHsujWkn ^AV",2984599,2984600.0,2984600,434862,True,"¿Por qué mandan tanta basura de correo, tío @116875 ? Es increíble la cantidad de spam que he recibido de ustedes los últimos días. Ya Párenle, es demasiado molesto. #Amazon #Spam @AmazonHelp https://t.co/vKtrQkENfp",2017-11-30 06:15:47+00:00,evaluation,215,33,True,2,True,,90,regular_coverage,81,,,,,"AmazonHelp: @434862 Hola, lamentamos el inconveniente. Puedes modificar las preferencias de tu correo electrónico, siguiendo las instrucciones que se encuentran en el siguiente enlace: https://t.co/iDDHsujWkn ^AV
Customer: @AmazonHelp Ya cancelé las notificaciones, solo espero que sí me lleguen los correos de pedidos que haga.
AmazonHelp: @434862 Siempre seguirás recibiendo los correos relacionados con tus compras, cuenta o servicios que hayas adquirido ^AR"
472296,472295,AmazonHelp,False,Fri Dec 01 09:08:00 +0000 2017,"@227480 Apologies for the poor experience, James. Did you receive an email with a reason for the cancellation?^CN",472294,472296.0,472296,227480,True,Not only have @115830 seemingly cancelled half my orders they've messed about what money they want to take so much I'm over my limit... thanks!,2017-12-01 09:04:03+00:00,evaluation,143,25,True,4,False,,25,regular_coverage,82,,,,,"Customer: @AmazonHelp Yeah it said the card details were incorrect, bearing in mind order was all placed at the same time and half has come I'm unsure how that can be?
AmazonHelp: @227480 Did you have an alternative payment method set up? Such as another card or gift cards? ^BD
Customer: @AmazonHelp Nope all same one
AmazonHelp: @227480 Please contact us directly using the following link: https://t.co/oGDklGgbCZ so we can take a further look into this for you.^SM
Customer: @AmazonHelp Just went through to the account dunno what you want me to do here tbf
AmazonHelp: @227480 If you enter the information describing the problem you'll be given the option to request a call, send an e-mail, or start a chat. ^GR"
2901136,2901134,AmazonHelp,False,Tue Nov 28 18:01:26 +0000 2017,"@803279 Hola Estephanie, que dicha que aprovechaste las ofertas. ¿Que tipo de música te gusta escuchar? Nos gustaría saber. 😃 ^NP.",2901135,2901136.0,2901136,803279,True,@111300 @116875 Sip tengo la suscripción de Amazon prime compre un vinyl y otro CD :3 ofertones por cierto,2017-11-28 17:52:59+00:00,evaluation,106,19,False,2,False,,370,regular_coverage,83,,,,,
2772418,2772416,AmazonHelp,False,Mon Nov 27 00:26:52 +0000 2017,"@774920 ジャストサイズですね～～～😂🎊
とってもおかわです(*´ω｀*)💓　MH",2772417,2772418.0,2772418,774920,True,"届いた荷物の箱を放置してると ほぼほぼ100%こうなる…
amazonでネコ買った！みたいにぴったりフィット😓 https://t.co/sAT6EYjIVX",2017-11-26 18:04:30+00:00,evaluation,79,4,True,3,True,3.0,209,difficult_or_ambiguous,84,,,,,"AmazonHelp: @774920 ジャストサイズですね～～～😂🎊
とってもおかわです(*´ω｀*)💓　MH
Customer: @AmazonHelp え、、、アマゾンのカスタマーサービスさん⁇😅
ノリがいいなぁ。ひょっとして関西人とか⁉️
AmazonHelp: @774920 すみません。。。突然。。Amazonです！
カワイイ画像だったので、思わずリプライしてしまいました( *´艸｀)
Amazon箱は、浅さとか大きさなど猫ちゃんに好かれる要素が何かあるみたいなんです。
(*´-`).。oO(入り心地はどうかな~？あ！ちなみに関西人ではなかったです～)TY
Customer: @AmazonHelp ☺️ いつもお世話になります🙇‍♀️ amazonの箱はかなり居心地良いみたいで 長時間スヤスヤ寝てます。サイドの開封口になってるところから腕だけ出して攻撃してくることも有り💦
AmazonHelp: @774920 こちらこそ、いつもご利用ありががとうございます！
わーー！やはり、お気に召していただけているのですね～(ㅅ´³`) 
他のお客様からも、猫ちゃんが箱で遊んだり、入ったり、壊したり等々、、、、色々な画像を見せていただいておりましたよ。
今後ともどうぞご贔屓に。。。(‘v`◎)TY"
535014,535012,AmazonHelp,False,Sat Dec 02 12:24:34 +0000 2017,"@243936 I understand your concern regarding the delivery of your product. However, we deliver orders by 8:00 PM on the Estimated Delivery Date. I request you to kindly wait till then and I'm positive that the order would be delivered. 1/2^SC","535013,534978",535014.0,535014,243936,True,"@120169 : yesterday your delivery person updated ""customer not available"" for courier 43437699594.  It is a cheating as no calls were made to the number given. Today, even after multiple calls to customer service since morning courier not delivered. I ordered thru @115821 .",2017-12-02 12:10:17+00:00,evaluation,274,44,True,16,False,,109,escalation_or_context_heavy,85,,,,,"Customer: @AmazonHelp Ok...so please take your time...I give up here on any more follow up...I have been asking that whether it will delivered today ...half day is gone and I don't have even answer to my question...but I understood now..no use of any follow up...I give up
AmazonHelp: @243936 I understand your concern regarding the delivery. We have received your details and are actively working on it and will get back to you. We won't be able to provide any further insights on this. Appreciate your understanding. ^JS
Customer: @AmazonHelp You have all the details .What is there to actively work on it. courier is in madiwala branch of aramex since Friday..14 kms from delivery location..you guys have failed to deliver  and now also no one is active  working on issue
Customer: @243936 @AmazonHelp Hello Vivek, thank you for reaching out and apologies for any inconvenience, our courier couldn't reach your address due to heavy rain, we are checking with our team to rearrange delivery at the earliest.
Customer: @133929 @AmazonHelp Ok...then 1.  why on Friday it was updated thru sms that courier attempt failed as customer not available  2. Why on Saturday it was told that I will get my courier on Saturday itself but still not delivered ?
Customer: @133929 @AmazonHelp Very poor courier service and response to customers"
2881896,2881894,AmazonHelp,False,Tue Nov 28 09:37:24 +0000 2017,@799629 We would like to help you. Please ask the account holder to share the details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.^CB,2881895,2881896.0,2881896,799629,True,"@115850 My friend received an expired deo. Look at the rusted bottle neck! Thanks to your customer support, he has now been hassled to the maximum as he struggles to return it! @115851 Is this what @115821 stands for? #FakeAmazon https://t.co/pVJ8z4Zp6n",2017-11-28 09:10:13+00:00,evaluation,253,41,True,2,True,,66,regular_coverage,86,,,,,"AmazonHelp: @799629 We would like to help you. Please ask the account holder to share the details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.^CB
Customer: @AmazonHelp All the details has been submitted in the link shared in your msg. Please ensure that the defective product is picked up from the address without causing any more hassle. @115851 @115850
AmazonHelp: @799629 Thanks for the confirmation, Ratul. Our team will check this and will help in resolving the issue for you. Request you to wait for an update from them. ^NK"
78811,78809,AmazonHelp,False,Thu Nov 30 12:45:03 +0000 2017,"@133574 You can manage your Prime subscription here. It should have the information you are requesting. If not let us know https://t.co/om8OZbjPjC
^DJ",78810,78811.0,78811,133574,True,@AmazonHelp Please can you tell me where I can find a VAT invoice for an Amazon prime membership?,2017-11-30 12:38:29+00:00,evaluation,97,18,True,2,False,,571,regular_coverage,87,,,,,"AmazonHelp: @133574 You can manage your Prime subscription here. It should have the information you are requesting. If not let us know https://t.co/om8OZbjPjC
^DJ
Customer: @AmazonHelp Unfortunately not - You can get a 'Printable receipt' but no VAT invoice?
AmazonHelp: @133574 Sorry about that Tom, your unable to print a VAT invoice for a Prime Membership as it is intended for private use only. You can find more info on VAT invoices here: https://t.co/qdGacXfF9X ^MI
Customer: @AmazonHelp I see, interesting that! I’ll pretend I never asked 😂"
2911661,2911660,AmazonHelp,False,Tue Nov 28 21:47:00 +0000 2017,"@806024 I'm very sorry for the frustration with your delivery, Karen! I'd like a member of my team to personally look into this further. Please leave your detail here: https://t.co/me2JkrvXYl ^HM",2911659,2911661.0,2911661,806024,True,@115821 now includes a photo along with the delivery notification. Look! There’s my package. But wait. That is NOT my front door. #FAIL https://t.co/1ebdAi4kFE,2017-11-28 21:35:58+00:00,evaluation,159,24,True,2,True,,322,regular_coverage,88,,,,,"AmazonHelp: @806024 I'm very sorry for the frustration with your delivery, Karen! I'd like a member of my team to personally look into this further. Please leave your detail here: https://t.co/me2JkrvXYl ^HM
Customer: @AmazonHelp Thanks @AmazonHelp. I found it after a walk down the street to match the door to the pic. I’m a modern day Nancy Drew.
AmazonHelp: @806024 I'm glad you were able to locate your package! We'd still love to escalate this to our Transportation team. When you get a chance, please send us your details at the link ^HM provided above. ^JM
Customer: @AmazonHelp Will do. Thank you!"
74564,74562,AmazonHelp,False,Thu Nov 30 11:26:30 +0000 2017,"@132702 Hola Miguel, sentimos las molestias. El producto, ¿fue vendido y gestionado por Amazon o fue vendido por un vendedor externo? ^DA",74563,74564.0,74564,132702,True,@132703 Llevo desde el lunes esperando un pedido Premium de @116928  y por vuestra incompetencia hoy Jueves aun no lo tengo. Soy de Elche y no me cogen el telefono,2017-11-30 11:23:37+00:00,evaluation,163,30,True,3,False,,569,regular_coverage,89,,,,,"Customer: @AmazonHelp Creo que por Amazon
AmazonHelp: @132702 Entiendo Miguel. Lamentamos las molestias, ¿has intentado contactar al transportista para verificar lo sucedido? ^AZ
Customer: @AmazonHelp Al final esta tarde lo recogo en la oficina,ni está en el reparto de hoy, manda narices.... Evitar esta compañia para evitar futuros problemas
Customer: @AmazonHelp Segun ellos el repartidor está muy agobiado por tener mucho reparto,pues que contraten mas,ese no es mi problema.Mi problema es con @130709  no con @116928 .no es mi primer pedido con vosotros
AmazonHelp: @132702 Comprendo, en este caso te recomiendo ponerte en contacto con nuestro departamento de Servicio al Cliente, recuerda que puedes reportar esta situación con ellos, ingresando al siguiente enlace: https://t.co/OjvUxwnzPe ^KA
Customer: @AmazonHelp Ok,Muchas Gracias!!"
2855112,2855111,AmazonHelp,False,Mon Nov 27 20:43:29 +0000 2017,@793627 I'm very sorry for any delay. Have we missed the delivery promise provided in your order confirmation e-mail? What is the latest tracking showing here: https://t.co/aaDyEz1VgE We're here to help! ^SK,2855110,2855112.0,2855112,793627,True,@115821 whats the point of paying for prime if it takes 5 days to deliver,2017-11-27 20:40:09+00:00,evaluation,73,15,True,3,False,,533,regular_coverage,90,,,,,"AmazonHelp: @793627 I'm very sorry for any delay. Have we missed the delivery promise provided in your order confirmation e-mail? What is the latest tracking showing here: https://t.co/aaDyEz1VgE We're here to help! ^SK
Customer: @AmazonHelp Now expected 28 November - 30 November! that makes it over a week
AmazonHelp: @793627 I can definitely understand how frustrating this can be. I'm sorry we let you down! If your order doesn't arrive by the new delivery date given, we can be reached for your available options and next steps here: https://t.co/JzP7hlA23B ^DW
Customer: @AmazonHelp I had to wait, in all day, today and the best you can do is 3-day estimate. Given a delivery of 8-8 every day.  The last check was 12.55 only 30 miles away. I would like a reason why it's late.
AmazonHelp: @793627 I'm sorry about this. We want to be sure you are receiving your parcels when they are expected. Please reach out to us directly here so that we can take a look into this for you: https://t.co/JzP7hlA23B We'd like to help! ^ZW"
2981840,2981838,AmazonHelp,False,Thu Nov 30 05:25:56 +0000 2017,@822421 こんにちは、Amazonです。ご利用ありがとうございます！気に入っていただけたようでうれしいです（配信間に合ってよかったですね✨） SK,2981839,2981840.0,2981840,822421,True,"クリスマスプレゼントにAmazonファイヤーTVスティック買ってもらた＼(^o^)／←早
YouTube見れるし(*´д`*)ﾊｧﾊｧ
GYAO!もインストールしたよねえ♡もちろんKinKi見るよねえ♡めっちゃれべるあがった＼(^o^)／うれしい(*´д`*)ﾊｧﾊｧ https://t.co/MVZ3dHKE1h",2017-11-30 05:13:30+00:00,evaluation,158,4,True,3,True,3.0,222,difficult_or_ambiguous,91,,,,,"AmazonHelp: @822421 こんにちは、Amazonです。ご利用ありがとうございます！気に入っていただけたようでうれしいです（配信間に合ってよかったですね✨） SK
Customer: @AmazonHelp こんにちは！まさか！公式さんからコメント頂けるとは！
これ、めちゃくちゃ人気らしいですね！これからも御社のご活躍期待しております！
AmazonHelp: @822421 突然リプライをし驚かせてしまいまして失礼いたしました！そのように言っていただけてとっても励みになります。利用方法などでご不明な点等ございましたらご遠慮なくご質問ください！SK
Customer: @AmazonHelp ありがとうございます＼(^o^)／
AmazonHelp: @822421 こちらこそ！お忙しい中リプライをいただきありがとうございました＼(^o^)／
これからもよろしくお願いします🙇‍♂️💓　MH"
172273,172272,AmazonHelp,False,Fri Nov 24 22:22:30 +0000 2017,"@156255 Bonsoir, je suis sincèrement désolée pour cela, pouvez-vous nous indiquer le nom du transporteur ayant pris en charge votre livraison je vous prie ? 
^KE",172271,172273.0,172273,156255,True,23h13 : peut-être que le livreur c'est fait une petite bouffe avant de reprendre le boulot @120533 https://t.co/kFMPhYQzEE,2017-11-24 22:15:12+00:00,evaluation,122,18,True,3,True,,56,regular_coverage,92,,,,,"AmazonHelp: @156255 Bonsoir, je suis sincèrement désolée pour cela, pouvez-vous nous indiquer le nom du transporteur ayant pris en charge votre livraison je vous prie ? 
^KE
Customer: @AmazonHelp Bonsoir, pas de problème : TNT UK
P.s : je ne veux pas que vous viriez votre transporteur jles aime bien moi les routards
AmazonHelp: @156255 Avez-vous contacté notre SAV pour leur faire part de la situation?
^MD
Customer: @AmazonHelp Hmm, non. Que dois-je faire pour contacter le SAV ?
AmazonHelp: @156255 En effet, nous n'avons pas accès à votre compte sur Twitter. Vous pouvez contacter notre SAV via le lien suivant : https://t.co/qzuu0dgDXz
^MD"
65714,65712,AmazonHelp,False,Tue Nov 28 20:18:42 +0000 2017,"@131037 Thank you for reaching out today, Hayley. I'm sorry for the recurring issues. Is the status marked as delivered: https://t.co/aaDyEz1VgE? ^KB","65711,65713",65714.0,65714,131037,True,Second TV attempted to be delivered and Second TV to do a vanishing act. Come on @115830 - we would like our TV now please. Something very fishy about all this...,2017-11-28 20:14:49+00:00,evaluation,162,31,True,6,False,,267,regular_coverage,93,,,,,"AmazonHelp: @131036 Since you received the confirmation that an investigation is pending, thank you for your patience while the investigation takes place. ^BD
Customer: @AmazonHelp 24 hours come and gone, but no update yet again. Do I have to call to get one?
AmazonHelp: @131036 I am sorry to hear this. Please click on the following link to contact us: https://t.co/JzP7hlA23B.^GA
Customer: @AmazonHelp Sorry, I fail to see how pointing me at your self help page is meant to help. May as well just call again. Please take ownership of the case and give me regular updates. While I've got your attention. It would be nice to have a case management section in account details.
AmazonHelp: @131036 Hi. The link we provided previously was the ""Contact Us"" link. As we are unable to access accounts through social media, it is the best means of proceeding. ^DC
Customer: @AmazonHelp In other words: Call us, because we don't hand out ticket numbers to reference issues. You see, there lies the problem. For all I do, all I get is: ""you already have a call open, we'll get back to you""."
561685,561684,AmazonHelp,False,Sat Dec 02 23:04:00 +0000 2017,"@251439 Bonjour, désolée pour cela, je vous prie de le signaler à notre SAV via : https://t.co/hgIrz98cdI afin d'y remédier.
^KE",,561685.0,561685,251439,True,"@120533 bjr, je souhaiterais faire jouer la garantie du doudou chant ourson n° de commande 404-7236011-2098702. Comment faire? VTech explique que c'est à Amazon de faire jouer la garantie",2017-12-02 22:39:35+00:00,evaluation,187,29,True,2,False,,580,regular_coverage,94,,,,,"AmazonHelp: @251439 Bonjour, désolée pour cela, je vous prie de le signaler à notre SAV via : https://t.co/hgIrz98cdI afin d'y remédier.
^KE"
812495,812493,AmazonHelp,False,Sat Nov 25 09:37:32 +0000 2017,"@313598 That's odd! I'm sorry to see the condition in which you've received this book.  You can initiate a return request here:https://t.co/dgreAZQ5qf Also, I've passed on your experience as feedback to the relevant team internally to ensure such instances aren't repeated. ^EM",812494,812495.0,812495,313598,True,@115850 why is there this line on the new book I just received? I like my books neat and clean. https://t.co/UQkIpzWOTe,2017-11-25 08:51:58+00:00,evaluation,119,21,True,3,True,,458,regular_coverage,95,,,,,"AmazonHelp: @313598 That's odd! I'm sorry to see the condition in which you've received this book.  You can initiate a return request here:https://t.co/dgreAZQ5qf Also, I've passed on your experience as feedback to the relevant team internally to ensure such instances aren't repeated. ^EM
Customer: @AmazonHelp I need to read the book. Who can wait till you send a replacement?
AmazonHelp: @313598 I see your enthusiasm, But as you've stated the product is defective. We request you to return the product for a replacement. ^PJ
Customer: @AmazonHelp While I like your instant replacement policy, the time it takes is too much for me to part with.  Thanks anyway.
AmazonHelp: @313598 I get your concern. However, this is the best option we've right now to help you out. ^AP"
2877770,2877768,AmazonHelp,False,Tue Nov 28 07:06:29 +0000 2017,@308340 An account lock is followed by an email from our Accounts Specialist team mentioning the reason. Kindly check and respond to the email you've received as they'd be the best team to help you in this situation. Appreciate your understanding. ^EM,2877769,2877770.0,2877770,308340,True,"@115850 Account locked for doing US seller transaction using amazon pay. Multiple mail/call, still no response from your side. Please check it",2017-11-28 06:55:08+00:00,evaluation,142,22,True,12,False,,124,escalation_or_context_heavy,96,,,,,"Customer: @AmazonHelp All details sent again. Please check and revert.
AmazonHelp: @308340 I have checked it from my end. We haven't received any details yet. Please share them from the link here: https://t.co/VNUITkunAc again to assist further. ^HR
Customer: @AmazonHelp Shared details for the 3rd time. I hope you get this time. Attached snapshot for your reference https://t.co/Cw415s0Fcu
AmazonHelp: @308340 Thanks for the heads up. We will check and get back to you with an update. ^AH
Customer: @AmazonHelp Thanks for quick help. Able to access my account now :)
AmazonHelp: @308340 Glad to know that you're able to access your account now. Do keep us posted for any further concerns. ^KH"
2955973,2955970,AmazonHelp,False,Wed Nov 29 19:12:33 +0000 2017,@815970 Hola Monty. ¿Podrías indicarnos si tienes alguna entrega pendiente? ^HC,"2955971,2955972",2955973.0,2955973,815970,True,"Recibo una media de quince paquetes mensuales de @116928 y LOS ÚNICOS que siempre entregan con retraso, son @135806 @137605",2017-11-29 19:06:19+00:00,evaluation,123,20,True,3,False,,13,regular_coverage,97,,,,,"AmazonHelp: @815970 Hola Monty. ¿Podrías indicarnos si tienes alguna entrega pendiente? ^HC
Customer: @AmazonHelp  https://t.co/o1sc3K8ZZb
AmazonHelp: @815970 Comprendo, ¿nos podrías indicar si te has podido contactar directamente con el transportista? ^KA
Customer: @AmazonHelp Pero bueno, que es solo una rabieta porque Correos, tanto en su versión ""normal"" como en su versión Exoress, no entrega nunca a tiempo.
Customer: @AmazonHelp No, solo un aviso de Amazon a las ocho comunicando que ya no llegaría hoy 😂. En observaciones, a partir de hoy, pondré que se evite en la medida de lo posible a este transportista. Un saludo y gracias por el interés.
AmazonHelp: @815970 Te recomendamos poder contactarle a través del siguiente enlace: https://t.co/meqnr4QIaC Te pedimos que nos puedas mantener al tanto de la entrega de tu pedido. ^KA"
91382,91380,AmazonHelp,False,Thu Nov 30 15:20:00 +0000 2017,@134785 We apologize for the experience you had. Could you please elaborate on your concern for us to assist you accordingly. ^VH,91381,91382.0,91382,134785,True,@115850 i cannot call the coustomer care as they are saying that we couldn't find your order and call gets disconnected. Actually this is my 3rd tweet and no one is responding!! Very disappointed from amazon coustomer care @AmazonHelp,2017-11-30 14:46:38+00:00,evaluation,234,39,True,9,False,,158,escalation_or_context_heavy,98,,,,,"AmazonHelp: @134785 You would have received a correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww and reply us with your concerns. ^SC
Customer: @AmazonHelp How can you find my order of i didnt ordered it!! My brother ordered it for me and i received a defective one. And you are not listening at all. Provide me a refund!! This is going to be my last tweet if you are not going to solve @115850
AmazonHelp: @134785 I get your concern, Emraan. We would be able to check the issue and assist you only if we receive the details of the account from which the order was placed. Request you to provide the order or account details in the link shared earlier accordingly for assistance. ^KA
Customer: @AmazonHelp I don't have the details of that account. Does that mean i wont be eligible for a refund. If you want to check that much i have product. Send a delivery boy and i will return it!!
AmazonHelp: @134785 Unfortunately, our return process doesn't work that way. The account holder from the order was placed should fill in the details so that we could cross-check the same information and assist you further. (1/2) ^VM
AmazonHelp: @134785 I'm sorry as we wouldn't be able to provide any further information until we receive the updated details. (2/2) ^VM"
2904965,2904963,AmazonHelp,False,Tue Nov 28 19:41:35 +0000 2017,"@134104 I'm sorry for any concern this causes! When this happens, we ask you to try these steps: https://t.co/K1xQg6KDUd

If those steps don't help, please reach out to us via phone or chat, and we can look into things for you: https://t.co/JzP7hlA23B ^WT",2904964,2904965.0,2904965,134104,True,"@AmazonHelp hi, order says delivered but order has not been delivered - so where is it??",2017-11-28 19:30:08+00:00,evaluation,88,16,True,15,False,,112,escalation_or_context_heavy,99,,,,,"AmazonHelp: @134104 We can't check into any specific information regarding your order through social media. Please use the above link to contact us directly if needed. ^GS
Customer: @AmazonHelp Ok thanks for your help
Customer: @AmazonHelp How do i know if i am subscribed to 'Amazon prime'??
AmazonHelp: @134104 If you go to your account click where it says, ""Hello (your name) Account and list"" then click on the box that says, ""Prime"" on the left-hand side it will tell you your Prime status. I hope this helps! ^LS
Customer: @AmazonHelp Ok thanks - why does package have 'Amazon Prime' tape around it yet not a member??
AmazonHelp: @134104 This is Amazon's unique tape for our shipping boxes, not an indication of your Prime status. ^ST"
